Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1953648661381804,Centro Quiropráctico Laguna y Rehabilitación,These ads ran without a disclaimer,≤100,1
101898815768121,tuytusombrero,These ads ran without a disclaimer,≤100,1
102467026141414,Playas Mexico,Arantza Correa,≤100,2
102522317789194,Emprendeteria,These ads ran without a disclaimer,≤100,1
100161313008401,Despidos Injustificados de México,These ads ran without a disclaimer,≤100,1
102721775713078,Secretaría del Medio Ambiente Michoacán,These ads ran without a disclaimer,≤100,1
104569811665435,Flor Repara,These ads ran without a disclaimer,≤100,1
124168983922173,Axolotl,Arantza Correa,≤100,2
112286191122941,Princesadebano,These ads ran without a disclaimer,≤100,2
216165954218,FECHAC,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
105767215477028,Noticias El Molino,These ads ran without a disclaimer,≤100,1
534751020314078,Cristofer Valencia,These ads ran without a disclaimer,≤100,1
111807781533688,El Habanero News,These ads ran without a disclaimer,≤100,1
103180561581635,Gigi Agencia de Marketing,These ads ran without a disclaimer,≤100,1
172848216145571,Lecto Nivelación Académica,These ads ran without a disclaimer,≤100,1
114912573594917,Miguel Angel Breceda Ramírez,Miguel Angel Breceda Ramirez,≤100,1
373791636595622,Alberto López Canalizador,These ads ran without a disclaimer,≤100,1
654103544696727,Centro Cosmetologico,These ads ran without a disclaimer,≤100,1
100453195911867,BOCADITOS ESPIRITUALES PARA MEDITAR.,These ads ran without a disclaimer,≤100,1
100325211580966,Universitario Conversa,These ads ran without a disclaimer,≤100,1
101521078426167,Vianey'SPA,These ads ran without a disclaimer,≤100,1
111132794348779,That Happened,These ads ran without a disclaimer,≤100,1
105606441174000,Jóvenes Con Enrique Vargas EdoMéx,Victor Hugo Mendez Lares,≤100,1
368555896997049,Enrique Estrada,These ads ran without a disclaimer,≤100,2
108458792521286,Fan del Agua,These ads ran without a disclaimer,≤100,1
197462705650867,H. Ayuntamiento de Nanacamilpa de Mariano Arista 2021-2024,These ads ran without a disclaimer,≤100,1
111542721915368,Naturalmente bella,These ads ran without a disclaimer,≤100,2
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,2
612968555797831,Pasión Sports,These ads ran without a disclaimer,≤100,1
623695034731154,ICAAD,These ads ran without a disclaimer,≤100,1
114929348237165,Empleate,These ads ran without a disclaimer,≤100,1
480412478776655,Huevos Cordobeses,These ads ran without a disclaimer,≤100,1
102372012653306,Movimiento Progresista Nuevo León,These ads ran without a disclaimer,≤100,1
281813841852444,Club Canófilo Metropolitano,These ads ran without a disclaimer,≤100,1
1797984670414325,Transportes JSV,These ads ran without a disclaimer,≤100,1
110016028354318,Los Yonic's Oficial,These ads ran without a disclaimer,≤100,1
100685516644957,Fundación Foro,These ads ran without a disclaimer,≤100,1
108663558065802,La chica del Pañuelo Púrpura,These ads ran without a disclaimer,≤100,1
329903330391461,Set alta peluqueria Make-up & hair,These ads ran without a disclaimer,≤100,1
115652281405063,mentalhealthwithkiara,These ads ran without a disclaimer,≤100,1
1580082582270698,General Auditing Commission,These ads ran without a disclaimer,≤100,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,3
101091762948312,México Mágico Artificial,These ads ran without a disclaimer,≤100,1
115156733661685,Moriah Center,These ads ran without a disclaimer,≤100,1
101820322602366,EcoEmprende,These ads ran without a disclaimer,≤100,1
101770082864722,Gestek,These ads ran without a disclaimer,≤100,1
108285055362768,Belleza_Islamica,These ads ran without a disclaimer,≤100,1
110880891754770,PRIDE EXPO,These ads ran without a disclaimer,≤100,1
213322302784408,Buenas Noticias QR,These ads ran without a disclaimer,≤100,1
102511048839327,Salam_Spain 3,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,1
107784062090550,Cybernetips,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
116953997981866,Comisaría Municipal de Chiná,Comunidad Digital,≤100,1
109252635423688,latidokreativo,These ads ran without a disclaimer,≤100,1
109813264814842,laubitto,These ads ran without a disclaimer,≤100,1
370373170438845,"Tu SUEÑO, Tu CASA",These ads ran without a disclaimer,≤100,1
101020182953667,ChidayChingon,Arantza Correa,≤100,1
502768120122655,AutoSports Patria Accesorios de Lujo y Servicios Automotrices,Kattia Del Rosario Ramos,≤100,1
104477388667517,Rocío Beltrán del Río,These ads ran without a disclaimer,≤100,1
127179196969893,La Puerta del Golfo,These ads ran without a disclaimer,≤100,1
425468610983737,Culture Creators,These ads ran without a disclaimer,≤100,1
122809590721822,Bonos Educación,These ads ran without a disclaimer,≤100,2
111196441899324,Casas Solares,These ads ran without a disclaimer,≤100,6
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,3
103119027899256,Caribbean Climate-Smart Accelerator,These ads ran without a disclaimer,≤100,1
112156883567966,Dr. Luis Lizama,These ads ran without a disclaimer,≤100,2
104100926009423,Tarjeta Bienestar,These ads ran without a disclaimer,≤100,1
235908206955308,Naty Castrejón,These ads ran without a disclaimer,≤100,1
190256540992046,Javier Corral,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
101598746268572,,These ads ran without a disclaimer,≤100,1
105624182802445,NMás,These ads ran without a disclaimer,≤100,1
991152970975912,Cambiando Vidas Croc Yucatán AC,These ads ran without a disclaimer,≤100,1
120584702933617,Abogado Penalista Gonzalo Garcia Roman.,These ads ran without a disclaimer,≤100,1
115782464808149,Trapitos Al Sol - Noticias Sjr,These ads ran without a disclaimer,≤100,1
169260623923829,Infórmate y decide,These ads ran without a disclaimer,≤100,1
100272656006655,Salva a la Vida Silvestre,These ads ran without a disclaimer,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,9
117882485584272,Luis Enrique Munoz Villarreal,These ads ran without a disclaimer,≤100,1
63122812048,International Electrotechnical Commission (IEC),These ads ran without a disclaimer,≤100,1
577664992340571,Alfonso Durazo,These ads ran without a disclaimer,≤100,1
102726742143749,Articulación para el desarrollo de la Región Ica,These ads ran without a disclaimer,≤100,1
718372924863369,Sociedad de Científicos Anónimos,These ads ran without a disclaimer,≤100,1
105712152391313,Hispanic Kids' Health,These ads ran without a disclaimer,≤100,1
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,1
102706669471055,ARS - Academia de estilismo canino profesional,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,2
640089569347286,"New Zealand Embassy, Mexico City",These ads ran without a disclaimer,≤100,1
108435965383484,ESTOY M.R.,These ads ran without a disclaimer,≤100,1
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,11
107870682110306,Cooltivando Ideotas,These ads ran without a disclaimer,≤100,1
1782035502075711,Laboratorio de Análisis Clínicos PROMO LAB SA de CV,These ads ran without a disclaimer,≤100,1
109794841992190,Juan Jose Pineda,These ads ran without a disclaimer,≤100,1
111886371792314,AMSI Certificación,These ads ran without a disclaimer,≤100,1
103308112758555,Jardines Verticales,These ads ran without a disclaimer,≤100,1
109679312105856,makessensemagazine,These ads ran without a disclaimer,≤100,1
112575164885812,Aura by B21,These ads ran without a disclaimer,≤100,1
111854275160335,Hedisae,These ads ran without a disclaimer,≤100,1
100151362737228,Colectivo Hilo Rojo,These ads ran without a disclaimer,≤100,1
374314716743527,Doing Business in Latin America,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,6
105206711230947,Ricardo Muñoz Marin,These ads ran without a disclaimer,≤100,1
113233620862675,Esther Martínez,These ads ran without a disclaimer,≤100,1
198147937272554,Pronatura Sur,These ads ran without a disclaimer,≤100,1
303455713105608,Prensa Comunitaria,These ads ran without a disclaimer,≤100,1
109799575193366,Nuevo Ideal Gobierno Municipal 22-25,These ads ran without a disclaimer,≤100,1
109894595389234,Capital Capital,Arantza Correa,≤100,1
108336767994384,M.E Soluciones de energias renovables,These ads ran without a disclaimer,≤100,1
101121695836259,Primero Noticias,These ads ran without a disclaimer,≤100,1
100117556048980,newworldreformer,These ads ran without a disclaimer,≤100,1
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100,1
103532292462368,WIRED en español,These ads ran without a disclaimer,≤100,2
104804229254599,Helthrans,Alex Santiago Martinez Casas,≤100,1
101066136204500,efrain.paulino,These ads ran without a disclaimer,≤100,1
1842601562719508,Ramiro Ramirez,These ads ran without a disclaimer,≤100,1
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100,1
105919839100698,Morelos Tierra y Libertad,Saúl Omar González Hernández,≤100,4
110036725186464,Carlos Castillo,These ads ran without a disclaimer,≤100,1
1620729151583679,True Talent México,These ads ran without a disclaimer,≤100,2
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
100114215166079,Liliana Malta,These ads ran without a disclaimer,≤100,1
451044468359602,Gebac,These ads ran without a disclaimer,≤100,1
100686536079991,Hela Spa Mexico Roma,These ads ran without a disclaimer,≤100,1
676846919054935,Grow - género y trabajo,These ads ran without a disclaimer,≤100,1
105791821768222,Historias para mamá,These ads ran without a disclaimer,≤100,1
124769374216845,J.Son,These ads ran without a disclaimer,≤100,1
151808344940167,Jevpic Productions,These ads ran without a disclaimer,≤100,3
603409619767928,Narconon Mexico,These ads ran without a disclaimer,≤100,1
1779832865640974,Angel Guerra Cavazos,These ads ran without a disclaimer,≤100,1
106922211824670,Biker Teotihuacan Oficial,These ads ran without a disclaimer,≤100,1
802444359872742,Casa Grande Grupo México,These ads ran without a disclaimer,≤100,1
108040604918274,Napolitan consulting,These ads ran without a disclaimer,≤100,1
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,3
105977145717781,Team Absolicon Solar Collector,These ads ran without a disclaimer,≤100,3
181601615280810,Copase BC,These ads ran without a disclaimer,≤100,1
183462872425630,Patricia León López,These ads ran without a disclaimer,≤100,1
106356108303288,Montaña Mágica,These ads ran without a disclaimer,≤100,1
380289632579345,PIA - Protección a la Infancia y Adolescencia,These ads ran without a disclaimer,≤100,1
500239473449030,PES Michoacán,These ads ran without a disclaimer,≤100,1
621062861431881,Maxwell Leadership Español,These ads ran without a disclaimer,≤100,1
101304192456744,carososky,These ads ran without a disclaimer,≤100,1
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,≤100,1
2158646011019663,Ricardo Alonso Morales,These ads ran without a disclaimer,≤100,2
1606155556168996,Si Amo Afrin,These ads ran without a disclaimer,≤100,1
265327248653054,Perragogía,These ads ran without a disclaimer,≤100,1
114064613355096,"Grupo SAOSA, División Alarmas y Energías Renovables.",These ads ran without a disclaimer,≤100,1
170809000467700,Niña Activista para Salvar al Mundo A.C.,These ads ran without a disclaimer,≤100,1
251699338005,Revista Cartel Urbano,These ads ran without a disclaimer,≤100,2
1585145738370333,VEPA Colombia,These ads ran without a disclaimer,≤100,1
145044638886738,Merco Supermercado,These ads ran without a disclaimer,≤100,1
102473282564126,Edstein Garcia silver,These ads ran without a disclaimer,≤100,1
1961563797448427,Juntos Haremos Grandes Cosas A.C.,These ads ran without a disclaimer,≤100,2
140152226058227,Denuncias del Estado de México,These ads ran without a disclaimer,≤100,1
100617472209320,La Guachafita,These ads ran without a disclaimer,≤100,1
109395342126434,Marvin Toledo,These ads ran without a disclaimer,≤100,1
181818438572128,987.198.756.123 Kişi,These ads ran without a disclaimer,≤100,1
109138024144541,Nuestrapraxis Revista de investigación interdiscplinaria y Crítica Jurídica,These ads ran without a disclaimer,≤100,1
104724572005857,Medizona,These ads ran without a disclaimer,≤100,1
100148152015963,Sistema Municipal DIF Chicoloapan,These ads ran without a disclaimer,≤100,1
1442435479319611,Cursos Cusant,These ads ran without a disclaimer,≤100,1
101459974844546,Jump_conf,These ads ran without a disclaimer,≤100,1
1434475783438153,Magical,These ads ran without a disclaimer,≤100,2
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,1
122458448611571,Ramiro Gonzalez Oficial,These ads ran without a disclaimer,≤100,1
113837913874755,BARE México,These ads ran without a disclaimer,≤100,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
107298954766144,Verificaciones Alexis Zaldivar,These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
101436044789330,pato.cine,These ads ran without a disclaimer,≤100,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100,2
400944940098750,Fundacion Pisa Stella Vega,These ads ran without a disclaimer,≤100,1
118677881188924,Instituto de Belleza IP,These ads ran without a disclaimer,≤100,1
103945164799192,Via Nomina Jubilados y Pensionados,These ads ran without a disclaimer,≤100,1
102630459184626,Ju no Mundo,These ads ran without a disclaimer,≤100,1
107222331525202,Happy Trip - Agencia de Viajes,These ads ran without a disclaimer,≤100,1
107323451863865,Millennial Geeks,These ads ran without a disclaimer,≤100,1
102274539416326,Transformacion RM,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
113894447125228,Pancho Aceves,Sandra Sanchez Jauregui,≤100,1
101773339229998,Jesi Licht,These ads ran without a disclaimer,≤100,1
117128387942371,Mar Rengifo,These ads ran without a disclaimer,≤100,1
399037963870806,Zihuakali Casa De Las Mujeres Indígenas A.C,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
101053622323843,Neuróloga pediatra Arizbeth Hernández,These ads ran without a disclaimer,≤100,1
257819379455251,The HUB Murray Hill,These ads ran without a disclaimer,≤100,2
110273767448712,SALI Avance de Obra,These ads ran without a disclaimer,≤100,1
1067859036610563,PrintDepot,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
365038286972781,Jubileosuramericas,These ads ran without a disclaimer,≤100,1
102928008704854,luciarevillasilva,These ads ran without a disclaimer,≤100,1
206333316437522,Happirits,These ads ran without a disclaimer,≤100,1
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,3
1713885898940426,"Asesores Legales Laguna, abogados en San Pedro, Coah.",These ads ran without a disclaimer,≤100,1
108669264893177,Camino Monrealista,Camino Monrealista,≤100,1
1236575003037852,Ginecología y Obstetricia. Ginecóloga,These ads ran without a disclaimer,≤100,1
109572021855080,Beneficios Mex,These ads ran without a disclaimer,≤100,1
111944931818271,Escuela de Líderes de las Américas para la Excelencia en la Gobernanza,These ads ran without a disclaimer,≤100,1
114005951660520,Curso de casas solares,These ads ran without a disclaimer,≤100,1
299990626697242,Cáritas de Chihuahua,These ads ran without a disclaimer,≤100,1
317786922083190,"Citrus  Cursos, Publicidad y Marketing",These ads ran without a disclaimer,≤100,1
282609205261913,Soy Rico,These ads ran without a disclaimer,≤100,1
1148370505183473,Plácido Morales Vázquez,These ads ran without a disclaimer,≤100,1
309429009240130,Carponic Granja Ecológica,These ads ran without a disclaimer,≤100,1
110597967014959,ginadiezbarroso,These ads ran without a disclaimer,≤100,1
105186491441647,Alvaro Narvaez Diaz,These ads ran without a disclaimer,≤100,1
2316138265096150,Marcelo.escritos,These ads ran without a disclaimer,≤100,1
102341045255519,¿Por qué el Islam?,These ads ran without a disclaimer,≤100,1
109121179159737,Grupo Bimbo,These ads ran without a disclaimer,≤100,1
121684554196939,Desde la Porteria,Arantza Correa,≤100,1
333541433377510,Plastico.com,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100,1
152963714784805,Aqua Jaker,These ads ran without a disclaimer,≤100,1
1498021203828633,Poder Geopolítico,These ads ran without a disclaimer,≤100,1
147691820754999,e_shwari,These ads ran without a disclaimer,≤100,1
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,3
139681112726364,Boletín de la Computación,These ads ran without a disclaimer,≤100,1
100738672408911,Magic Lock,These ads ran without a disclaimer,≤100,1
256346654515877,Mercury Marine Latin America/Caribbean,These ads ran without a disclaimer,≤100,2
113445351642100,sealilqueen,These ads ran without a disclaimer,≤100,1
392666127586890,OpenMind,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,1
108338745334784,Full Disclosure,These ads ran without a disclaimer,≤100,1
100223749713609,Gear-D,These ads ran without a disclaimer,≤100,1
119071504461552,2023 FCE 18,These ads ran without a disclaimer,≤100,1
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,2
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
322636034802430,Carol Fotos,These ads ran without a disclaimer,≤100,1
413224988797093,Beekeeper,These ads ran without a disclaimer,≤100,1
111334178617506,English Teachers' Tree Hole,These ads ran without a disclaimer,≤100,1
103205701024387,jasoncunningham8278,These ads ran without a disclaimer,≤100,1
105909719150381,study.con.ciencia,These ads ran without a disclaimer,≤100,1
113205835040643,Wsp35,These ads ran without a disclaimer,≤100,2
106521037944872,actitudhelloworld,These ads ran without a disclaimer,≤100,1
114459501556450,C301-16,These ads ran without a disclaimer,≤100,2
1070573839626601,Buzz-Hut,These ads ran without a disclaimer,≤100,2
105012451157797,Uniathena - Short Courses,These ads ran without a disclaimer,≤100,1
107843062248633,Tt-34,These ads ran without a disclaimer,≤100,1
101279775064859,Eric Suárez,Eric Suárez,≤100,1
114777685207518,Viva - Latinoamérica y El Caribe,These ads ran without a disclaimer,≤100,1
113978394579161,Marimba Orquesta Sonora Mamacita,These ads ran without a disclaimer,≤100,1
104410598893696,Bar Reading,These ads ran without a disclaimer,≤100,1
114605068251423,Lst45,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,1
101404409466744,Belnestore Sustentable,These ads ran without a disclaimer,≤100,1
100246158816610,Frances shop,These ads ran without a disclaimer,≤100,1
488517991163574,Crianças de Terreiros.  Fotoetnografia Miúda #KékeréUERJ,These ads ran without a disclaimer,≤100,1
114925276555625,Angie Bru - Trabajar En Alemania,These ads ran without a disclaimer,≤100,1
106734071700397,French Flow,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,4
141271779363886,Christian Harfouche,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
561815680508842,"Shurya - Meditacion, relajación y sabiduria",These ads ran without a disclaimer,≤100,1
101988962610490,Spread The Good,These ads ran without a disclaimer,≤100,1
115693791505455,岛屿农场游戏,These ads ran without a disclaimer,≤100,2
109594738543819,Aug.28-01,These ads ran without a disclaimer,≤100,1
1619251248368058,Falso Budismo: Lamaismo Tibetano,These ads ran without a disclaimer,≤100,1
118750257821523,Yep-21,These ads ran without a disclaimer,≤100,1
101654211887389,Jerusalem Online - Arts & Culture,These ads ran without a disclaimer,≤100,1
102011278940923,Reportejaguar.com,These ads ran without a disclaimer,≤100,1
107684718910036,sardegna_meravigliosa_,These ads ran without a disclaimer,≤100,1
103091542621280,The Chill Feed,These ads ran without a disclaimer,≤100,1
100566902060431,Me Time - Home,These ads ran without a disclaimer,≤100,1
109067201904212,Secretaría de Asuntos de la Mujer,These ads ran without a disclaimer,≤100,1
103959811845477,Blue Gazette,These ads ran without a disclaimer,≤100,1
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,2
100946331929105,Schola Palatina,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,2
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,9
106653035600035,El Gonso,These ads ran without a disclaimer,≤100,1
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,2
107977331797625,My New Trends,These ads ran without a disclaimer,≤100,2
108237474302886,Peaceful Piranha,These ads ran without a disclaimer,≤100,1
116581421373488,Fast QR& Easy Link-0417-L1,These ads ran without a disclaimer,≤100,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,10
109490318648356,JMSE MDPI,These ads ran without a disclaimer,≤100,1
103329418960692,Energies MDPI,These ads ran without a disclaimer,≤100,2
109576258300874,brooklynfilmfanatic,These ads ran without a disclaimer,≤100,1
105629949125162,2023 FCE 14,These ads ran without a disclaimer,≤100,2
377851252635830,Francophonia,These ads ran without a disclaimer,≤100,1
200226622453,NOWNESS,These ads ran without a disclaimer,≤100,2
800194943688625,Mindful Gazette,These ads ran without a disclaimer,≤100,1
565866540195015,Clr. Gabriela Maria López - Educación Vincular,These ads ran without a disclaimer,≤100,1
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100,2
121477314222637,C301-31,These ads ran without a disclaimer,≤100,1
115372331516732,Z-51-pro,These ads ran without a disclaimer,≤100,2
102226435515262,Pop Cultr,These ads ran without a disclaimer,≤100,1
100175019675499,Yo Soy Romy Ortiz,These ads ran without a disclaimer,≤100,1
105384919090127,jvillanuevabebe,These ads ran without a disclaimer,≤100,1
108538181516294,ISC Research,These ads ran without a disclaimer,≤100,1
1579498102334220,Agua Gto,These ads ran without a disclaimer,≤100,1
520171088019503,Liforme,These ads ran without a disclaimer,≤100,1
120498394320803,C301-40,These ads ran without a disclaimer,≤100,3
115761128122902,C301-03,These ads ran without a disclaimer,≤100,1
107574164472383,CSGI,These ads ran without a disclaimer,≤100,1
101803166221804,Lin-406-3,These ads ran without a disclaimer,≤100,2
115138161487991,Surf Proxy,These ads ran without a disclaimer,≤100,1
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
2316804725260574,Readyer,These ads ran without a disclaimer,≤100,1
129330040611450,Empow'Her Global,These ads ran without a disclaimer,≤100,1
20533054080,Duct Tape Marketing,These ads ran without a disclaimer,≤100,1
101132541967404,ESG Investing,These ads ran without a disclaimer,≤100,1
101459741907326,Jerusalem Online - Culture,These ads ran without a disclaimer,≤100,5
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
100340493028673,Lst46,These ads ran without a disclaimer,≤100,1
240252446158200,PainCast,These ads ran without a disclaimer,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,2
113371165037158,Wsp34,These ads ran without a disclaimer,≤100,2
104897938808767,el_miche_michelin,These ads ran without a disclaimer,≤100,1
113423241733053,Group Energy Solar,These ads ran without a disclaimer,≤100,1
116903371340094,C301-09,These ads ran without a disclaimer,≤100,1
107823491099101,01_jay_kayy_nottz,These ads ran without a disclaimer,≤100,1
104830219245620,El31,These ads ran without a disclaimer,≤100,1
102535489433789,ev_latam,These ads ran without a disclaimer,≤100,1
876457109153657,PMNCH,These ads ran without a disclaimer,≤100,2
333362710791796,Centro de Estudos Interdisciplinares - Ceeinter,These ads ran without a disclaimer,≤100,1
103350785173837,machadoh7,These ads ran without a disclaimer,≤100,1
760185027711926,Scientific Feed,These ads ran without a disclaimer,≤100,1
311495729326416,Cicero Public Speaking Cards,These ads ran without a disclaimer,≤100,1
114053828319874,HL Connection #3,These ads ran without a disclaimer,≤100,1
101005388841706,Lemu,These ads ran without a disclaimer,≤100,1
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,3
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,2
104828325921007,Spf-024,These ads ran without a disclaimer,≤100,1
371227786709544,Refund Express LLC,These ads ran without a disclaimer,≤100,1
111201608012926,Elsevier para Profesionales de la Salud,These ads ran without a disclaimer,≤100,1
109371345205088,Fun Magazine Pro,These ads ran without a disclaimer,≤100,1
111254080238119,ZenLyfe,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
111071828580081,Wsp25,These ads ran without a disclaimer,≤100,1
107252112258366,Se tenía que decir,These ads ran without a disclaimer,≤100,2
109699841876854,BadPage01,These ads ran without a disclaimer,≤100,1
1215954961915796,RumiNews España,These ads ran without a disclaimer,≤100,1
109703958736526,The Rad Rainbow,These ads ran without a disclaimer,≤100,1
109063332112527,travelguyadam,These ads ran without a disclaimer,≤100,1
106124221662606,Mititelu Raul,These ads ran without a disclaimer,≤100,1
104612809246901,Yuy-037,These ads ran without a disclaimer,≤100,1
270489126793,Energy Globe Award,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,3
107449908198813,Senior Coach - Psicogerontólogos,These ads ran without a disclaimer,≤100,1
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,2
108719625415224,Traficc Marketer,These ads ran without a disclaimer,≤100,1
112127407587226,Sea to Savanna Photography,These ads ran without a disclaimer,≤100,1
105686442303512,CTGI,These ads ran without a disclaimer,≤100,1
191236380952424,Patricia Chabot Producciones,These ads ran without a disclaimer,≤100,1
1179605638874368,The Social Tribune,These ads ran without a disclaimer,≤100,2
10606591490,TIME,These ads ran without a disclaimer,≤100,1
165529770156978,Rellz Tha Postman,These ads ran without a disclaimer,≤100,1
103839532641308,2023 FCE 13,These ads ran without a disclaimer,≤100,1
110295965146898,Rogers Sharon,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
111994801827126,awakening_spiritualwarriors,These ads ran without a disclaimer,≤100,1
84739343457,Motor.es,These ads ran without a disclaimer,≤100,1
106765298897445,Mineração Inteligente,These ads ran without a disclaimer,≤100,1
113472005020011,C301-10,These ads ran without a disclaimer,≤100,1
117697811288537,Super Master,These ads ran without a disclaimer,≤100,1
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,1
104061512663654,EL56,These ads ran without a disclaimer,≤100,1
113258091679175,DailyLion,These ads ran without a disclaimer,≤100,1
122125810793113,Gam Speeder,These ads ran without a disclaimer,≤100,1
108447172131029,shan_alise_jones,These ads ran without a disclaimer,≤100,1
72750481109,Structuralia,These ads ran without a disclaimer,≤100,1
102280836150692,Aprendeyemprendeonline,These ads ran without a disclaimer,≤100,1
112734404958356,Stephany Harris,These ads ran without a disclaimer,≤100,1
101584952237158,Fer Barcelar,These ads ran without a disclaimer,≤100,2
288713958382572,Abogado Ivan Mendoza,These ads ran without a disclaimer,≤100,1
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100,2
107268488798502,The Investing Publication,These ads ran without a disclaimer,≤100,1
106315305777404,Rafa Alatorre,These ads ran without a disclaimer,≤100,1
108248861009872,Método RESPEM,These ads ran without a disclaimer,≤100,1
101023909605973,IIMoadi,These ads ran without a disclaimer,≤100,2
183818095119937,Aire Nuestro,These ads ran without a disclaimer,≤100,1
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
119562851086103,Lst36,These ads ran without a disclaimer,≤100,1
101340559578611,Euro Migrate SLR,These ads ran without a disclaimer,≤100,1
104368422598347,Card VPN,These ads ran without a disclaimer,≤100,3
111889881892479,Alison Vega Pachas,These ads ran without a disclaimer,≤100,1
117516627950640,Wsp31,These ads ran without a disclaimer,≤100,1
114687238204301,fxmichaelmendoza,These ads ran without a disclaimer,≤100,1
145782498897144,KENGURU.PRO,These ads ran without a disclaimer,≤100,1
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
105678237627873,Snackable,These ads ran without a disclaimer,≤100,1
112019995188029,Yu-221,These ads ran without a disclaimer,≤100,1
