Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
215836908565280,ส.ส. ชินวรณ์ บุณยเกียรติ - Chinnaworn Boonyakiat,ส.ส. ชินวรณ์ บุณยเกียรติ - Chinnaworn Boonyakiat,11037,11
106600858423968,กาแฟยอดรัก กาแฟลดน้ำหนัก เห็นผลจริง ปลอดภัย มี อย. 30 ซอง 290บ 0984722578,These ads ran without a disclaimer,10993,64
110668021506069,เพื่อเทอทั้งสองใบ,เพื่อเทอทั้งสองใบ,10983,11
177948972256358,เอกนัฏ พร้อมพันธุ์ (ขิง),Chonticha Mahachai,10841,10
175499405983794,อาจารย์จักษ์ พันธ์ชูเพชร,Sittiphan Chantamin,10726,17
2267484126705684,บอย อิทธิพัทธ์ เศรษฐยุกานนท์,บอย อิทธิพัทธ์ เศรษฐยุกานนท์,10670,12
107637862235181,แอ้ สุภีพันธุ์ หอมหวล,แอ้ สุภีพันธุ์ หอมหวล,10641,10
188107458258082,Mono News - ข่าวโมโน,Mono News - ข่าวโมโน,10628,4
100744192938954,Nattapong Sumanotham - ณัฐพงษ์ สุมโนธรรม,Nattapong Sumanotham - ณัฐพงษ์ สุมโนธรรม,10512,25
110440781963606,นวลจันทร์ สามารถ-คุ้มบ้าน,นวลจันทร์ สามารถ-คุ้มบ้าน,10512,9
2232486313631668,อนุรักษ์ จุรีมาศ,ธวัชชานลล์ ทำขุรู,10399,21
110863091226908,เสวก ประเสริฐสุข,เสวก ประเสริฐสุข,10354,40
110671224575180,กานต์ ภัสริน รามวงศ์ - Patsarin Ramwong,กานต์ ภัสริน รามวงศ์ - Patsarin Ramwong,10351,30
111119268085115,อนงค์นาถ จ่าแก้ว,Chadapon Maksuwan,10342,23
105650394954220,ตรีนุช เทียนทอง Treenuch Thienthong,ตรีนุช เทียนทอง Treenuch Thienthong,10332,13
873902519623943,พงศพัศ  กตคุณวิสิทธิ์,พงศพัศ  กตคุณวิสิทธิ์,10295,24
102206278613304,อรไพลิน อัครเลิศวรปรีชา,อรไพลิน อัครเลิศวรปรีชา,10280,13
100985972856061,ธนพจน์ ทรัพย์ยอดแก้ว - Thanapoj Subyodkaew,Thanapoj Subyodkaew,10249,7
102760714981774,สุภาพร กำเนิดผล,สุภาพร กำเนิดผล,10186,22
105600099161637,อาทิตย์ สุวิทย์,อาทิตย์ สุวิทย์,10172,16
110177171844097,Ivory Hudgens,These ads ran without a disclaimer,10171,2
104632334568638,พรรคก้าวไกล สงขลา,พรรคก้าวไกล สงขลา,10118,3
375004049738389,มานะศักดิ์ จันทร์ประสงค์,Manasak Chanprasong,10020,8
106561034744198,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,ลอรี่ - พงศ์พล ยอดเมืองเจริญ,9990,12
108518372157738,จักรพรรณ พลอยพานิชย์ Fanpage,Pao Geadtoum,9950,6
102144942699061,ประเทือง  มนตรี ผู้สมัคร ส.ส.พรรคภูมิใจไทย เขต3 พัทลุง,Parawan Kuaseng,9922,6
106018291054558,พลังประชารัฐ ภูเก็ต สุทา ประทีป ณ ถลาง,พลังประชารัฐ ภูเก็ต สุทา ประทีป ณ ถลาง,9909,30
105240704690111,ก้าวหน้า สมุทรสาคร,ชมมณี ขันนาค,9901,42
598951253533198,คริส โปตระนันทน์ - Chris Potranandana,These ads ran without a disclaimer,9900,1
496992307468643,ฐิติกันต์ ฐิติพฤฒิกุล - Thitikan Thitipruethikul,ฐิติกันต์ ฐิติพฤฒิกุล - Thitikan Thitipruethikul,9895,3
114065425013741,ระพีพรรณ โพธิ์ทอง - Rapeepan Pothong,ระพีพรรณ โพธิ์ทอง,9890,5
103766176047435,Ekkarin Nateepraiwan - เอกรินทร์ นทีไพรวัลย์,Ekkarin Nateepraiwan,9847,11
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,9811,215
111685163704725,ปกรณ์ จีนาคำ พลเมืองแม่ฮ่องสอน,ปกรณ์ จีนาคำ,9780,61
115905241390909,เนเน่ รัดเกล้า สุวรรณคีรี,Rudklao Intawong Suwankiri,9774,9
107392695633799,สรวีย์ เขต1ปทุมธานี พรรคก้าวไกล,Suppalerk Suppapantita,9735,1
1387231808035873,MarketThink,These ads ran without a disclaimer,9673,2
962818234084161,จิม จักรพันธ์ จินตนาพากานนท์,Chatchai Boonmee,9650,6
107146294523649,พันธ์ศักดิ์ บุญแทน,พันธ์ศักดิ์ บุญแทน,9649,8
320725322016248,ศราวุธ เพชรพนมพร,ศราวุธ เพชรพนมพร,9648,5
103967489136860,Online Trading,These ads ran without a disclaimer,9581,1
342127689673755,บักยอช - สยมพร วรรณูปถัมภ์,Patchamon Fukumnerd,9580,74
114323247935240,ดร.อาร์ เธียรทัศน์ เอี่ยมตระกูล,ดร.อาร์ เธียรทัศน์ เอี่ยมตระกูล,9559,5
104879999243950,พลชัย พิพิธวรกุล เบอร์ 2 เขต 4 ขอนแก่น พรรคประชาธิปัตย์,Ponchai Pipitvorakul,9489,7
106895275690265,อั๋น อรรถพล วงษ์ประยูร,อั๋น อรรถพล วงษ์ประยูร,9487,6
277320192288594,โอม จิรชาติ,โอม จิรชาติ,9400,7
261630974453006,ดร.แป้ง เดือนเต็มดวง ณ เชียงใหม่,ดร.แป้ง เดือนเต็มดวง ณ เชียงใหม่,9390,12
103897829119782,เพจแสนคม จันทบุรี,Peerawit Kaewmuang,9381,15
104668064974489,อ๋อง ภวฤทธิ์ - ไทยสร้างไทยเชียงใหม่ เขต1,อ๋อง ภวฤทธิ์ - ไทยสร้างไทยเชียงใหม่ เขต1,9361,12
740804862675970,นิติภูมิธณัฐ มิ่งรุจิราลัย,นิติภูมิธณัฐ มิ่งรุจิราลัย,9310,3
100385865858225,D-vote,These ads ran without a disclaimer,9222,225
105955949137073,ติดตามกระแสคนดัง,Narat Thanyaratmetee,9119,4
106872458897954,ระพีพัฒน์ สุเมธโชติเมธา,ระพีพัฒน์ สุเมธโชติเมธา,9083,10
104057718063482,สิทธิพล ภูธรณ์ ก้าวไกล ชัยภูมิ เขต4,นายสิทธิพล ภูธรณ์,9019,39
879120465460202,นายกเป็นคนตลก,นายกเป็นคนตลก,8976,1
114185228265574,ดร.เทอดเกียรติ  ชินสรนันท์,ดร.เทอดเกียรติ  ชินสรนันท์,8945,1
111350351903826,ดร.ประเสริฐ เพื่อไทยสมุทรปราการ,Surasak Puangthong,8810,11
100808236254749,ทรงพล ชูศิลป์กุล - Songphon Chusilkul,ทรงพล ชูศิลป์กุล - Songphon Chusilkul,8798,12
109960305368979,ฐานุพงศ์ รังสิไตรพงศ์ - โจ๊ย,Pimmada Rangsitaiphong,8775,2
101466499528676,ปราณี เชื้อเกตุ,ปราณี เชื้อเกตุ,8669,14
103647078796818,วันทิต ตั้งรักษาสัตย์ จันทบุรี เขต 2 พรรคเพื่อไทย,วันทิต ตั้งรักษาสัตย์ จันทบุรี เขต 2 พรรคเพื่อไทย,8660,6
622674297897819,Screenshirt2020,Screenshirt2020,8620,3
102544175903371,เบ๊นซ์ นิธิพล  เพื่อคนสมุทรปราการ,เบ๊นซ์ นิธิพล  เพื่อคนสมุทรปราการ,8587,9
104342402244178,อารุม ตุ้มน้อย - Arum Tumnoi,อารุม ตุ้มน้อย - Arum Tumnoi,8551,21
107668691460508,ดรุณี พูนประสิทธิ์ อดีต สจ.สระแก้ว,Narong Thongphantha,8539,11
230353517736423,Nan Niamvanichkul,Nan Niamvanichkul,8538,25
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,8466,10
106592249064812,เธียรสิน จิตพงค์ศรี,Naruecha Saedan,8389,1
114287438158688,อรรถวิทย์ เซะวิเศษ - Attawit Saewiset,Bunsong Rodyo,8346,3
216196569814,Sanook - สนุกดอทคอม,Sanook - สนุกดอทคอม,8346,2
109216354265447,อัษฎางค์  แสวงการ,อัษฎางค์  แสวงการ,8329,6
596724453707731,Kittikorn Lohsoonthorn กิตติกร โล่ห์สุนทร,Kittikorn Lohsoonthorn,8323,60
106114681299032,ชูเกียรติ จีนาภักดิ์,ชูเกียรติ จีนาภักดิ์,8250,17
392520858044712,กัณตภณ ดวงอัมพร แรมโบ้ ก้าวไกล พญาไท ดินแดง,กัณตภณ ดวงอัมพร แรมโบ้ ก้าวไกล พญาไท ดินแดง,8242,4
385470045273656,ก้าวไกล ระยอง,Yo Pongsathon Sonpechnarintr,8239,4
120566510971339,พรรคเพื่อไทยจังหวัดชลบุรี,Aready ads,8186,4
103943018154038,บุญสืบ จันทร์แจ่มศรี ปุ๊,บุญสืบ จันทร์แจ่มศรี,8098,2
107648367788852,วงศกร ชนะกิจ,วงศกร ชนะกิจ,8036,12
100761582502948,จารุพล เรืองสุวรรณ - อาจารย์จา,Charupol Ruangsuwan,8024,4
108849258646880,Cross-reacting 77189,These ads ran without a disclaimer,8019,1
109253101480638,วรท ศิริรักษ์ - Warot Sirirak,วรท ศิริรักษ์ - Warot Sirirak,8018,4
165333600203890,คฑาเพชร แก่นแก้ว-เพชรบูรณ์บ้านเฮา,คฑาเพชร แก่นแก้ว-เพชรบูรณ์บ้านเฮา,8007,6
110325275488,efinanceThai,efinanceThai,8000,4
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,7986,24
113605865009463,ข่าวดีที่คาดไม่ถึงสำหรับคนเป็นเบาหวาน,These ads ran without a disclaimer,7938,2
110346468668262,แมนแมนทำแทนคุณ,ศุภกิจ ตังทัตสวัสดิ์,7873,16
106352222000098,เฟม ศณิศา จิรเสวีนุประพันธ์,เฟม ศณิศา จิรเสวีนุประพันธ์,7732,4
116679231319335,ตุ๊ก - กานสินี,Dunyawat  Bamrungchan,7698,12
103465462538992,ภูมิใจไทย ภูเก็ต,ภูมิใจไทย ภูเก็ต,7698,18
159570997481890,พลตำรวจเอกเสรีพิศุทธ์ เตมียเวส,พลตำรวจเอกเสรีพิศุทธ์ เตมียเวส,7660,4
2505288902874486,ภานุ ศรีบุศยกาญจน์,ภานุ ศรีบุศยกาญจน์,7648,5
105968381109614,สมชาติ ประดิษฐพร “อ้อย”,สมชาติ ประดิษฐพร “อ้อย”,7585,5
362673720528997,พรรครวมแผ่นดิน,พรรครวมแผ่นดิน,7582,13
102119372069250,สจ. ธานินท์ นวลวัฒน์,Studio415,7551,4
105289818586883,ปวิตรา จิตตกิจ - Pavitra Jittakit,Phongsak Puttala,7545,4
114517608647869,กรุงเทพมหานคร,กรุงเทพมหานคร,7516,2
103664342715792,ชูศักดิ์ แม้นทิม,จตุพร เลียวรัศมี,7491,4
207416296817756,พรรคก้าวไกลราชบุรี - Move Forward Party,Unnop Sricharoenchai,7485,26
101673076131930,พรรคเปลี่ยน,นอท พันธ์ธวัช นาควิสุทธิ์,7419,4
101393109497440,Mortality 55,These ads ran without a disclaimer,7366,1
113862788272954,ทรงชัยแอมบูแลนซ์,ทรงชัยแอมบูแลนซ์,7347,9
105313238236774,ตวงทอง ประดิษฐพร - สจ.ตวง,ตวงทอง ประดิษฐพร - สจ.ตวง,7257,4
101386439318479,วรัญญา แอนดาริส - ช่างแอนโยธา,วรัญญา แอนดาริส - ช่างแอนโยธา,7234,15
538633149666112,กวีวงศ์ อยู่วิจิตร-บางนา พระโขนง พรรคเพื่อไทย,กวีวงศ์ เบิด อยู่วิจิตร,7198,10
103815855888467,โกหม่อง เพื่อไทย ภูเก็ต,โกหม่อง เพื่อไทย ภูเก็ต,7152,9
115699456530817,National Progressive Congress,These ads ran without a disclaimer,7064,1
100318392379880,ณัฐพงศ์ เปรมพูลสวัสดิ์ - Nuttapong Premphunsawad,ณัฐพงศ์ เปรมพูลสวัสดิ์,7007,2
118563167838903,พรรคถิ่นกาขาวชาววิไล l Thinkakaochaovilai Party,Prawta Khongto,7000,12
418729291509368,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,6956,67
110925395241605,พรรครักษ์ผืนป่าประเทศไทย,พรรครักษ์ผืนป่าประเทศไทย,6884,3
110730818172510,ดร.ต่อพงษ์ วรกุล - Dr.Toapong worakul,Toapong Worakul,6879,32
105267429124868,Tip Ruchaitrakul ทิพย์ ฤาชัยตระกูล,Apisit Ruchaitrakul,6868,4
746897038728067,นพ.บัญญัติ เจตนจันทร์,นพ.บัญญัติ เจตนจันทร์,6856,5
107648367788852,วงศกร ชนะกิจ,Wongsakorn Chanakit,6822,4
111872548439787,เพื่อนอุทัย,Attapon  Mingkwan,6773,38
104060547853700,หมอรักษ์ พรรคภูมิใจไทย,Nawarat Dilokkunanant,6752,5
109420251938390,"ชณทัต ปัทะมะภูวดล ""แม็ค""","ชณทัต ปัทะมะภูวดล ""แม็ค""",6705,8
1241410716007401,ทศพล เพ็งส้ม,Thosaphol Pengsom,6689,27
102458352843204,Anuphon Matnok,Kriss Matnok,6656,2
102987111754900,ภิรมย์ อาจวารินทร์ - นายกโก๋,Phanupong Sirisub,6622,7
118029627900492,กัณฐณัฏฐ์ สุวรรณประภา,กัณฐณัฏฐ์ สุวรรณประภา,6596,10
104713702441494,Puwadon Danrattanachai - ภูวดล ด่านรัตนชัย,Puwadon Danrattanachai - ภูวดล ด่านรัตนชัย,6594,27
101164632678987,อุดม กันม่วง - กำนันเผ่น,Sombat Khrutsing,6542,13
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,6494,11
103983981304937,พรรคเสมอภาค-Equality Party,Nalinphas Ongkunaruk,6398,7
357567608297722,ดร.สฤษฏ์พงษ์ เกี่ยวข้อง,ดร.สฤษฏ์พงษ์ เกี่ยวข้อง,6321,8
105765928998102,เสมอกัน เที่ยงธรรม,เสมอกัน เที่ยงธรรม,6319,9
100818422940857,ต้นน้ำ - ธนรัช จงสุทธานามณี เบอร์ 2,ธนรัช จงสุทธานามณี,6273,6
101529018228824,รวมไทยสร้างชาติ นครศรี เขต 9,สุวิทย์ ช่วยขุน,6090,12
116668478038395,โด่ง ชัชวาล พรอมรธรรม เพื่อไทย เขต 1 ขอนแก่น เบอร์ 6,โด่ง ชัชวาล พรอมรธรรม,6085,30
105724181833988,ชวาล พลเมืองดี,ชวาล พลเมืองดี,6052,3
110765551577682,ดร.กิตติพงศ์ ผลประยูร,Tuwachit Ponprayoon,5997,3
100432269282004,สมศักดิ์  บุญเสริฐ - Somsak  Boonsert,สมศักดิ์  บุญเสริฐ - Somsak  Boonsert,5965,4
116823237982976,ศลิษา ภูมิใจไทยกรุงเทพฯเขต 8,Noppanun Singhasaenee,5902,18
115970968131874,พีระพันธุ์ สาลีรัฐวิภาค FC,Sue Siam Company Limited,5898,17
251576523395330,พีรพล ทะต่อม-Peerapol Thatom,Peerapol Thatom,5873,9
1248734838475838,เงิบสินะคนไทย,เงิบสินะคนไทย,5823,4
107304892093610,Vote62,Vote62,5803,6
110362667973472,สรวิศ เดชเสน - Sorawit Dessen,สรวิศ เดชเสน - Sorawit Dessen,5796,7
100533802887381,ทองคำ หลงเปลี่ยว - พรรคไทยสร้างไทย จ.สมุทรสาคร,Thongchai Potard,5774,11
110425134486071,แสนยากรณ์ สิงห์วีรธรรม : ชาติพัฒนากล้า บางซื่อ,แสนยากรณ์ สิงห์วีรธรรม : ชาติพัฒนากล้า บางซื่อ,5770,7
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,5747,3
110881428552956,ทิสรัตน์ เลาหพล - เพ้น,ทิสรัตน์ เลาหพล - เพ้น,5739,6
105222651420799,เต้ วิกรม เตชะธีราวัฒน์,เต้ วิกรม เตชะธีราวัฒน์,5726,5
368356080442700,กำนันพงษ์ศักดิ์ จ่าแก้ว - คนรักสุราษฎร์,Chadapon Maksuwan,5718,11
109821032053736,สุพจน์ ฤกษ์ดี,สุพจน์ ฤกษ์ดี,5648,3
286272814717790,Phuket Times ภูเก็ตไทม์,Phuket Times ภูเก็ตไทม์,5610,9
101795175419893,โอ๋ ชยิน พึ่งสาย,โอ๋ ชยิน พึ่งสาย,5601,30
110124428667637,อดิสัณห์ ชัยวิวัฒน์พงศ์-เทศป้อม,Adison Chaiwiwatpong,5591,9
109072381002767,คงพัชร ไขรัศมี,คงพัชร ไขรัศมี,5582,10
111397721856987,สุรชัย ทวีคูณ,สุรชัย ทวีคูณ,5571,7
112115945016340,เบส ณัฐศักดิ์ หงษ์ทอง - Nattasak hongtong,เบส ณัฐศักดิ์ หงษ์ทอง - Nattasak hongtong,5554,10
352318098651383,โตโต้ ปิยรัฐ - Piyarat Chongthep,โตโต้ ปิยรัฐ - Piyarat Chongthep,5533,14
51620386454,Dek-D.COM - เด็กดีดอทคอม,"Dek-D Interactive Co.,ltd.",5500,5
102360756116291,แพรวพรรณ พุกพิบูลย์,Praewphan Pukpiboon,5451,1
455349981221746,ส.ส.สัมพันธ์ ตั้งเบญจผล,สัมพันธ์ ตั้งเบญจผล,5409,3
112074778196344,วัชรพล ปลั่งศรีสกุล,วัชรพล ปลั่งศรีสกุล,5406,8
104399295960330,เสมอ อ่อนมั่ง - Samer Aonmung,เสมอ อ่อนมั่ง - Samer Aonmung,5333,3
107612328588715,The Voters,สันติสุข กาญจนประกร,5289,51
104991490909522,Shida_collagen,These ads ran without a disclaimer,5238,2
2086963124904186,พรรคก้าวไกล แม่ฮ่องสอน,พรรคก้าวไกล แม่ฮ่องสอน,5231,10
206170396080634,Business Today Thai,Business Today Thai,5180,2
2252271524986341,คิดไม่ออกบอกกวินนาถ - กวินนาถ ตาคีย์,กวินนาถ ตาคีย์,5180,5
105636102470770,ธนาคร อุนจะนำ,Thanakorn Aunjanum,5151,7
100707529597990,พรรคเพื่อไทย จังหวัดตราด,พรรคเพื่อไทย จังหวัดตราด,5139,5
113464111728902,จำลอง ศรีสวัสดิ์ - Chamlong Srisawat,Khanakris Rojrat,5039,14
102264295456894,Sirin Sanguansin - สิริน สงวนสิน,Sirin Sanguansin,5037,20
515031131965252,Arnon FC - อานนท์ นุ่นสุข,Arnon FC - อานนท์ นุ่นสุข,5030,2
106344908960099,ไชยยา แพงศรี-ไชยา วาริช,ไชยยา แพงศรี-ไชยา วาริช,5008,3
268066420751113,บ่าวนิก - สิรภพ สมผล,Sirapob Somphol,5000,1
106891138382189,ประมวล สีแสง - ศรีสะเกษ เขต 2,ประมวล สีแสง - ศรีสะเกษ เขต 2,5000,1
113053042064880,Kapook,Kapook,5000,2
109027265795454,ThaiNews – ไทยนิวส์,ThaiNews – ไทยนิวส์,5000,1
111893278854187,Dailynews - เดลินิวส์ออนไลน์,"SI-PHAYA PUBLISHING CO.,LTD.",5000,2
119422981093998,วื้อวึน,วื้อวึน,5000,1
1121281977960276,ข่าวช่องวัน,Nitiyaporn Nearunchorn,5000,1
1405057026441619,Bright TV,Theepakorn Suwanmanee,5000,1
100580028332640,ตีมือเชียร์ Clap-Thailand,Parawan Kuaseng,4928,2
108553605171587,อ้อ อรทัย เกิดทรัพย์ - ภูเก็ต,อ้อ อรทัย เกิดทรัพย์ - ภูเก็ต,4903,4
2114436298869604,สงวน พงษ์มณี,สงวน พงษ์มณี,4900,6
142621129084261,TNN ช่อง 16,"Tellscore Co., Ltd.",4898,2
235330857168942,โอเล่ ปิยวัฒน พันธ์สายเชื้อ,โอเล่ ปิยวัฒน พันธ์สายเชื้อ,4886,12
115816738136127,มนตรี บุญจรัส Montree  Boonjarat,พลรักษ์ รักษาพล,4883,1
101903329383104,ผู้การติ๊ก : จรัญ ขุนอินทร์,ผู้การติ๊ก : จรัญ ขุนอินทร์,4876,3
634784363349240,อีจัน,บริษัท ซิกซ์ ฟิงเกอร์ มีเดีย จำกัด,4848,1
109263155401195,นายกประเทศ บุญยงค์,นายกประเทศ บุญยงค์,4822,10
2009054229181721,Nattacha Boonchaiinsawat - ณัฐชา บุญไชยอินสวัสดิ์,ณัฐชา บุญไชยอินสวัสดิ์,4821,26
105182661935162,ศุข ศักดิ์ณรงค์เดช,ศุข ศักดิ์ณรงค์เดช,4796,19
107595118575384,แพร - ธัญธารีย์ สันตพันธุ์,แพร - ธัญธารีย์ สันตพันธุ์,4746,6
2322489704448400,"ณัฐพงษ์ ""KEN"" พิพัฒน์ไชยศิริ","ณัฐพงษ์ ""KEN"" พิพัฒน์ไชยศิริ",4673,2
613045362143299,ชนิศา ชูเมือง Chanisa Choomuang,ชนิศา ชูเมือง Chanisa Choomuang,4654,4
138815106307030,ศูนย์ศัลยกรรมตา by Masterpiece,These ads ran without a disclaimer,4640,1
111020164096996,ธัญธร ธนินวัฒนาธร - Thanyathorn Dhaninwattanathorn,ธัญธร ธนินวัฒนาธร - Thanyathorn Dhaninwattanathorn,4603,14
103313682290308,ดิษฐ์ธนิน ภาคย์อิชณน์ FC,ดิษฐ์ธนิน ภาคย์อิชณน์ FC,4576,6
1297193787090107,โชคดี สายนำพามีลาภ ผู้สมัคร ส.ส.เขต 3 พิษณุโลก พรรคก้าวไกล,โชคดี สายนำพามีลาภ ผู้สมัคร ส.ส.เขต 3 พิษณุโลก พรรคก้าวไกล,4503,4
103450342680650,อนุสรณ์ ปั้นทอง : เพื่อไทยบางเขน,อนุสรณ์ ปั้นทอง : เพื่อไทยบางเขน,4500,3
194806671454828,นายศาสตรา ศรีปาน - Sarttra Sripan,นายศาสตรา ศรีปาน - Sarttra Sripan,4500,3
100178345574537,ผู้นำโง่เราจะตายกันหมด,ผู้นำโง่เราจะตายกันหมด,4500,9
212734515425031,ไทกร พลสุวรรณ,ไทกร พลสุวรรณ,4499,3
557037101061685,Newtv18,DN Media Company Limited,4480,3
101813058138277,อนาวิล รัตนสถาพร,อนาวิล รัตนสถาพร,4455,4
276333213218322,ศิรสิทธิ์ สงนุ้ย - Sirasit Songnuy,Sirasit Songnuy,4430,3
107878395325726,ดร.พันธุ์ปิติ โพธิ์วิจิตร,ดร.พันธุ์ปิติ โพธิ์วิจิตร,4429,2
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,Thanachit Phraemuang,4400,13
102949686071401,ทศพล แก้วทิมา ราชบุรีต้องดีกว่าเดิม,ทศพล แก้วทิมา ราชบุรีต้องดีกว่าเดิม,4343,21
1566210340310088,โพธิธวัช พัฒนาพงษ์ไชย - Potitawat Pattanapongchai,พรรคก้าวไกล (สำนักงานใหญ่),4329,2
115975966977709,ทีมพลังกาญจน์,จตุพร เลียวรัศมี,4325,1
398815747525049,Sarut Wattanasomboon - ศรุต วัฒนสมบูรณ์,Sarut Wattanasomboon - ศรุต วัฒนสมบูรณ์,4321,6
1756789451111192,นายทัศนัย สุขประสาร,Thatsanai Sukprasan,4307,9
106664485191987,EDGE Invest,EDGE Invest,4259,7
114574341574903,อิทธิเดช สุพงษ์ - Itthidej Suphong,Tanapat Srisontiyakun,4259,7
101831726085555,พรรครวมแผ่นดิน,พรรครวมแผ่นดิน,4212,8
112562765084856,หนึ่ง ธนิท กิตติจารุรักษ์,Sueb Supachai,4145,13
1008069346052207,วีระ รูปคม-weera roopkom,วีระ รูปคม-weera roopkom,4094,9
842208385990510,โบว์ ประภาพร ทองปากน้ำ,โบว์ ประภาพร ทองปากน้ำ,4073,10
594876047285284,ดร.วรสุดา สุขารมณ์,ดร.วรสุดา สุขารมณ์,4071,5
109349285272354,อดุลย์ นิลเปรม,อดุลย์ นิลเปรม,4057,10
101493419239768,สุรธัช เณรภักดี - เณรปอน ไทยภักดี นครศรีธรรมราช,สุรธัช เณรภักดี - เณรปอน ไทยภักดี นครศรีธรรมราช,4050,3
283155375658667,"จ่าสิบเอกพัฒณปกรณ์   ดอนตุ้มไพร ""จ่าเจี๊ยบ""",Sueb Supachai,4044,13
111723454069476,ชัยวุฒิ ผ่องแผ้ว ประชาธิปัตย์ สงขลา,จีรวรรณ รัตนพันธ์,4042,1
137302323043700,กิตติศักดิ์ ศีลภูษิต,กิตติศักดิ์ ศีลภูษิต,4039,6
105711950893323,The Modernist,บริษัท โอพีเนียน มีเดีย จำกัด,4004,25
346599819488408,ปรัญชญา ตรีกาญจนา,ปรัญชญา ตรีกาญจนา,4003,6
104769961794110,อินทรัตน์ ยอดบางเตย,อินทรัตน์ ยอดบางเตย,4000,12
104996498994841,NetZeroCarbon,NetZeroCarbon,3997,11
102450935821483,พชร จันทรรวงทอง,พชร จันทรรวงทอง,3978,5
2147269921986413,ธนัญญา พันธุ์การรุ่ง พรรคเพื่อไทย นครปฐมเขต2,Pang Thanakulchotikan,3961,16
115808517005660,นฤมล รัตนาภิบาล พี่บะฮ์,These ads ran without a disclaimer,3946,1
111102121566092,พลช กฤษณะราช แกลง เขาชะเมา กาเบอร์ 3,พลช กฤษณะราช,3944,8
104336695897428,พศิน ชาญศิลป์,These ads ran without a disclaimer,3930,6
184034134963615,พี่วิเวียน OnDemand,These ads ran without a disclaimer,3883,2
104604262603942,พเนตร วงษ์ไพศาล,Anusorn Karamad,3845,12
100188869702970,ทนายวิเชียร สุขพันธุ์ ทนายประชาชน,Kittipon Sujiwan,3830,9
1633051440333187,FTE หลักสูตรเพื่อพัฒนาเจ้าของธุรกิจรุ่นใหม่ ครบเครื่อง ทันใจ แบบเร่งรัด,"VP group infinity Co.,Ltd.",3820,4
108281895579200,บุญฤทธิ์ พาณิชย์รุ่งเรือง - รองจอห์น เขต1,Warin Ekburin,3792,8
100239615243582,จารุพรรณ เพชรดี,จารุพรรณ เพชรดี,3786,2
619255254817435,สากล ม่วงศิริ,These ads ran without a disclaimer,3783,3
106180258805261,ดร.อร-ชนัญชิดา,ดร.อร-ชนัญชิดา,3759,1
2358600491090353,เพื่อนไก่ ห้องริ้ว,These ads ran without a disclaimer,3736,7
112232937794418,ยีชาย สมชาย เล่งหลัก,ยีชาย สมชาย เล่งหลัก,3709,10
100110082551425,ธิวัชร์ ดำแก้ว - Tiwat Dumkaew พรรคก้าวไกล,Wijuk Pruksuriya,3706,2
102086178653943,วรวุธ ลีลานภาศักดิ์-Worawut Leelanapasak,วรวุธ ลีลานภาศักดิ์-Worawut Leelanapasak,3691,8
110263854646061,กฤตทัศชญา ดิษฐเนตร,กฤตทัศชญา ดิษฐเนตร,3668,5
105838817755256,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,3639,20
101929529546197,อ้วน อนุชาญ,Koranin Joongleak,3635,12
224559081073575,Mono 29,Mono 29,3632,2
105960788419458,ทอม ภัทรดนัย ใหม่พระเนตร,ทอม ภัทรดนัย ใหม่พระเนตร,3622,2
2042187966059264,ก่อเกียรติ สิริยะเสถียร,ก่อเกียรติ สิริยะเสถียร,3606,9
274563786580797,ส.ส.จุลพันธ์ อมรวิวัฒน์,ส.ส.จุลพันธ์ อมรวิวัฒน์,3560,9
112012931540773,ผอ.ปั๋น - ชิตวัน ชินอนุวัฒน์,Chittawan Chinanuvat,3543,21
101338259574803,สนธยา สุกุมล คุณปลื้ม FC,Eastern Thai News,3543,8
513741371997112,Amarin TV,อมรินทร์ เทเลวิชั่น,3529,1
2126012024327620,สมบูรณ์ หนูนวล,Thanchanok Sornkaew,3525,7
101101409529887,พรรคเพื่อไทย ระยอง เขต5,Aditap Nernplod,3513,10
107938394191198,สิริลภัส กองตระการ,วรันธร กองแก้ว,3481,9
103080625934922,ดร. พินิจ จันทรสุรินทร์ - Dr. Pinich Chandrasurin,ดร. พินิจ จันทรสุรินทร์ - Dr. Pinich Chandrasurin,3456,3
