Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
368119983327926,العربي الجديد,These ads ran without a disclaimer,156,2
105941282135379,enkidustore,These ads ran without a disclaimer,156,1
114670904893045,oguzsarii23,These ads ran without a disclaimer,156,1
287940405085613,symriseag,These ads ran without a disclaimer,156,1
109799952088332,avserkanramanli,These ads ran without a disclaimer,155,1
100779879663812,aytekinkaya_,These ads ran without a disclaimer,155,2
102891425978747,gencpartiafsin,These ads ran without a disclaimer,155,1
1930475813747433,Anket Araştırma Merkezi,These ads ran without a disclaimer,154,3
105906868308138,Derya Yanık,Derya Yanık,153,1
510891815983498,Dr. Mahmut UÇAR,DR MAHMUT UÇAR,150,1
2164511720309101,Flash53,Flash53,150,2
100763905671238,Tekirdağ Haber,Tekirdağ Haber,150,1
63306224439,Trip.com,These ads ran without a disclaimer,149,1
112004713986950,paraustu.tv,These ads ran without a disclaimer,147,1
116276058096558,Sirayet Medya,Emirhan Yener,142,1
1544460842438545,Eskişehir Manşet,Esat Demirtaş,142,2
1990306071279170,Türkiyeden Yana,These ads ran without a disclaimer,140,10
282363479126475,Muhammed Dursun Bulut,Muhammed Dursun Bulut,140,1
574687779707417,Bolu Son Haber,Bolu Son Haber,140,1
429226354299015,Tek Haber Gazetesi,Basbay Hasan Murat,140,1
106419672427427,TanerDinçkurt,Taner Dinçkurt,140,1
2171400836520795,İYİ Parti Düzce Merkez İlçe Başkanlığı,Hakan Deniz,140,1
122529847425828,sokmezfusun,These ads ran without a disclaimer,140,2
101230864772144,Corporate Side Hustlers Club,These ads ran without a disclaimer,139,1
113922914997504,Pınar Birkan,These ads ran without a disclaimer,138,1
110289325368507,ayhanakin39,These ads ran without a disclaimer,138,2
101217539463859,Yenilik Şarttır,Rıfat Derya Sercan,138,6
109136362062178,ekremoran,These ads ran without a disclaimer,137,1
103138242771395,Yusuf Aydın,Omer Karakoc,136,1
529361357567752,Serhat Oğuz,Sezen Saka,135,1
483031265227877,S.S.Kepez Esnaf  ve Sanatkarlar Kredi ve Kefalet Kooperatifi,Adlıhan Dere,135,1
102553199490064,Tavas Ak Gençlik,Azim Varman,135,2
1733616333563971,Human Constanta,These ads ran without a disclaimer,135,1
725250330924127,Atay Uslu  Antalya'yı Seviyoruz,These ads ran without a disclaimer,135,3
121113807628963,Ak Parti Van Medya Tanıtım,These ads ran without a disclaimer,134,1
108909775344274,Master sat,These ads ran without a disclaimer,134,1
1076861858997178,Demirdemirtaş Yapım,These ads ran without a disclaimer,132,1
174177784731,Altyazı Sinema Dergisi,These ads ran without a disclaimer,132,1
410559885623152,Bodrum Kent Tv,Bodrum Kent Tv,132,1
102759276133977,Sema Silkin Ün,These ads ran without a disclaimer,131,2
104561382616326,ahmetgokhansaricam,These ads ran without a disclaimer,131,1
105814175825963,drhasangezginc,These ads ran without a disclaimer,131,1
104065895941608,Carjocker,These ads ran without a disclaimer,131,1
103697776054337,selintozoglu,These ads ran without a disclaimer,130,1
120239581046986,Bünyamin Bozgeyik,These ads ran without a disclaimer,130,2
705931566475028,Kadir Tatık,These ads ran without a disclaimer,130,1
710106765689224,Saadet Partisi Seydişehir İlçe Başkanlığı,Saadet Partisi Seydişehir İlçe Başkanlığı,130,2
108948042194888,Mustafa Bolakar,Mustafa Bolakar,129,2
123518657349608,Tebliğ Vasıtaları,These ads ran without a disclaimer,129,2
122325470840610,Yeniden Refah Partisi Kuşadası İlçe Başkanlığı,These ads ran without a disclaimer,128,1
101923999560325,erhanerdoganrp,These ads ran without a disclaimer,128,3
109652778334580,DEVA Partisi Zeytinburnu İlçe Başkanlığı,These ads ran without a disclaimer,128,2
100371175905812,av.muratkarakoc,These ads ran without a disclaimer,127,1
119364737801493,Fruitful Rare,These ads ran without a disclaimer,126,2
104837945884342,cbadayimizkemalkilicdaroglu,These ads ran without a disclaimer,122,2
105115492552749,Школа Танцев MDC NRG Istanbul,These ads ran without a disclaimer,122,1
118509507855793,Gunnar_ZF,These ads ran without a disclaimer,121,3
107402002328120,serhatkoroglu123,Serhat Köroğlu,121,1
319374238130637,Osman Gürün,Osman Gurun,120,1
394923520991442,Gonca Yelda Orhan,Gonca Yelda Orhan,120,1
145649212266624,MHP Konya İl Başkanlığı,MHP Konya İl Başkanlığı,120,1
108759181411895,volkankitabevi58,These ads ran without a disclaimer,120,1
101452232253259,Kubilay Çiçek,These ads ran without a disclaimer,120,1
103915465996841,Pınar Ünal,Pınar Ünal,120,1
112004551877440,Grown Tame,These ads ran without a disclaimer,120,2
100632662601258,dilekasan3434,These ads ran without a disclaimer,119,1
418289434906739,Ahmet Hamdi Çamlı,These ads ran without a disclaimer,118,1
235177097407717,TapNation,These ads ran without a disclaimer,118,1
110407025373596,Impassioned Dear,These ads ran without a disclaimer,117,2
387267211841493,Uygar Oral Öztürk,These ads ran without a disclaimer,117,2
106670172325958,Can elmas,These ads ran without a disclaimer,117,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,117,7
105434014505761,Ahsen-i Takvim,These ads ran without a disclaimer,117,1
115264664808019,NX POWER,These ads ran without a disclaimer,117,1
106784722385032,multiculturalnews,These ads ran without a disclaimer,117,2
104359085851740,Phebus Müzayedee,These ads ran without a disclaimer,117,1
111719191426088,EBRAR NUR'A UMUT OL,These ads ran without a disclaimer,116,1
117815807967264,Jok Jok,These ads ran without a disclaimer,116,2
2234782036766963,Dr. Cemil Tugay,Dr. Cemil Tugay,115,1
125147680485982,Ecz. Özlem Ayrancı Nebioğlu,Özlem Ayrancı Nebioğlu,115,3
114332131632502,buyukataman16,These ads ran without a disclaimer,114,1
576400109135462,F4 Yapım Reklam  Dağıtım ve Sosyal Medya Hizmetleri,F4 Yapım Reklam  Dağıtım ve Sosyal Medya Hizmetleri,113,1
691379277590233,Rodrigo,These ads ran without a disclaimer,113,1
1456297167944008,Arçelik Bayi Korkmaz Tic,These ads ran without a disclaimer,113,1
110266778642398,Sma Ayşe Bükre Yaman,These ads ran without a disclaimer,113,1
119339141127823,Şeyhmus Göçmez,These ads ran without a disclaimer,112,1
118117557861464,Ömer Ziyauddin Biryeşil,Ömer Ziyauddin Biryeşil,112,4
103148515690269,Dünya Çapında Kariyer Fırsatı,These ads ran without a disclaimer,112,1
126826180339151,Aziz Aslan,Arda Yalgı,112,2
103142792450281,isilonastro,These ads ran without a disclaimer,111,1
1443400915886523,Osman Gezgin,These ads ran without a disclaimer,111,1
387522614735026,Arda Sayıner,These ads ran without a disclaimer,111,2
108368504172593,SES Eşitlik ve Dayanışma Derneği,SES Eşitlik ve Dayanışma Derneği,110,3
117892494607164,BAĞIMSIZ MİLLETVEKILİ ADAYI  İSMAİL USLU,These ads ran without a disclaimer,109,2
114533779932428,ridvan_uz,These ads ran without a disclaimer,109,3
115584008183367,Testy Wellinformed,These ads ran without a disclaimer,109,2
116444671424666,Doting Turbulent,These ads ran without a disclaimer,108,3
105528367640729,Şanbaz Yıldız,Gamze Ozcan,108,2
102329012694348,bl8dbook,These ads ran without a disclaimer,107,2
2120953421492585,Oğuz Yılmaz Sosyal Medya Sayfası,Oğuz Yılmaz Sosyal Medya Sayfası,106,1
103014986121839,Selin Tozoğlu,These ads ran without a disclaimer,106,2
112864290106316,EB Haber,These ads ran without a disclaimer,105,1
100756412984219,av.mugegezginciunsal,These ads ran without a disclaimer,104,1
231927487518942,Dr. Pelin Coştur Filiz,These ads ran without a disclaimer,103,1
101585506057979,Günlük TV,These ads ran without a disclaimer,103,2
796900443729354,Aksaray'a Ne Yakışır ?,Aksaray'a Ne Yakışır ?,103,1
1146623488739350,Kocaeli Cumhuriyet TV,Bülent Karagöz,102,1
109608305285556,Yaşar Araç,These ads ran without a disclaimer,102,1
380480832009946,CHP Adana İl Gençlik Kolları,These ads ran without a disclaimer,102,1
135448878682909,emredicleli,These ads ran without a disclaimer,102,1
110563488667154,Hesap Sor,These ads ran without a disclaimer,101,5
210201242899593,Ayhan Demircioğlu,Ayhan Demicioglu,≤100,4
103313142642145,Adana Haber Özel,Adana Haber Özel,≤100,1
104702072501539,Aydın Haber Özel,Aydın Haber Özel,≤100,1
148427691955041,Zafer Partisi Manavgat İlçe Başkanlığı,Zafer Partisi Manavgat İlçe Başkanlığı,≤100,2
103124672662676,Siirt Haber Özel,Siirt Haber Özel,≤100,1
926221484135775,İlker Akıncı,İlker Akıncı,≤100,1
111648628464235,Antalya Haber Özel,Antalya Haber Özel,≤100,1
100502986263087,Malatya Haber Özel,Malatya Haber Özel,≤100,1
109693438663597,Maraş Haber Özel,Maraş Haber Özel,≤100,1
114342571525631,Manşet Gaziantep,Manşet Gaziantep,≤100,1
101272059518376,Manşet 39,Manşet 39,≤100,1
107953725931211,Pendik Belediyesi,Mustafa Cetinkaya,≤100,1
109314622035003,Kayseri Haber Özel,Kayseri Haber Özel,≤100,1
109174908152962,Erbaa Burada,Mustafa Dogan,≤100,3
109821501984379,Muğla Haber Özel,Muğla Haber Özel,≤100,1
107802225520710,Hatay Haber Özel,Hatay Haber Özel,≤100,1
101423942836035,Bursa Haber Özel,Bursa Haber Özel,≤100,1
106376555666220,Manşet 26,Manşet 26,≤100,1
215141782355020,Şener SÖĞÜT,These ads ran without a disclaimer,≤100,1
1574052889515906,AK Parti Çiğli İlçe Başkanlığı,Servet LAÇİNKAYA,≤100,1
139917326076227,HATAY HAYRANLARI,HATAY HAYRANLARI,≤100,3
109553028794675,Portly Arid,These ads ran without a disclaimer,≤100,2
111178828446092,Stand Up Falan,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,1
102824892800588,Zeynep Bilgiç,These ads ran without a disclaimer,≤100,1
106925288959353,fehmiyoruk,These ads ran without a disclaimer,≤100,2
101970508007287,Ozan Varal,Ozan Varal,≤100,1
125911783747945,Güncel Haber,Emre İrgören,≤100,1
196090920410975,Tatilbudur.com,These ads ran without a disclaimer,≤100,1
101005876213778,Ramazan Karadeniz,Ramazan Karadeniz,≤100,1
102655859011942,Deva Partisi Pendik İlçe Başkanlığı,Mustafa Yılmaz,≤100,1
100934059136345,harikalar_cocuk_universitesi,These ads ran without a disclaimer,≤100,1
111897381887943,Definite Unusual,These ads ran without a disclaimer,≤100,2
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
645304465515176,Devrim Gazetesi,Devrim Gazetesi,≤100,1
104686032474594,Başka Gazete,These ads ran without a disclaimer,≤100,1
795099293969459,Mehmet Uğur Tatar,These ads ran without a disclaimer,≤100,1
108279348913419,turkeryorukcuoglu,These ads ran without a disclaimer,≤100,1
105449752409194,Ey Ads,These ads ran without a disclaimer,≤100,1
100669736337329,Av. Kebire Birer Türk,Kebire Birer Turk,≤100,1
100970449647474,yilmaz.sanlan,These ads ran without a disclaimer,≤100,3
102849951230691,المسار للدراسات الإنسانية,المسار للدراسات الإنسانية,≤100,11
111391118595791,drhasanarslan,These ads ran without a disclaimer,≤100,1
104628415396395,Memleket Partisi Nilüfer İlçe Başkanlığı,Memleket Partisi Nilüfer İlçe Başkanlığı,≤100,1
103267134407249,Ajans Aydın Gazetesi,İnan Gül,≤100,2
119596417769721,muftuoglukuddusi,These ads ran without a disclaimer,≤100,2
789385267741061,Av. Paşa Büyükkayaer,These ads ran without a disclaimer,≤100,1
100210655844425,Hocam.net,These ads ran without a disclaimer,≤100,3
108480728411711,azatkodaman,These ads ran without a disclaimer,≤100,1
102637135553641,Serhat Uçak'la Şimdi Haberler,Serhat Uçak,≤100,1
105370828055511,Ramazan Yaşar,Ramazan Yaşar,≤100,4
455229614627416,Mehmet Uğur,These ads ran without a disclaimer,≤100,1
101285498816340,Unique Gems,These ads ran without a disclaimer,≤100,1
107272515319025,Son Kale Türkiye,Son Kale Türkiye,≤100,1
104583269180967,Nusret Acur,These ads ran without a disclaimer,≤100,1
104673902279375,Güçlü Lider Güçlü Türkiye,Güçlü Lider Güçlü Türkiye,≤100,1
106617485469890,Türk Askeri,Türk Askeri,≤100,1
108672308867886,ferhattnasiroglu,These ads ran without a disclaimer,≤100,1
110113288556624,kamilhocayds,These ads ran without a disclaimer,≤100,1
1878939355750536,Turgay Genç,Döşemealtı Belediyesi,≤100,1
106133479125444,Hasan Arslan,Buğra Gülcan,≤100,16
106764269058298,Mahmut Rıdvan Nazırlı,These ads ran without a disclaimer,≤100,2
105797409159485,Sururi Çorabatır,Yaşar Turizm Yatırımları İşletmecilik A.Ş Calimera Serra Palace,≤100,3
107930364233481,Mardin millet vekili adayı,These ads ran without a disclaimer,≤100,4
104604799293569,Ultimate Superb,These ads ran without a disclaimer,≤100,1
1389148658062259,Orhan Kılıç,These ads ran without a disclaimer,≤100,1
109881082074737,lomizahh,These ads ran without a disclaimer,≤100,1
108210145578847,Auramind,These ads ran without a disclaimer,≤100,2
102362986131144,Spor Gündem TR,Spor Gündem TR,≤100,2
107955874293258,Hakan Adanır,These ads ran without a disclaimer,≤100,1
109569515162571,UMUT AKSOY,These ads ran without a disclaimer,≤100,1
107346929017356,Velvety Kindhearted,These ads ran without a disclaimer,≤100,2
111640591879005,salih_aydinn,These ads ran without a disclaimer,≤100,1
826962830994576,Ethem Karahan,Ethem Karahan,≤100,8
101204162970247,Naive Droopy,These ads ran without a disclaimer,≤100,1
109530428771561,Ali Paşa Naipoğlu,Samet Kaan Taş,≤100,1
114369831622171,Oy ve Ötesi Balıkesir Gönüllüleri,These ads ran without a disclaimer,≤100,1
100469053039975,Bleak Probable,These ads ran without a disclaimer,≤100,2
105247282541706,Ramazan Uyar,Ramazan Uyar,≤100,2
117386891345168,Önder Kahveci - MHP Ankara 1. Bölge Milletvekili Adayı,Onder Kahveci,≤100,1
114045601652832,Aydın Akpınar,Buğra Aktürk,≤100,2
107452815648740,ender_bozanoglu,These ads ran without a disclaimer,≤100,1
1509831929291532,KANAL 68,These ads ran without a disclaimer,≤100,1
106943048810608,kepez_genclik,These ads ran without a disclaimer,≤100,1
175371979845873,NevinTaşlıçay,NevinTaşlıçay,≤100,1
112611905135049,enverkirazchp,These ads ran without a disclaimer,≤100,1
107284149012678,Cemalettin ERKEN,Cemalettin Erken,≤100,1
2122382917784550,Şeref Albayrak Halfeti Belediye Başkanı,Şeref Albayrak Halfeti Belediye Başkanı,≤100,3
106767502396970,alaattinsenyigit,These ads ran without a disclaimer,≤100,1
118188234576479,ireem__celik,These ads ran without a disclaimer,≤100,1
105034775801104,Bursa Yorum,These ads ran without a disclaimer,≤100,1
111408841923998,askinn.genc,These ads ran without a disclaimer,≤100,1
102044608505542,Aliye Gül,These ads ran without a disclaimer,≤100,1
105135775906675,Marvelous Dim,These ads ran without a disclaimer,≤100,1
100528876294997,Davut Yavuz,These ads ran without a disclaimer,≤100,1
1583236251946132,Abdurrahman Başkan,These ads ran without a disclaimer,≤100,2
105784282459764,kasimalper,These ads ran without a disclaimer,≤100,1
119844847727694,enesbahsi1,These ads ran without a disclaimer,≤100,1
108096192263752,durakdilek,These ads ran without a disclaimer,≤100,1
117292434655657,Mehmet Kamil ŞİRİN,Samet Kaan Taş,≤100,2
111579745240906,Turan Yıldırım,These ads ran without a disclaimer,≤100,2
116237914783507,Unaware Green,These ads ran without a disclaimer,≤100,1
108301832028706,DAC Danışmanlık ve İş Geliştirme,These ads ran without a disclaimer,≤100,1
121594700910811,Cluttered Wilted,These ads ran without a disclaimer,≤100,1
381934058566718,AYDIN WEB TV,These ads ran without a disclaimer,≤100,1
116851394632436,Fantastic reviews in your city,These ads ran without a disclaimer,≤100,1
103357051650147,Astrologcigdemaslan,These ads ran without a disclaimer,≤100,1
101471182138195,mehmet.demir.1976,These ads ran without a disclaimer,≤100,1
105377837597506,Gonya TV,These ads ran without a disclaimer,≤100,1
107121915670055,Ferdi Zenginoğlu,These ads ran without a disclaimer,≤100,2
527189977785529,Yeniden Refah Partisi İzmir İl Başkanlığı,Yeniden Refah Partisi İzmir İl Başkanlığı,≤100,1
1559758127613048,Bizim Outdoor,Bizim Outdoor,≤100,4
106556348856038,metine_umut_ol,These ads ran without a disclaimer,≤100,1
459936724120083,MHP Başiskele İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
277929836250191,Manisa Manşet,These ads ran without a disclaimer,≤100,1
106342515285086,umutt_dall,These ads ran without a disclaimer,≤100,1
110207625378201,av.irfansonmez,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,1
237807500233123,Emrullah ÖNALAN,These ads ran without a disclaimer,≤100,1
101101799639066,Dilovası MHP İlçe Teşkilatı,These ads ran without a disclaimer,≤100,1
1418564168357732,Ali Sinanoğlu,Ali Sinanoğlu,≤100,2
1375398516032725,Av. İsa ÇELİK,Av. İsa ÇELİK,≤100,1
105210881645920,ALPGENART,These ads ran without a disclaimer,≤100,1
241142076818822,Kültür Kocaeli,These ads ran without a disclaimer,≤100,1
102932268838171,arslansaitali,These ads ran without a disclaimer,≤100,1
120070644326862,Tahsin Toker,Tahsin Toker,≤100,2
768201313341390,Yağız Alper AKATA,Yagiz Alper Akata,≤100,1
105321611897622,melikehomedizayn,These ads ran without a disclaimer,≤100,1
101570449143527,alpertaban16,These ads ran without a disclaimer,≤100,1
2068382156722597,نورا محمود نحاس,These ads ran without a disclaimer,≤100,1
110337292008083,2023adaytanitim,These ads ran without a disclaimer,≤100,1
116236138111864,recepbober,These ads ran without a disclaimer,≤100,1
117222364672043,Allinfenerb,These ads ran without a disclaimer,≤100,1
114291218610934,Sabah,These ads ran without a disclaimer,≤100,3
174424581354217,Gazete Memleket,Gazete Memleket,≤100,1
109811161781720,keremaliyenefesol,These ads ran without a disclaimer,≤100,1
387815221726251,Jale Nur Süllü,Jale Nur Süllü,≤100,1
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100,2
1023153151082637,Antalyanin Gundemi,These ads ran without a disclaimer,≤100,1
111937591846364,mustafaserdaroglu_,These ads ran without a disclaimer,≤100,1
116356958083849,Prof. Dr. Abdurrahman BAKIR,These ads ran without a disclaimer,≤100,1
102791202813349,أنا أنتخب,These ads ran without a disclaimer,≤100,1
108095774421826,umutakdoganchp,These ads ran without a disclaimer,≤100,1
116212964696201,Yeniden REFAH Partisi Bartın İl Başkanlığı,These ads ran without a disclaimer,≤100,1
122284684105420,familypledge1,These ads ran without a disclaimer,≤100,1
107437072296677,aestheticapitalism,These ads ran without a disclaimer,≤100,1
1087259938071323,Twinscott,These ads ran without a disclaimer,≤100,1
352079361546459,Ahmet Güven,These ads ran without a disclaimer,≤100,1
101251922876019,taktikmania,These ads ran without a disclaimer,≤100,1
116642265047044,Haberler.com,These ads ran without a disclaimer,≤100,2
21840821848,TNK,These ads ran without a disclaimer,≤100,2
1692969304276465,Mustafa Fidan Vursavuş,These ads ran without a disclaimer,≤100,1
232290986907516,Change.org,These ads ran without a disclaimer,≤100,1
100295105029497,Muhammed Şen Sohbet sayfası,Mahmut Bagdatli,≤100,1
113567551715242,iletisimbaskntc,These ads ran without a disclaimer,≤100,1
104853249130322,Ali Topcu,These ads ran without a disclaimer,≤100,1
102617891582619,Tiyatro Peron,These ads ran without a disclaimer,≤100,1
100798613007367,umut_kelepircioglu,These ads ran without a disclaimer,≤100,1
113423414962529,utku.bengisu,These ads ran without a disclaimer,≤100,1
111504998581646,Hakpar,These ads ran without a disclaimer,≤100,6
103786512591112,Helin Çelik,These ads ran without a disclaimer,≤100,1
111330341934813,chpgaziantepil,These ads ran without a disclaimer,≤100,1
123445254062311,istebenimhikayem.1,These ads ran without a disclaimer,≤100,1
104691729006248,Schwartz Huffman,These ads ran without a disclaimer,≤100,4
111219951950910,Murat Özçilingir,These ads ran without a disclaimer,≤100,1
105314039180255,Kaan Vardarlı,Kaan Vardarlı,≤100,1
106408522445243,Last Friendly,These ads ran without a disclaimer,≤100,1
102619409481328,jbjjcvg2245,These ads ran without a disclaimer,≤100,1
104866922093382,mhmmt_bas,These ads ran without a disclaimer,≤100,2
978420498967432,العربي 2,These ads ran without a disclaimer,≤100,1
2641298465896629,Muhammet Gür,These ads ran without a disclaimer,≤100,1
1411242469192279,Abdurrahman Tutdere,Abdurrahman Tutdere,≤100,1
114597108291949,Haydi..ama nereye?,These ads ran without a disclaimer,≤100,1
542574095834162,Cumhuriyet Halk Partisi-Gelibolu,Cumhuriyet Halk Partisi-Gelibolu,≤100,1
269625093608402,"Pinar Yoldas,MA,MS,MFA,Ph.D.��",These ads ran without a disclaimer,≤100,1
104123631762072,Kenan Tatlı,Furkan Tatlı,≤100,1
102835769446117,Medya67,These ads ran without a disclaimer,≤100,4
114576654944730,A.taylanoztaylan,These ads ran without a disclaimer,≤100,1
1215606128592720,Umut Kaşan,These ads ran without a disclaimer,≤100,1
104548622209357,ecoshika,These ads ran without a disclaimer,≤100,1
109062828734912,Юридические услуги,These ads ran without a disclaimer,≤100,1
109806051365547,yildirimbelediyesi,These ads ran without a disclaimer,≤100,1
111839851893637,Anchored Rosy,These ads ran without a disclaimer,≤100,1
106178168940336,rprefahelazig,These ads ran without a disclaimer,≤100,1
100511035797390,vejdinensarioglu,These ads ran without a disclaimer,≤100,2
463298557101498,AK Parti Manisa Yunusemre İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
119011593392865,KPSS 2021,These ads ran without a disclaimer,≤100,1
109692132095767,kenan_nuhut,These ads ran without a disclaimer,≤100,1
537683359647192,Mesud Selim Erden - BBP Balıkesir Milletvekili Adayı,Mesud Selim Erden,≤100,1
114691481526728,aysegul_eksi_mhp,These ads ran without a disclaimer,≤100,1
304255676593422,Türkay Berberoğlu,These ads ran without a disclaimer,≤100,1
114678663595015,Raporlar,These ads ran without a disclaimer,≤100,2
113563938349821,buyumesancilari.podcast,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,3
109888808553507,Neol,These ads ran without a disclaimer,≤100,2
102918069394868,i.kanaychp,These ads ran without a disclaimer,≤100,1
106134709001342,interhaber24istanbul,These ads ran without a disclaimer,≤100,2
100783029597852,Tayfun Yılmaz,These ads ran without a disclaimer,≤100,1
344440545681291,Fahrettin Yokuş,These ads ran without a disclaimer,≤100,2
175542959311586,Superyacht Life,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,8
108585278878338,siirt_akparti,These ads ran without a disclaimer,≤100,1
832305090132840,Muğla Şehir Platformu,These ads ran without a disclaimer,≤100,1
114345111634068,muhammetenessavas,These ads ran without a disclaimer,≤100,1
1625438651001398,Biruni Laboratuvarı,These ads ran without a disclaimer,≤100,2
103948444703257,dr_beryl,These ads ran without a disclaimer,≤100,2
103516652725356,Mehmet Firat Doğan,These ads ran without a disclaimer,≤100,1
101346888734712,neosailing,These ads ran without a disclaimer,≤100,2
103035209450916,Edward Byrd,These ads ran without a disclaimer,≤100,1
15087023444,Nike,These ads ran without a disclaimer,≤100,1
102399812606730,astro.eda,These ads ran without a disclaimer,≤100,1
107654162304041,ayse_gulgul_,These ads ran without a disclaimer,≤100,1
734572063273378,Dr. Mustafa KAYA,These ads ran without a disclaimer,≤100,1
179233114200015,Vətən Müharibəsi Qaziləri,These ads ran without a disclaimer,≤100,1
114051641620681,Adnan ÖZTAŞ - Milletvekili Aday Adayı,Adnan Öztaş,≤100,2
109247178563760,Ross Morris,These ads ran without a disclaimer,≤100,1
704793557027683,Mevlüt Çakan,These ads ran without a disclaimer,≤100,1
2255629731343098,Erbaa Postası,Erbaa Postası,≤100,1
109867434923582,thebloomsizmir,These ads ran without a disclaimer,≤100,1
35779367485,Pure London,These ads ran without a disclaimer,≤100,1
116558998079080,Ajans,These ads ran without a disclaimer,≤100,1
112299791705343,volkandoger_bodrum,These ads ran without a disclaimer,≤100,1
105258305831088,hulyagumuschp,These ads ran without a disclaimer,≤100,1
104672659270543,ahmettarik2,These ads ran without a disclaimer,≤100,1
103446735976377,Prof. Dr. Onur Yaprak,These ads ran without a disclaimer,≤100,1
154438868003864,Bozkurt Belediyesi,These ads ran without a disclaimer,≤100,1
389924801120027,Wirtgen Group,These ads ran without a disclaimer,≤100,1
117702454634455,Id2,These ads ran without a disclaimer,≤100,1
299418023915551,Uğur Okulları Çekmeköy Çavuşbaşı Kampüsü,These ads ran without a disclaimer,≤100,1
189730698137677,Kadir Canpolat,These ads ran without a disclaimer,≤100,1
109990078738287,Aşkın Genç,These ads ran without a disclaimer,≤100,1
169242697086716,Ferid Şekerli,Ferid Şekerli,≤100,2
100841139657715,Ömer Berk Gönençer,These ads ran without a disclaimer,≤100,1
104254839327799,op.dr.muratcan,These ads ran without a disclaimer,≤100,1
106686615740463,Altılı Maşa,Arda Akın,≤100,3
120496034354450,Merry Nutty,These ads ran without a disclaimer,≤100,2
107867571945413,İsmail Yavuz,These ads ran without a disclaimer,≤100,1
103228001712215,yigidolartribun,These ads ran without a disclaimer,≤100,1
276830525836805,Utku Gümrükçü,These ads ran without a disclaimer,≤100,2
872352116192101,Balıkesir Aktüel,Suleyman Namli,≤100,1
110399169038182,Etv Manisa,Erdinç Yayıncılık Tanıtım Reklam ve Organizasyon Hizmetleri Tic. San. AŞ.,≤100,1
106862079071556,Ecz.Merve Seval Aydemir,These ads ran without a disclaimer,≤100,1
112103065149584,_hangarage_,These ads ran without a disclaimer,≤100,1
104487132555343,bursautep,These ads ran without a disclaimer,≤100,1
109839182079683,Yeşil Sol Batman,Gökhan Özdemir,≤100,1
112554187889889,Fatih Adalan Blog,Fatih Adalan,≤100,2
122654387479002,,Sevda Karaca Demir,≤100,1
102563092339987,muhsinyilmaz.60,These ads ran without a disclaimer,≤100,1
1597613193844586,Geliyor Gelmekte Olan,Geliyor Gelmekte Olan,≤100,2
105451659196872,Eylem Ertuğrul - CHP 28. Dönem Zonguldak Milletvekili Adayı,These ads ran without a disclaimer,≤100,1
109051285489142,SMA ASEL YAVUZ,Fırat Yavuz,≤100,1
103892189007540,Smart Kids GYM Çorlu,These ads ran without a disclaimer,≤100,1
101351272158373,sair_coskunarslan,These ads ran without a disclaimer,≤100,1
102564148876243,Arkadaş Toplumsal Dayanışma Derneği,These ads ran without a disclaimer,≤100,1
113434225052672,ugurakinsahin,These ads ran without a disclaimer,≤100,1
101234221798601,Betül Serpil,These ads ran without a disclaimer,≤100,2
100941002969377,hsensaygin55,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,≤100,1
104679619289043,Mustafa YAZAR ATA İttifakı Zafer Partisi Mersin Milletveki Adav,These ads ran without a disclaimer,≤100,1
345102969640726,Hasan Eray Tüfekçi,These ads ran without a disclaimer,≤100,1
116789738049664,muglasende,These ads ran without a disclaimer,≤100,1
112232541852711,Id4,These ads ran without a disclaimer,≤100,1
112191531838504,cakabeyli,These ads ran without a disclaimer,≤100,1
102587495340235,alberk20,These ads ran without a disclaimer,≤100,1
110895008091747,forexoptima,These ads ran without a disclaimer,≤100,1
109912408758097,Canine Ornery,These ads ran without a disclaimer,≤100,1
105295949194322,furkantecermp,These ads ran without a disclaimer,≤100,1
109652272114001,Winding Handy,These ads ran without a disclaimer,≤100,2
101575122932004,Fine Kindhearted,These ads ran without a disclaimer,≤100,3
104985935335910,beratduzce81,These ads ran without a disclaimer,≤100,1
165175357389542,Sarıgöl Gündem Gazetesi,SARIGÖL GÜNDEM GAZETESİ,≤100,1
117872171289328,Osman Nuri Nazlier,These ads ran without a disclaimer,≤100,1
105262888948323,Torku Ziyafet Döner Valilik Şubesi,These ads ran without a disclaimer,≤100,1
114478244965792,ferdi_kirik,These ads ran without a disclaimer,≤100,1
112354478508109,Hearty Violet,These ads ran without a disclaimer,≤100,1
378599705895826,Nuh Dağdelen,Nuh Dağdelen,≤100,1
