Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
515725191889934,Zmieniamy Łódzkie,Zmieniamy Łódzkie,468,7
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,467,20
330948814327976,Patryk Wicher,Patryk Wicher,465,14
341803579195956,Dom Współpracy Polsko-Niemieckiej,Dom Współpracy Polsko-Niemieckiej,464,1
426735034064813,Parlament Europejski - Biuro we Wrocławiu,Biuro Parlamentu Europejskiego we Wrocławiu,455,10
152434611621823,Instytut Geofizyki PAN,Semstart sp. z o. o.,452,8
567066860335135,Błękitny Węgiel,Błękitny Węgiel,452,6
337745557022327,ROBYG Trójmiasto,ROBYG Trójmiasto,449,1
1643686859194259,Sebastian Kaleta,Sebastian Kaleta,443,5
358712600898007,Ogólnopolska Federacja na rzecz Rozwiązywania Problemu Bezdomności,Ogólniopolska Federacja na rzecz Rozwiązywania Problemu Bezdomności,441,5
108228794910894,OdNowa,Stowarzyszenie OdNowa RP,440,2
311766890555,Fundacja Batorego,Fundacja Batorego,439,5
1431517563752198,Bieg SGH,Samorząd SGH,435,10
1619161438342114,Krzysztof Tchórzewski,Krzysztof Tchórzewski,433,1
101372514887024,Opolski Oddział Regionalny ARiMR,Opolski Oddział Regionalny ARiMR,432,1
1590841411198586,Iwona Michałek Poseł na Sejm RP,Iwona Michałek Poseł na Sejm RP,427,8
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,426,1
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,423,3
100904822517086,Non-trivial,These ads ran without a disclaimer,422,16
106274574675288,Instytut Prawa Ustrojowego - Fundacja,Fundacja Instytut Prawa Ustrojowego,422,5
1476105062719575,Dariusz Matecki - Suwerenna Polska,Dariusz Matecki - Suwerenna Polska,418,1
1450927098465442,Kultura Równości,Kultura Równości,417,3
110058531445574,Janusz Cieszyński,Janusz Cieszyński,415,11
110160667808845,ESKA Wrocław News,ESKA Wrocław News,415,15
476049609235820,Dariusz Męczykowski - Radny Sejmiku Województwa Pomorskiego,Dariusz Męczykowski - Radny Sejmiku Województwa Pomorskiego,414,10
1086576774745155,Marcin Biskupski - Radny Miasta z Prawobrzeża,Marcin Biskupski - Radny Miasta z Prawobrzeża,413,5
107074791432929,Tomasz Gabor - Radny Sejmiku Województwa Opolskiego,Tomasz Gabor - Radny Sejmiku Województwa Opolskiego,410,4
211026625174,Wirtualny Sztetl / Portal Muzeum POLIN,Wirtualny Sztetl / Portal Muzeum POLIN,406,1
176136722487454,Videoparlament.pl,Videoparlament.pl,405,1
511921918843798,Fundacja Dorastaj z Nami,Fundacja Dorastaj z Nami,400,2
521739544515060,Dziennik Powiatowy,Dziennik Powiatowy,400,4
1935634136663192,"Nie Zapomnij O Nas, Powstańcach Warszawskich","Nie Zapomnij O Nas, Powstańcach Warszawskich",400,1
108744117923358,Stowarzyszenie Pamięci Papcia Chmiela,Stowarzyszenie Pamięci Papcia Chmiela,400,1
111391888515479,Zawsze z Ochotą,Grzegorz Wysocki,400,2
132731836864646,Freedom Publishing,Freedom Publishing Sp. z o.o.,400,1
481447125226247,Monika Wielichowska,Biuro Poselskie Posła na Sejm RP Moniki Wielichowskiej,400,2
367777396705527,Michał Pasieczny,These ads ran without a disclaimer,400,3
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,393,14
1221619051205439,Tomasz Daros - Radny Miasta Krakowa,Tomasz Daros - Radny Miasta Krakowa,389,18
738774122874368,"Artur Tusiński, Burmistrz Miasta Ogrodu Podkowa Leśna","Artur Tusiński, Burmistrz Miasta Ogrodu Podkowa Leśna",384,3
101672865755730,Nasza Gmina Nasze Życie,Nasza Gmina Nasze Życie,383,2
996526287073317,Mateusz Jędrachowicz,Mateusz Jędrachowicz,383,15
2060246567399214,Drzewo Franciszka,Drzewo Franciszka,380,9
374316015936388,"Maria Małgorzata Janyska - polityk, posłanka na Sejm RP",Maria Małgorzata Janyska – Posłanka na Sejm RP,376,8
362682677158537,Michał Kowalski,Michał Kowalski - materiał nie stanowi elementu kampanii wyborczej,375,17
316810098501611,Miasto2077 / Green is Good,These ads ran without a disclaimer,375,6
101263522893711,Cichowlas Polskie Warzywa,Cichowlas Polskie Warzywa,373,3
142408220894383,Hubert Oskar Kasprzak,Hubert Kasprzak,371,4
220402816269,Miasto Stołeczne Warszawa,These ads ran without a disclaimer,369,1
382875260304,Teologia Polityczna,Teologia Polityczna,367,2
103618529291473,Jakub Trzeciak,Jakub Trzeciak,365,3
427996317730040,"Tymoteusz Myrda, Członek Zarządu Województwa Dolnośląskiego","Tymoteusz Myrda, Członek Zarządu Województwa Dolnośląskiego",363,2
102957875576815,Krzysztof Maj - Zarząd Województwa Dolnośląskiego,Krzysztof Maj - Zarząd Województwa Dolnośląskiego,363,2
103471624443349,"Political Cognition Lab, Polish Academy of Sciences","Political Cognition Lab, Polish Academy of Sciences",362,10
1850424151954839,Jacek Karnowski Prezydent Miasta Sopotu,Jacek Karnowski,362,1
558879950822876,Jacek Sasin,Jacek Sasin - Poseł na Sejm RP,360,2
663235563878486,Konstytucyjny.pl,Portal Konstytucyjny.pl,357,2
170090736374301,Tomasz Głogowski Poseł na Sejm RP,Tomasz Głogowski Poseł na Sejm RP,357,8
185546704852601,Krystyna Szumilas,Biuro Poselskie Posłanki Krystyny Szumilas,350,2
1608832986037147,Super Express Warszawa,Super Express Warszawa,350,5
107976574459752,Digital Passion,These ads ran without a disclaimer,349,1
201437734120198,Jet Surfing Polska,These ads ran without a disclaimer,347,1
71543004041,Fundacja Dajemy Dzieciom Siłę,These ads ran without a disclaimer,346,1
429506290917644,Toyota - fabryka w Jelczu,These ads ran without a disclaimer,345,1
107344527675114,Toyota - fabryka w Wałbrzychu,These ads ran without a disclaimer,344,1
1486690634950930,Jerzy Wrębiak - Burmistrz Brzegu,Jerzy Wrębiak - Burmistrz Brzegu,343,5
192608494083516,Queerowy Maj,Queerowy Maj,342,3
226162158731337,Jacek Szaran - radny Rady Miejskiej w Słupsku,Jacek Szaran - radny Rady Miejskiej w Słupsku,340,5
2230234047292966,Monika Pawłowska,Monika Pawłowska,340,3
171382802698,Klub Jagielloński,Klub Jagielloński,340,5
1640279842924367,Tomasz Piotr Nowak,WR Consulting Wiktor Ruminkiewicz,338,4
285512891655753,Artur Szałabawka,Biuro Poselskie Prawo i Sprawiedliwość Artur Szałabawka,336,8
919232861444360,European Youth Event,These ads ran without a disclaimer,332,2
105224125776444,Karol Szymura - Radny Rybnika,Karol Szymura - Radny Miasta Rybnika,332,4
100539463843764,Klaster Innowacji Społecznych,Klaster Innowacji Społecznych,330,7
1593828134172917,Open Eyes Economy,Open Eyes Economy,329,9
103189994608689,20stopni.pl,Konceptlab,326,18
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,These ads ran without a disclaimer,324,1
402330900557208,Anita Kucharska-Dziedzic - posłanka na Sejm RP,Anitę Kucharską-Dziedzic,320,1
205950160250231,FUNDACJA AIRO GROM INTERNATIONAL im. Eugeniusza Jana Pietrzyk,FUNDACJA AIRO GROM INTERNATIONAL im. Eugeniusza Jana Pietrzyk,319,2
1450396205268277,Łukasz Reszka - Starosta Świdnicki,Łukasz Reszka - Starosta Świdnicki,314,6
1402012100098838,Twój Kurier Olsztyński - TKO.pl,WAMA Media Group sp. z o.o.,310,6
173680966723970,Damian Żurawski - Twój Radny,Damian Żurawski - Twój Radny,306,5
390388941137754,Emil Sawicki,Sawicki Emil,302,3
228724270507632,Podlaska Fundacja Rozwoju Regionalnego,Podlaska Fundacja Rozwoju Regionalnego,301,1
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,301,1
101628406259500,Monyka Prince,These ads ran without a disclaimer,301,1
1914501645469702,Otwarta Przestrzeń - centrum terapii,Fundacja Instytut Otwarta Przestrzeń,301,7
101861541698814,Piotr Skelnik,Piotr Skelnik,300,2
105466814319826,Paweł Wnukowski,Paweł Wnukowski,300,1
489216781491967,Fundacja Odpowiedzialna Polityka,Fundacja Odpowiedzialna Polityka,300,1
168737999982045,Visegrad Insight,Visegrad Insight,300,1
376147539163162,Starostwo Powiatowe w Pabianicach,Starostwo Powiatowe w Pabianicach,300,1
140754135942752,Fundacja Court Watch Polska,Fundacja Court Watch Polska,300,2
2018100888485478,Muzeum Getta Warszawskiego / Warsaw Ghetto Museum,Muzeum Getta Warszawskiego,300,1
101070361361998,FEGA,Hurtownia Elektryczna Fega,300,2
124664090922112,"Wałbrzyska Specjalna Strefa Ekonomiczna ""INVEST-PARK""","Wałbrzyska Specjalna Strefa Ekonomiczna ""INVEST-PARK"" sp. z o.o.",300,1
499598343435906,Inicjatywa Mieszkańców Ursynowa,Inicjatywa Mieszkańców Ursynowa,300,4
101578909269613,Michał Gniatkowski,Michał Gniatkowski,300,7
1830591737192332,Arkadiusz Sikora Lewica,Nowa Lewica,300,2
893685610645878,Tomasz Olichwer poseł na Sejm RP,Tomasz Olichwer poseł na Sejm RP,300,13
112123064602862,Szczeliny,Wydawnictwo Otwarte sp. z o.o.,300,3
113356018705476,Rzeczpospolita,Rzeczpospolita,299,2
765150530190943,Ireneusz Dzieszko,Ireneusz Dzieszko,294,6
108137288741362,Gliwicka kartka z kalendarza,Gliwicka kartka z kalendarza,290,29
489546604539737,Kazimierz Plocke,Kazimierz Plocke,290,3
107553079931346,Miłosz Motyka,Miłosz Motyka Polskie Stronnictwo Ludowe,290,6
159546574381832,Paulina Hennig-Kloska,Paulina Hennig-Kloska,288,3
119638956091071,Zdzisław Smoliński,Zdzisław Smoliński,286,10
148900455137471,Wyborowa Wódka,These ads ran without a disclaimer,282,1
134909373729723,Tetra Pak Polska,Tetra Pak Polska,280,2
456995064489685,Mateusz Walasek,Mateusz Walasek,279,5
109363441951213,Forum Obywateli Wejherowa,Forum Obywateli Wejherowa,278,8
305975952942673,Marcin Krzyżanowski - Wicemarszałek Województwa Dolnośląskiego,Marcin Krzyżanowski - Wicemarszałek Województwa Dolnośląskiego,276,5
113837644984613,Supravis S.A.,Supravis S.A.,274,4
100508029392556,Obywatelu Masz Prawo,Fundacja Instytut Prawa Ustrojowego,271,4
84072659617,Dom Spotkań z Historią,Dom Spotkań z Historią,270,2
424860500883515,Wydawnictwo Wektory,Wydawnictwo Wektory,269,2
386427264881621,Wojciech Komarzyński - Radny Brzegu,Wojciech Komarzyński - Radny Brzegu,267,4
110239025687291,Credit Agricole Bank Polska,These ads ran without a disclaimer,265,1
557625870992457,Błażej Papiernik,Błażej Papiernik,264,3
305950706802,Uniwersytet SWPS,These ads ran without a disclaimer,264,4
315756079297188,Piotr Czerniejewski,Piotr Czerniejewski,263,6
1771722023118604,Wydawnictwo Aktywa,Wydawnictwo Aktywa Sp. z o.o.,259,2
1002291976457575,Agnieszka Rupniewska,Agnieszka Rupniewska,259,3
108731657156411,Mariusz Gromko - Senator RP,Mariusz Gromko - Senator RP,257,4
1476105062719575,Dariusz Matecki - Suwerenna Polska,Dariusz Matecki - Solidarna Polska,256,1
138632452839666,VIP Biznes&Styl,BIZNESiSTYL.pl,255,10
106474372110033,Jakub Skrężyna,Jakub Skrężyna,254,5
543555309157965,Fundacja Życie i Rodzina - Polska,Fundacja Życie i Rodzina,254,1
444844953009780,NaszePomorskie,NaszePomorskie,251,7
1618967285058401,Projekt Ursynów,Projekt Ursynów,250,4
1607487699534202,Krzysztof Hetman,Krzysztof Hetman,250,3
1052302484796466,Axpo Polska,Axpo Polska Sp. z o.o.,249,4
199739460042641,Zdrowie w stylu LUX MED,Zdrowie w stylu LUX MED,244,2
1686067908348756,Osiedle Wieszowa,TDJ Estate,241,4
123113364510536,Biełsat,Biełsat po polsku,241,3
419885311534823,Jarosław Gonciarz - Poseł na Sejm RP,Jarosław Gonciarz - Poseł na Sejm RP,240,7
107453264212232,Fundacja Historyczna im. Mariana Rejewskiego,Fundacja Historyczna im. Mariana Rejewskiego,240,1
1491272227790537,Przyjazny Samorząd Powiatu Namysłowskiego,Przyjazny Samorząd Powiatu Namysłowskiego,240,2
100153153026665,Szymon Gajda,Szymon Gajda,238,7
108243994205438,R&D Hub,R&D HUB Sp. z o. o.,238,3
253909884588,Centrum Nauki Experyment,Centrum Nauki EXPERYMENT,238,4
190935997703774,Nowiny Zabrzańskie,Nowiny Zabrzańskie,237,1
720759405035893,Artur Wilk,Artur Wilk,233,1
856149261145695,Piotr Pakuszto - Starosta Białogardzki,Piotr Pakuszto - Starosta Białogardzki,231,4
699761540194215,Stowarzyszenie im. Tadeusza Regera - pismo Równość,Stowarzyszenie im. Tadeusza Regera,231,2
103924599200460,Dla Bezkolizyjnego Przejazdu w Luzinie,Dla Bezkolizyjnego Przejazdu w Luzinie,230,4
253522198074527,Kongres Obywatelski,Instytut Badań nad Gospodarką Rynkową,229,2
275726539114654,Fundacja HumanDoc,Fundacja HumanDoc,228,3
111699073966581,live_wild_by_nowak,These ads ran without a disclaimer,228,1
191915794152593,Mniejszość Niemiecka w Opolu / Deutsche Minderheit in Oppeln,Towarzystwo Społeczno-Kulturalne Niemców na Śląsku Opolskim,225,2
852871474902416,Tomasz Frączak,Tomasz Frączak,224,2
286243508135957,Solidarna Polska - Nowe Pokolenie,Solidarna Polska,224,1
1826303394316871,Piotr Skarga - Kaznodzieja Narodu,Piotr Skarga - Kaznodzieja Narodu,223,2
612207322166063,Dni Sztuki Współczesnej,Białostocki Ośrodek Kultury,221,2
950505755053731,Strefa Innowacji Miasta Katowice,Urząd Miasta Katowice,220,1
104923694740855,Lunter PL,These ads ran without a disclaimer,219,2
348984049019906,Marsz Równości w Koszalinie,Fundacja Fala Równości,218,4
130752780291804,Fundacja Geremka,"Fundacja ""Centrum im. prof. Bronisława Geremka""",216,2
220271058162352,Damian Raczkowski - Radny Rady Miejskiej w Łodzi.,Damian Raczkowski - Radny Rady Miejskiej w Łodzi.,214,5
733770196756075,Rafał Weber,Rafał Weber,214,4
512532238877943,Prezydent Piły Piotr Głowski,Prezydent Piły Piotr Głowski,214,3
2120416424876335,Grzegorz Macko - Wicemarszałek Województwa Dolnośląskiego,Grzegorz Macko,212,1
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,These ads ran without a disclaimer,212,1
111205500796714,Nadia Oleszczuk,Konfederacja Pracy Młodych,210,1
105519094469987,Nasze Radio USA,These ads ran without a disclaimer,207,2
1995837980692090,Forum Przyszłości Kultury,Teatr Powszechny w Warszawie,206,2
222141244609992,Poseł Jakub Rutnicki,Poseł Jakub Rutnicki,204,3
1499232346986321,Jakub Kosek - Radny Miasta Krakowa,Jakub Kosek - Radny Miasta Krakowa,203,2
225646117539551,Briju,Briju 1920 Limited,200,2
483773248777171,Michał Kądziołka - Radny Rady Miasta Nowego Sącza,Michał Kądziołka - Radny Rady Miasta Nowego Sącza,200,7
111236021136938,Fundacja Wolności Gospodarczej,Fundacja Wolności Gospodarczej,200,1
173127989375885,Ośrodek KARTA,Fundacja Ośrodka KARTA,200,2
104424665408699,Szkolenia.expert,Szkolenia.expert,200,2
333409683428621,Nowa Konfederacja,Nowa Konfederacja,200,1
378891755591358,Cezary Przybylski - Marszałek Województwa Dolnośląskiego,Cezary Przybylski - Marszałek Województwa Dolnośląskiego,200,1
224827294233300,Żydowski Instytut Historyczny / Jewish Historical Institute,Żydowski Instytut Historyczny,200,1
992640654249666,Krzysztof Kukucki,Krzysztof Kukucki,200,5
388396651745077,Jestem z Pruszkowa,Jestem z Pruszkowa,200,1
150617698324166,Polska Fundacja im. Roberta Schumana,Polska Fundacja im. Roberta Schumana,200,2
1100158536843507,Andrzej Gut-Mostowy,Biuro Poselskie Andrzeja Guta-Mostowego,200,1
624163274378903,Nowa Nadzieja - Okręg Częstochowski,Nowa Nadzieja,200,1
2184427455137322,Edukacja Globalna CEO,Centrum Edukacji Obywatelskiej,200,1
115388195287526,Art Rage,Art Rage,200,2
975407059183853,Robert Gontarz - Poseł na Sejm RP,Robert Gontarz (PiS),200,1
1475619582764870,Marek Hok - Poseł na Sejm RP,Marek Hok - Poseł na Sejm RP,200,4
112460112125958,MotoFocus,These ads ran without a disclaimer,200,2
1695616287382430,Schneider Electric,Schneider Electric Polska,200,2
129366707076838,Urządzamy.Home,Urządzamy.Home,200,1
100856019466822,Centrum Zielonej Transformacji OPOLE,Zakład Komunalny Opole sp. z o.o.,200,2
860539140624971,Wojciech Dorżynkiewicz - Radny Województwa Zachodniopomorskiego,Wojciech Dorżynkiewicz - Radny Województwa Zachodniopomorskiego,200,1
144669885596418,Śląsko-Dąbrowska Solidarność,"NSZZ ""Solidarność"" Region Śląsko-Dąbrowski",200,1
113104733902707,Centrum Doradztwa Rewitalizacyjnego IRMiR,Instytut Rozwoju Miast i Regionów,199,3
131253023589528,Zachęta Narodowa Galeria Sztuki / Zachęta National Gallery of Art,Zachęta — Narodowa Galeria Sztuki,198,2
282579635277488,Akademia Mistrzostwa Społecznego,9dwunastych,196,4
115420914900694,Baltic Pipe,These ads ran without a disclaimer,196,1
1528030200840040,Muzeum Ziemi Wiśnickiej w Nowym Wiśniczu,Muzeum Ziemi Wiśnickiej w Nowym Wiśniczu,193,1
442472155895958,Życie Bytomskie,ŻYCIE BYTOMSKIE Sp. z o.o.,191,9
1002090193289370,Platforma Obywatelska RP Mikołów,Platforma Obywatelska RP Mikołów,190,3
104150384978057,Elżbieta Żuraw,Elżbieta Żuraw,189,6
107741584286830,Studio Częstochowa,Studio Częstochowa,188,17
213034562642258,Dariusz Smoliński,Dariusz Smoliński,186,4
125647537499386,Annja Matuszewska Fashion Illustration,Annja Matuszewska Fashion Illustration,181,5
2152832788271473,Agnieszka Kurzawa - Radna Miasta Szczecin,Agnieszka Kurzawa - Radna Miasta Szczecin,180,6
120890384916813,Jacek Bogusławski - Członek Zarządu Województwa Wielkopolskiego,Jacek Bogusławski - Członek Zarządu Województwa Wielkopolskiego,180,3
844220928930968,Osiedle Franciszkańskie,TDJ Estate,180,3
101194286064900,Paweł Stochel Pełnomocnik Okręgu Suwerenna Polska Częstochowa,Paweł Stochel Pełnomocnik Okręgu Suwerenna Polska Częstochowa,180,1
103738762601337,Radna Agnieszka Okuniewska,Radna Agnieszka Okuniewska,178,3
1612110619109319,Miejski Ośrodek Animacji Kultury w Wasilkowie,Miejski Ośrodek Animacji Kultury w Wasilkowie,177,1
960239144023823,Tomasz Zieliński Poseł na Sejm RP,Tomasz Zieliński Poseł na Sejm RP,174,2
107651441458062,Momina Khan,These ads ran without a disclaimer,174,2
767545110280136,Michał Młotek,Michał Młotek,173,4
106241977419034,Wyższa Szkoła Kształcenia Zawodowego - Uczelnia,These ads ran without a disclaimer,172,2
110421021983893,Płyniemy z wiatrem,These ads ran without a disclaimer,172,1
1611379738955172,RODM Katowice,Klaster Innowacji Społecznych,171,7
536162947305456,ESKA Śląsk News,ESKA Śląsk News,170,5
277939435553456,Stowarzyszenie Bezpieczna Lubelszczyzna,Stowarzyszenie Bezpieczna Lubelszczyzna,170,1
156745028300456,Patryk Jaskulski - Radny Miasta Szczecin,Patryk Jaskulski - Radny Miasta Szczecin,169,4
102087510135950,Bogdan Klich,Biuro Senatorskie Bogdan Klich,167,1
1981334218774426,Post Factum,Sonia Draga Sp.  z o.o.,166,1
100174855998824,"Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia","Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia",165,8
277490649410552,Tomasz Nowacki - radny Miasta i Gminy Gąbin,Tomasz Nowacki,164,3
1429158077312909,Łukasz Sęk Radny Miasta Krakowa,Łukasz Sęk Radny Miasta Krakowa,162,9
949831538388626,Super Express Łódź,Super Express Łódź,160,2
100484761364738,Super Express Kalisz,Super Express Kalisz,160,2
304324553486898,Paweł Frankiewicz,Paweł Frankiewicz,160,3
104734425076257,Super Express Poznań,Super Express Poznań,160,2
107421278978290,Profil p.o. Wójta Gminy Michałów Bogusława Kowalczyka,Profil p.o. Wójta Gminy Michałów Bogusława Kowalczyka,158,4
288949918697908,Łódzkie.pl,Województwo Łódzkie,157,1
287198384770456,Grzegorz Matusiak - Poseł na Sejm RP,Grzegorz Matusiak - Poseł na Sejm RP,157,5
527351247377965,European Committee of the Regions,European Committee of the Regions,157,8
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,156,1
151137294965325,Burmistrz Stanisław Piechula,Stanisław Piechula,155,2
765775746847652,Damian Sławski - Wójt Gminy Miedziana Góra,Damian Sławski - Wójt Gminy Miedziana Góra,155,3
100322108148291,Ostróda 2023,Ostróda 2023,154,13
113731726693804,Wszystko w Twoich rękach,Biznes dla Klimatu,150,1
414402579093177,Paweł Kurek,Paweł Kurek,150,1
100507332348221,Liberfor,Liberfor,150,1
111270596945110,Super Express Bełchatów,Super Express Bełchatów,150,1
106688030673459,Fame Art Books & Music,Fame Art Sp z o.o.,150,2
382205978998210,Dominik Wymysłowski - Radny Dzielnicy Włochy m.st. Warszawy,Dominik Wymysłowski - Radny Dzielnicy Włochy m.st. Warszawy,150,1
693856324066136,Radosław Kempinski - Wicewojewoda Kujawsko-Pomorski,Radosław Kempinski - Wicewojewoda Kujawsko-Pomorski,150,3
97243068857,Kate&Kate,Kate&Kate,150,4
258716330911,Instytut Sobieskiego,Instytut Sobieskiego,150,1
117878164540595,Strefa 50+. Po lepszej stronie życia,Grupa ZPR Media,150,3
101401595883706,Wirtualne Zabytki,These ads ran without a disclaimer,150,2
105281202845854,Nowa Europa Wschodnia,Kolegium Europy Wschodniej im. Jana Nowaka-Jeziorańskiego,147,1
868165920029978,Anna Auksel-Sekutowicz Radna m. st. Warszawy,Anna Auksel-Sekutowicz Radna m. st. Warszawy,147,3
112138653688303,Marcin Brodalski,Marcin Brodalski,146,7
514516589009863,Grzegorz Potęga dla Lubuskiego,Grzegorz Potęga Radny Sejmiku Wojewódzkiego - Platforma Obywatelska RP.,145,3
273827962690526,Otwarte Klatki,These ads ran without a disclaimer,145,2
177168043161941,Piotr Semak - Radny Sejmiku Województwa Opolskiego,Piotr Semak - Radny Sejmiku Województwa Opolskiego,144,2
107933698355066,Robert Gmitruczuk,Robert Gmitruczuk,143,4
576860572987592,Fundacja Pamięci Narodów,Fundacja Pamięci Narodów,143,3
182568875086544,Prószyński i S-ka,Prószyński i S-ka,143,1
278594315501290,Wydawnictwo Świat Książki,These ads ran without a disclaimer,142,2
106931275538168,Fundacja Polemika,Fundacja Polemika,140,3
117640971272351,Nowa Nadzieja - Tłuszcz,Nowa Nadzieja - Tłuszcz,140,4
111762720487338,Laboratorium Wolności Religijnej,Fundacja Pro Futuro,138,1
106038948775287,Dostępna Polska,4 REAL Sp. z o.o.,137,4
108191478958209,Maraton Solidarności. Polski sport dla Ukrainy,These ads ran without a disclaimer,136,3
104613388371673,ESKA Łódź News,ESKA Łódź News,135,2
2273340699395517,Tomasz Frankowski,Tomasz Frankowski,133,1
179916022373638,Klub Jagielloński - Katowice,Klub Jagielloński - Katowice,132,4
110109212411292,VELUX,These ads ran without a disclaimer,132,1
101093318696109,Polski Alarm Smogowy,Polski Alarm Smogowy,130,4
121677374580121,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,130,1
276855319036807,Fabryka Równości,Stowarzyszenie Fabryka Równości,129,3
101397679515965,EUROVECTOR,EUROVECTOR,129,3
162948463874515,SZPAK - Stowarzyszenie Zachowania Pamięci o Armii Krajowej,SZPAK - Stowarzyszenie Zachowania Pamięci o Armii Krajowej,128,2
110297173883420,Stanisław Mazur,These ads ran without a disclaimer,128,3
242532599998275,Zielona Dolina,TDJ Estate,127,3
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,127,2
107396187476330,LUX MED Stomatologia,"LUX MED Sp. z o.o.,",127,1
351578864922659,Stanisław Kaup,Stanisław Kaup,125,5
102832392688253,Southland 360,These ads ran without a disclaimer,123,2
399527046922445,Przemysław Słowik,Przemysław Słowik,123,1
105410086276543,Szpital Powiatowy w Szamotułach,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Szamotułach,122,2
1531160263787101,Fundacja HerStory,Fundacja HerStory,122,2
170500696298873,Parada Równości,Parada Równości,121,3
281607769340438,Fundacja imienia Stefana Artwińskiego,Fundacja imienia Stefana Artwińskiego,120,2
1555314691379903,Biblioteka Legionowo,Miejska Biblioteka Publiczna w Legionowie,120,4
103099418221212,Radca Prawny w Administracji,Presscom,120,1
106490544999545,Treeco - Naturalnie w paczce,These ads ran without a disclaimer,119,1
109773357916668,BiznesiStyl,BiznesiStyl,119,5
102704092348971,Komitet Ochrony Zabytków i Dóbr Kultury,Komitet Ochrony Zabytków i Dóbr Kultury,118,4
164699170220968,Toruńska Agencja Rozwoju Regionalnego - TARR S.A.,These ads ran without a disclaimer,118,1
111038301997207,Wybory do Rady Mieszkańców Siechnic,Grupa kandydatów do Rady Mieszkańców,117,2
111846258003053,Damian Herbowicz,Damian Herbowicz,117,2
106111188436238,Elżbieta Słodkowska Radna,Elżbieta Słodkowska Radna,116,1
371241839741289,Zdrojownia - Woda na czasie,These ads ran without a disclaimer,116,1
1025710277576732,Jawny Lublin,Fundacja Wolności,116,5
101085326097136,Sprzątamy Dla Polski,Sprzątamy Dla Polski,115,5
377734895631299,Polsko-Ukraińska Izba Gospodarcza,Polsko-Ukraińska Izba Gospodarcza,115,1
928782320661523,Rzetelna Gmina Krzeszowice,Stowarzyszenie Rzetelna Gmina Krzeszowice,114,4
109191125777264,Fundacja Międzynarodowy Ruch Na Rzecz Zwierząt Viva!,Fundacja Międzynarodowy Ruch Na Rzecz Zwierząt Viva!,114,1
285003478504209,Fundacja im. Janusza Kurtyki,Fundacja im. Janusza Kurtyki,113,6
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,113,1
118055394941878,ABB,These ads ran without a disclaimer,112,1
100795736665923,Fundacja Civis Polonus,These ads ran without a disclaimer,112,5
106335897571051,"Stowarzyszenie ""Cives Conscii""","Stowarzyszenie ""Cives Conscii""",112,1
957922074301886,"Ireneusz Zyska - Wiceminister Klimatu i Środowiska, Poseł na Sejm RP",Ireneusz Zyska poseł na Sejm RP,110,2
105424691937092,Mikołaj Dorożała,These ads ran without a disclaimer,110,4
227469541059692,Rynek Lotniczy,Zespół Doradców Gospodarczych TOR,110,2
112644403931642,Aneri Business Club,Aneri Business Club,110,2
105799715845630,CriptNew,These ads ran without a disclaimer,106,1
399188573480541,Fundacja eF kropka,These ads ran without a disclaimer,106,2
153571784739794,Alfaparf Milano Professional,These ads ran without a disclaimer,105,2
205577346149086,Tadeusz Aziewicz - Poseł na Sejm RP,Tadeusz Aziewicz - Poseł na Sejm RP,105,3
503202659703049,UNEP/GRID-Warszawa,These ads ran without a disclaimer,104,1
1025816267610846,otowejherowo.pl,These ads ran without a disclaimer,104,2
134909373729723,Tetra Pak Polska,These ads ran without a disclaimer,104,2
152888274734342,Gatta,These ads ran without a disclaimer,104,1
107013249383407,Portal Informacyjny Grybow24.pl,Portal Informacyjny Grybow24.pl,103,1
421381707941799,Roland Gazeta Środa Śląska Powiat Średzki,Roland Gazeta Środa Śląska Powiat Średzki,102,9
105928075825104,NGO-EXPO,NGO-EXPO,101,2
174361176251040,Łukasz Kadłubowski,Łukasz Kadłubowski,101,5
698522113529153,ADAMED SmartUP,ADAMED SmartUP,101,3
63563473556,Gazeta Wyborcza,These ads ran without a disclaimer,≤100,3
1529908490607057,European Cybersecurity Forum - Cybersec,These ads ran without a disclaimer,≤100,4
