Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
51300016841,Integral Life,These ads ran without a disclaimer,≤100,2
102581028206,CNNArabic,These ads ran without a disclaimer,≤100,5
104382861903188,China Railway Construction Corporation,These ads ran without a disclaimer,≤100,2
40775064593,Microsoft AI Cloud Partner Program,These ads ran without a disclaimer,≤100,2
112382428116976,azadi.farda.official,These ads ran without a disclaimer,≤100,1
340339786699475,Cumhur Karakadilar -Politikacı,These ads ran without a disclaimer,≤100,1
109377388621074,casiowatches_official,These ads ran without a disclaimer,≤100,1
355205128883015,نور المصري,These ads ran without a disclaimer,≤100,1
290082035034973,Media4Democracy,These ads ran without a disclaimer,≤100,1
172523236104176,Panasonic,These ads ran without a disclaimer,≤100,3
296068413937819,Celal Çiçek,These ads ran without a disclaimer,≤100,1
100321558433229,Salihli İyi Parti İlçe Teşkilatı,These ads ran without a disclaimer,≤100,1
393347557460467,Huzur Oto Kiralama - Aksaray,These ads ran without a disclaimer,≤100,1
273057569535285,B. Ali Evgiloğlu - İYİ Parti,These ads ran without a disclaimer,≤100,1
2032663393493356,Abbas Yeşildemir,These ads ran without a disclaimer,≤100,1
117137747964753,Центр білоруських комунікацій,These ads ran without a disclaimer,≤100,1
0,Instagram User 3067108213,These ads ran without a disclaimer,≤100,1
105749847923240,samsunalperenocaklarii,These ads ran without a disclaimer,≤100,1
750291095040202,Net Kitap,These ads ran without a disclaimer,≤100,1
101423032835226,Turuncu Konuşalım,These ads ran without a disclaimer,≤100,1
102132542993281,gezgin_geziler,These ads ran without a disclaimer,≤100,1
102665791329325,MarkaBahçem,Coskun Guler,≤100,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,15
109084221434622,ariftan34,These ads ran without a disclaimer,≤100,2
120844737622634,Hilal Salihoğlu Turgut,These ads ran without a disclaimer,≤100,1
0,Instagram User 6419341423,These ads ran without a disclaimer,≤100,1
0,Instagram User 2676426526,These ads ran without a disclaimer,≤100,1
231871923576098,Yalova Belediyesi,These ads ran without a disclaimer,≤100,1
105185855292412,Carpe Diem Consulting BW,These ads ran without a disclaimer,≤100,1
106067674983401,sayistaydenetci,These ads ran without a disclaimer,≤100,1
217368741672279,Bilgin Anadolu Lisesi,These ads ran without a disclaimer,≤100,1
105377765942812,fatih_mah_muhtari_selcuk_sahin,These ads ran without a disclaimer,≤100,1
346363821885239,Advanced English Vocabulary,These ads ran without a disclaimer,≤100,2
187255057992838,gazete365,These ads ran without a disclaimer,≤100,1
0,Instagram User 826326035,These ads ran without a disclaimer,≤100,1
374184062443234,كُلُنا سوريا العظيمة الحرة,These ads ran without a disclaimer,≤100,1
627668577435673,Nevşehir İHH'da Bugün,These ads ran without a disclaimer,≤100,1
313565758768408,Şirinyalı Mahallesi Muhtar Adayı Leyla Bayram,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,3
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,3
109428115315427,Turgay Sevindi,These ads ran without a disclaimer,≤100,1
102137269499665,nesrullah.yldz,These ads ran without a disclaimer,≤100,1
239240726771748,Beepee d’rap god,These ads ran without a disclaimer,≤100,1
341420676582196,Uchisar Ak Parti Belde Başkanlığı,These ads ran without a disclaimer,≤100,1
105441415398945,DEVA Partisi Karşıyaka İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
107387790985397,kpss.merkezi,These ads ran without a disclaimer,≤100,1
105523935753395,Ev Dersleri,These ads ran without a disclaimer,≤100,1
101228658275135,fassker.cover,These ads ran without a disclaimer,≤100,1
102935948571236,ahmetsoysal.hairstylist,These ads ran without a disclaimer,≤100,1
108181377596166,Yüksel Kepenek,These ads ran without a disclaimer,≤100,1
107408045179673,Yeniden Refah Partisi Afyonkarahisar İl Başkanlığı,These ads ran without a disclaimer,≤100,1
215739948467521,Anatolia Tüp Bebek ve Kadın Sağlığı Merkezi,These ads ran without a disclaimer,≤100,1
254877507994647,Volkan Boya Market,These ads ran without a disclaimer,≤100,1
221054631099229,Mustafa Çomak,These ads ran without a disclaimer,≤100,1
108785845399601,necmiyildiznyc,These ads ran without a disclaimer,≤100,1
110451830477420,yasarkaya10,These ads ran without a disclaimer,≤100,1
107595071366805,Sosyal Deney ve İyilik,These ads ran without a disclaimer,≤100,1
0,Instagram User 3444867711,These ads ran without a disclaimer,≤100,1
268216120351275,Miners Club Russia,These ads ran without a disclaimer,≤100,1
100512491756044,emeltoree,These ads ran without a disclaimer,≤100,1
100449532058834,Академия профессий  AmbiSpace,These ads ran without a disclaimer,≤100,2
774556202640552,International Union of Universities - اتحاد الجامعات الدولي,These ads ran without a disclaimer,≤100,2
495683903800687,Korea and viyetnam+jap,These ads ran without a disclaimer,≤100,1
101824939491077,Yakup Sağlam,These ads ran without a disclaimer,≤100,1
124760464240283,Yeşilgiresun Gazetesi,These ads ran without a disclaimer,≤100,1
108724518339226,lost.secret,These ads ran without a disclaimer,≤100,1
1100382210009846,الجزيرة مباشر- مع الحكيم,These ads ran without a disclaimer,≤100,1
111747951328143,ruhumunyolunda,These ads ran without a disclaimer,≤100,1
222634828075910,Gökmen Dizmen Tespih Mezat,These ads ran without a disclaimer,≤100,1
598391713568226,Renkly Fuarcılık,These ads ran without a disclaimer,≤100,1
100668345273002,Wetalktrade UK,These ads ran without a disclaimer,≤100,1
285328478145298,Marmara GETS Emlak,These ads ran without a disclaimer,≤100,1
100121866019327,birlikte_kpss2024,These ads ran without a disclaimer,≤100,1
117803880065966,Govtr,These ads ran without a disclaimer,≤100,1
276911618833012,İzzet Gündoğar,These ads ran without a disclaimer,≤100,1
101477061732940,Milli beka hareketi Menemen ilçe başkanlığı,These ads ran without a disclaimer,≤100,1
113307048225644,turmepnet,These ads ran without a disclaimer,≤100,1
108190074278624,samsungezikulubu,These ads ran without a disclaimer,≤100,1
100395148706248,"تركيا "" عاجل """,These ads ran without a disclaimer,≤100,1
109948740805213,vitamodabutik,These ads ran without a disclaimer,≤100,1
0,Instagram User 2757438802,These ads ran without a disclaimer,≤100,1
0,Instagram User 7643650398,These ads ran without a disclaimer,≤100,1
100200475839055,Mrtticaret,These ads ran without a disclaimer,≤100,1
111114370659064,Paz Interior,These ads ran without a disclaimer,≤100,8
105405892275345,Sandra Costa,These ads ran without a disclaimer,≤100,1
2141002189455221,Arafa groupالدراسة في تركيا,These ads ran without a disclaimer,≤100,1
724325384618468,İzmir Birlik Platformu,These ads ran without a disclaimer,≤100,1
101839758355672,د. أحمد موفق زيدان,These ads ran without a disclaimer,≤100,1
0,Instagram User 9480142432,These ads ran without a disclaimer,≤100,1
104140718887506,Support Ukraine,These ads ran without a disclaimer,≤100,1
109277493848525,Upedia academy,These ads ran without a disclaimer,≤100,1
869515726406580,Mahmut Demir,These ads ran without a disclaimer,≤100,1
100466358492966,serifalikucukseyler,These ads ran without a disclaimer,≤100,1
101596618012125,Gelecek partisi,These ads ran without a disclaimer,≤100,2
102181808599954,Muhsin Yazıcıoğlu Alperenleri,These ads ran without a disclaimer,≤100,1
109362841478824,basriackgzz,These ads ran without a disclaimer,≤100,1
0,Instagram User 2873841725,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
115864481775424,Faber-Castell,These ads ran without a disclaimer,≤100,1
101637384763180,Doğan Aydal,These ads ran without a disclaimer,≤100,1
110797924519649,alanya_son_dakika_haberleri,These ads ran without a disclaimer,≤100,1
141703863182283,Uzm.Psk.Çağatay Yıldırım,These ads ran without a disclaimer,≤100,1
219432057925730,kubra_ozel2024,These ads ran without a disclaimer,≤100,1
105295978882588,yaseminin.mumlari,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,2
702494983203542,Covenant Couple & Covenant Child Ministry,These ads ran without a disclaimer,≤100,4
231374553393481,Yılmaz madencilik  & Otomativ,These ads ran without a disclaimer,≤100,1
106696064881234,Women Development Organization,These ads ran without a disclaimer,≤100,1
105102074644640,Milli Müdafaa,These ads ran without a disclaimer,≤100,1
241817869017140,Özlem Özdemir,These ads ran without a disclaimer,≤100,1
1626199600996814,All About Japan,These ads ran without a disclaimer,≤100,1
112530046859163,قاضي المشاهير,These ads ran without a disclaimer,≤100,1
108048375585484,Adivasi Neelambari hair oil,These ads ran without a disclaimer,≤100,1
104339085565596,Besime Yardım,These ads ran without a disclaimer,≤100,1
113029001040643,astrolojiathena,These ads ran without a disclaimer,≤100,1
148356858366139,ali_erdal4242,These ads ran without a disclaimer,≤100,1
106753375610255,rodoxx,These ads ran without a disclaimer,≤100,1
1428355743890737,Dünya Tarih Ansiklopedisi,These ads ran without a disclaimer,≤100,1
107995211712296,neslihanokmen_,These ads ran without a disclaimer,≤100,1
109200994011752,by.nurseda,These ads ran without a disclaimer,≤100,1
1995812610445356,Her Açıdan Tv,These ads ran without a disclaimer,≤100,1
105958895708112,sma_fikretasima_umutol,These ads ran without a disclaimer,≤100,1
101767625781648,baris_mahallesi_muhtar_adayi,These ads ran without a disclaimer,≤100,1
106223961737399,rabianurbozdemirr,These ads ran without a disclaimer,≤100,1
0,Instagram User 8182841420,These ads ran without a disclaimer,≤100,1
123982957679760,Anadolu Gazetesi,These ads ran without a disclaimer,≤100,2
102417648911334,yasinnmese,These ads ran without a disclaimer,≤100,1
107113891079530,We earn,These ads ran without a disclaimer,≤100,1
157629281005241,한국서부발전,These ads ran without a disclaimer,≤100,1
1995430274042705,Industry of Mice,These ads ran without a disclaimer,≤100,1
0,Instagram User 4583832769,These ads ran without a disclaimer,≤100,1
422127167896899,CHP Zeytinburnu İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
1637453296472898,Press Start - Crowdfunding stories that matter,These ads ran without a disclaimer,≤100,1
0,Instagram User 841801813,These ads ran without a disclaimer,≤100,1
0,Instagram User 1362446865,These ads ran without a disclaimer,≤100,1
111779867755432,mihmandar_1987,These ads ran without a disclaimer,≤100,1
140441529162856,Nomi Cheema,These ads ran without a disclaimer,≤100,1
112261968330674,Dark Web,These ads ran without a disclaimer,≤100,1
1785282191706136,מחאת היחידים - אין מצב,These ads ran without a disclaimer,≤100,1
102574404847019,هل-HL,These ads ran without a disclaimer,≤100,1
113277741424940,cansuyuastroloji,These ads ran without a disclaimer,≤100,1
330957580964197,"Sezer Turan İle ""Adım Adım Başarı""",These ads ran without a disclaimer,≤100,1
379046598804118,Hayat Mersin Gazetesi,These ads ran without a disclaimer,≤100,1
0,Instagram User 5899268751,These ads ran without a disclaimer,≤100,1
876544632363848,قناة مكملين - الصفحـة الرسمية,These ads ran without a disclaimer,≤100,4
784921801646396,Szymon Mierzwa,These ads ran without a disclaimer,≤100,2
257772784703127,مؤسسة إحياء الدولية,These ads ran without a disclaimer,≤100,1
112692448410827,myg_krampon,These ads ran without a disclaimer,≤100,1
264897783367677,Veysel Karabiyik,These ads ran without a disclaimer,≤100,1
156563184691505,Av.Orhan Kırcalı,These ads ran without a disclaimer,≤100,1
197660600102918,osman_baskan_10,These ads ran without a disclaimer,≤100,1
106696014684404,dr.aybarssimsek,These ads ran without a disclaimer,≤100,1
227336743798795,Tarih Dersim,These ads ran without a disclaimer,≤100,2
103719641993732,morrsy34,These ads ran without a disclaimer,≤100,1
0,Instagram User 5135202172,These ads ran without a disclaimer,≤100,1
100337072874003,Midasbuy Rewards,These ads ran without a disclaimer,≤100,1
0,Instagram User 2851544637,These ads ran without a disclaimer,≤100,1
0,Instagram User 6783752267,These ads ran without a disclaimer,≤100,1
100578225138639,Osman gökmen,These ads ran without a disclaimer,≤100,1
101620862067951,Türkiye Değişim Partisi Bahçelievler İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
1875698909364072,TlosOlive.com,These ads ran without a disclaimer,≤100,1
0,Instagram User 2004316226,These ads ran without a disclaimer,≤100,2
175220042672099,Salim Salih Sarıalioğlu,These ads ran without a disclaimer,≤100,1
459175774115386,Akhisar Press Haber,These ads ran without a disclaimer,≤100,1
654859934567192,Smart Reading,These ads ran without a disclaimer,≤100,1
106881108735476,Britanni Abrego Avila,These ads ran without a disclaimer,≤100,3
595321617220835,ÜKAYD / Üsküdar Kastamonulular Yardımlaşma Derneği,These ads ran without a disclaimer,≤100,1
106442081453539,Deren Mavi Yaşasın,These ads ran without a disclaimer,≤100,1
1555957481304820,AK Parti Nazilli İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
201885926583869,Haroun,These ads ran without a disclaimer,≤100,1
107557571605208,SMA Nuh Alperen,These ads ran without a disclaimer,≤100,1
118101624518834,ghvkultursanatplatformu,These ads ran without a disclaimer,≤100,1
1157903831033932,مؤسسة شباب المتوسط - Mediterranean Youth Foundation,These ads ran without a disclaimer,≤100,1
109739258549087,Veli Özcan,These ads ran without a disclaimer,≤100,1
114081483476841,Yildiz istanbul,These ads ran without a disclaimer,≤100,1
461904047202782,Hassas Anne,These ads ran without a disclaimer,≤100,1
112426621213716,Muğla Olgunlaşma Enstitüsü,These ads ran without a disclaimer,≤100,1
108145154446134,Halkın Haberi,These ads ran without a disclaimer,≤100,1
110369387806385,Hüseyin TALAY,These ads ran without a disclaimer,≤100,1
0,Instagram User 5052550211,These ads ran without a disclaimer,≤100,1
103433878059522,Morsi Foundation for Democracy - مؤسسة مرسي للديمقراطية,These ads ran without a disclaimer,≤100,1
199570493247002,huseyinn.bayramm,These ads ran without a disclaimer,≤100,1
203643322826671,Orhan Tatlı,These ads ran without a disclaimer,≤100,1
104882975021510,Affordable Prime Property Investment,These ads ran without a disclaimer,≤100,1
148670526988113,egitimevde2021,These ads ran without a disclaimer,≤100,1
0,Instagram User 6016770140,These ads ran without a disclaimer,≤100,1
100231385923788,akin.cay_,These ads ran without a disclaimer,≤100,1
252156384639826,zaferrdemir,These ads ran without a disclaimer,≤100,1
0,Instagram User 4830788005,These ads ran without a disclaimer,≤100,1
204786629377496,Recep Gün,These ads ran without a disclaimer,≤100,1
78066290984,HCLTech,These ads ran without a disclaimer,≤100,1
980921738768098,Siyasi Gündem,These ads ran without a disclaimer,≤100,1
101507429010442,basgiycik,These ads ran without a disclaimer,≤100,1
108010974767585,Yeniçağ Gazetesi Muratpaşa Temsilcisi,These ads ran without a disclaimer,≤100,1
173643453239477,Vatan Karaman,These ads ran without a disclaimer,≤100,1
841665632687587,ÇINAR MENEMEN,These ads ran without a disclaimer,≤100,1
101102065875681,Trend İstanbul Spor Kulübü,These ads ran without a disclaimer,≤100,1
108809348932959,Ismet Kuvatoğlu,These ads ran without a disclaimer,≤100,1
101363868486490,kalemlitarih,These ads ran without a disclaimer,≤100,1
379713205912626,JLF International,These ads ran without a disclaimer,≤100,1
908381849224592,Three Birds Renovations,These ads ran without a disclaimer,≤100,2
115947580672,"Alumnus SMP N 1 Ayah, Kebumen",These ads ran without a disclaimer,≤100,1
278799822164429,Jennifer Kem,These ads ran without a disclaimer,≤100,1
102458909040981,CSCEC in Central and West Africa,These ads ran without a disclaimer,≤100,1
105252884860384,Best Projects,These ads ran without a disclaimer,≤100,4
100959288804543,AYDOS KİTAP,These ads ran without a disclaimer,≤100,1
111561797032696,Osman Yılmaz,These ads ran without a disclaimer,≤100,2
1800758783525671,Pirha - Pir Haber Ajansi,These ads ran without a disclaimer,≤100,1
105816354447762,belginhanc,These ads ran without a disclaimer,≤100,1
112433018348733,Kayafa Kone,These ads ran without a disclaimer,≤100,1
102805139585174,dr_mimar_nihat_sen,These ads ran without a disclaimer,≤100,1
0,Instagram User 3159041063,These ads ran without a disclaimer,≤100,1
107904178848260,gaziantephaber,These ads ran without a disclaimer,≤100,1
100334429066507,Toros Radyo,These ads ran without a disclaimer,≤100,1
109581111984329,Feslikan Mavi Dölekoğlu,These ads ran without a disclaimer,≤100,1
197321043775783,Sadrettin Soranlar - Gazeteci  Yazar - Sen Bizim Gururumuzsun,These ads ran without a disclaimer,≤100,1
113549745185569,geelani_seerat,These ads ran without a disclaimer,≤100,1
107619867767011,spreading.light_of_deen,These ads ran without a disclaimer,≤100,1
366218547263232,Algorand Foundation,These ads ran without a disclaimer,≤100,3
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,8
104558484458076,التاريخ,These ads ran without a disclaimer,≤100,2
1638795423041940,Folklor Kültür ve Sanat,These ads ran without a disclaimer,≤100,2
439878082717771,Ak Parti Silivri Gönüllüleri,These ads ran without a disclaimer,≤100,1
153264681438675,KİTAPSEÇ,These ads ran without a disclaimer,≤100,1
447729021942832,Louise Xin Couture,These ads ran without a disclaimer,≤100,2
204369443772152,Hilário Trigo,These ads ran without a disclaimer,≤100,2
101241435849797,Tot Reading,These ads ran without a disclaimer,≤100,2
182003644996057,tureilhan,These ads ran without a disclaimer,≤100,1
284898618904093,블레스문,These ads ran without a disclaimer,≤100,1
107956192206637,ortahisarspor,These ads ran without a disclaimer,≤100,1
101767314635896,Bağkar Mia Yem,These ads ran without a disclaimer,≤100,3
105663484740575,yuzarsiyfff,These ads ran without a disclaimer,≤100,1
187479321116209,yamanmustafa11,These ads ran without a disclaimer,≤100,1
100895365983942,musiadkadin_hatay,These ads ran without a disclaimer,≤100,1
110760314975340,sarjkaravani,These ads ran without a disclaimer,≤100,1
102022368288941,life_quates_from_arzu,These ads ran without a disclaimer,≤100,1
111474830979448,Covers y Mas,These ads ran without a disclaimer,≤100,1
152105762080079,Ahmet Anzerlioğlu,These ads ran without a disclaimer,≤100,1
325713554127508,Merkez Siyaset,These ads ran without a disclaimer,≤100,1
0,Instagram User 7847854877,These ads ran without a disclaimer,≤100,1
0,Instagram User 6978861811,These ads ran without a disclaimer,≤100,1
229914026872487,Orhanlar Mahallesi Muhtar Adayı Zafer Toprak,These ads ran without a disclaimer,≤100,1
121083676425741,lgsegitmeni,These ads ran without a disclaimer,≤100,1
291809778339184,أحوال مصرية,These ads ran without a disclaimer,≤100,2
579014312117258,مجلة المجتمع,These ads ran without a disclaimer,≤100,9
110807191926940,doctor oghuza,These ads ran without a disclaimer,≤100,1
100998621940225,masha_galitsa,These ads ran without a disclaimer,≤100,1
103504841358509,Bakan Soylu,These ads ran without a disclaimer,≤100,1
0,Instagram User 3704470314,These ads ran without a disclaimer,≤100,1
112199831372998,Swissfs Turkey,These ads ran without a disclaimer,≤100,1
101531325041000,Deva Partisi Antakya İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
2564139066989477,Fulya Mahallesi Muhtar Adayı Ümit Cansız,These ads ran without a disclaimer,≤100,1
114840608195211,tffhgd.bayburt,These ads ran without a disclaimer,≤100,1
224148447456757,ELİF BAKAN,These ads ran without a disclaimer,≤100,1
108080287623851,Gazete Paparazzi,These ads ran without a disclaimer,≤100,1
1094056147371119,NANE LİMON CAFE,These ads ran without a disclaimer,≤100,1
0,Instagram User 9453436025,These ads ran without a disclaimer,≤100,1
114081218413917,r._.x.11,These ads ran without a disclaimer,≤100,1
233826257775,ComputerTrends,These ads ran without a disclaimer,≤100,11
101431831706507,AK Parti Kdz.Ereğli İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
245272235832538,Büyük Birlik Partisi Gaziosmanpaşa İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
169843936205811,Turk erdog,These ads ran without a disclaimer,≤100,1
111321648434773,محمد عامر الهويدي,These ads ran without a disclaimer,≤100,1
121648644541743,Müdafaa-i Hukuk Hareketi Partisi,These ads ran without a disclaimer,≤100,1
108497064911398,tostumuyedim,These ads ran without a disclaimer,≤100,1
108297984645294,Süreyya Septel,These ads ran without a disclaimer,≤100,1
1587522184864027,Gümüşpala Mahalle Muhtarı İsmail Balıkçı,These ads ran without a disclaimer,≤100,1
110365823845437,Erdoğan Dönmez,These ads ran without a disclaimer,≤100,1
0,Instagram User 316366737,These ads ran without a disclaimer,≤100,1
543349142671339,Özgür Ceylan,These ads ran without a disclaimer,≤100,2
810552162333389,Kozan Gündem,These ads ran without a disclaimer,≤100,1
104638282106001,esitsizlikbulteni,These ads ran without a disclaimer,≤100,1
2229928307042985,Behçet Saatcı Destekçileri,These ads ran without a disclaimer,≤100,1
103451942167140,ali.akk01,These ads ran without a disclaimer,≤100,1
107718891620716,Bülten TV,These ads ran without a disclaimer,≤100,1
944781315730037,BAYAT BOYU,These ads ran without a disclaimer,≤100,1
106087831857662,Vacation101 Content,These ads ran without a disclaimer,≤100,11
1370138236349828,Bemimcoraplarim,These ads ran without a disclaimer,≤100,1
101660281519881,Gerçek Lider,Mehmet Halit Ayhan,≤100,1
105542684440035,Rklm1,These ads ran without a disclaimer,≤100,1
265345800469382,Hyundai Motor Group,These ads ran without a disclaimer,≤100,1
108418394917779,Deva Partisi Gölcük İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
122095515038017022,Yasemin Öncel,These ads ran without a disclaimer,≤100,1
137288956438326,Social Diary Magazine,These ads ran without a disclaimer,≤100,2
102900292507695,أ. مصطفى ناصر محمود,These ads ran without a disclaimer,≤100,1
107684363963148,H.M. Empress Madani,These ads ran without a disclaimer,≤100,1
829351603762142,Beylikdüzü Esnaf Ve Sanatkarlar Derneği,These ads ran without a disclaimer,≤100,1
100957562980676,Gönen Memleket Partisi İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
218596908007181,Yiğit Konfeksiyon Yiğit Konfeksiyon,These ads ran without a disclaimer,≤100,1
2237214346542279,ÇAĞRI YAŞAR,These ads ran without a disclaimer,≤100,1
100102105151630,_mihaila.vlad_,These ads ran without a disclaimer,≤100,1
103640257692257,Christian Herrrera,These ads ran without a disclaimer,≤100,3
1500282676751474,Minister Kelvin,These ads ran without a disclaimer,≤100,1
598856464115974,cansununpanosu,These ads ran without a disclaimer,≤100,1
144096473392,Yeşil Gazete,These ads ran without a disclaimer,≤100,1
115662568068044,mihrak.com.tr,These ads ran without a disclaimer,≤100,1
113115508380373,Yeniden refah partisi bucak ilce başkanlığı,These ads ran without a disclaimer,≤100,1
103674982616892,buyukturkiyehareketi,These ads ran without a disclaimer,≤100,1
121935580879004,Haber Kızılırmak,These ads ran without a disclaimer,≤100,1
106946111400085,damykitap,These ads ran without a disclaimer,≤100,1
101445349047110,agrisiz.yasamm,These ads ran without a disclaimer,≤100,1
109317342186529,RAS Bio FoodPack,These ads ran without a disclaimer,≤100,1
134945406697098,International Finance,These ads ran without a disclaimer,≤100,3
104685771441327,Abdülhamithan 4-6 yaş Okul öncesi Kuran Kursu,These ads ran without a disclaimer,≤100,1
102976339047253,Feminism_Activism_Antiracism,These ads ran without a disclaimer,≤100,1
105424401340743,mugofilmss,These ads ran without a disclaimer,≤100,1
370608113403029,Nesiad,These ads ran without a disclaimer,≤100,1
118811254812343,BollywoodHungama.com,These ads ran without a disclaimer,≤100,1
173597676014818,Galip Karayiğit,These ads ran without a disclaimer,≤100,1
117680971422274,مكتب منبج للخدمات القانونية,These ads ran without a disclaimer,≤100,1
184349251421674,Ahmet Hilmi Uzunöz,These ads ran without a disclaimer,≤100,1
795608570470740,20foursport,These ads ran without a disclaimer,≤100,2
0,Instagram User 8273977331,These ads ran without a disclaimer,≤100,1
111239133682675,وكالة قدس برس,These ads ran without a disclaimer,≤100,1
104659474802544,prensesapalak,These ads ran without a disclaimer,≤100,1
219870914537261,Ekrem Edit,These ads ran without a disclaimer,≤100,1
100463925985231,Bergama Yerel Seçim 2024,These ads ran without a disclaimer,≤100,1
108076374990213,filiz.biden.beauty.center,These ads ran without a disclaimer,≤100,1
0,Instagram User 5324938964,These ads ran without a disclaimer,≤100,1
237933362743038,Aliefe.adalet.partisi,These ads ran without a disclaimer,≤100,1
717367518603471,DERYA HALI MAĞAZASI®�H&D,These ads ran without a disclaimer,≤100,1
1641356949429093,Haber365,These ads ran without a disclaimer,≤100,3
573362862678053,Seni Sevirem Bayburt,These ads ran without a disclaimer,≤100,1
103460334835553,Memleket Partisi Tekirdağ İl Başkanlığı,These ads ran without a disclaimer,≤100,1
0,Instagram User 7214679537,These ads ran without a disclaimer,≤100,1
0,Instagram User 5154292483,These ads ran without a disclaimer,≤100,1
161172410635480,СИБУР,These ads ran without a disclaimer,≤100,1
1380650675480646,Burdur15,These ads ran without a disclaimer,≤100,1
751546708935310,Walter Ada's Agency,These ads ran without a disclaimer,≤100,2
106097985324786,Сила медитации,These ads ran without a disclaimer,≤100,2
0,Instagram User 8904455605,These ads ran without a disclaimer,≤100,1
112945407694380,DSP ADANA İL Başkanlıgı,These ads ran without a disclaimer,≤100,1
221127311089264,ÇUMRA REFAH,These ads ran without a disclaimer,≤100,1
104622434971927,Özgür Medya,These ads ran without a disclaimer,≤100,2
1067249210043849,انتهاكات جبهة النصرة JNV,These ads ran without a disclaimer,≤100,1
1486129938344294,kınıklı mahallesi muhtarlığı,These ads ran without a disclaimer,≤100,1
101538875862978,littlebossbabyspa_visnelik,These ads ran without a disclaimer,≤100,1
136922633619853,Евгений Лимонченко,These ads ran without a disclaimer,≤100,1
107973187548321,Pak China,These ads ran without a disclaimer,≤100,1
101167831846498,Dailyphant,These ads ran without a disclaimer,≤100,5
0,Instagram User 4599016520,These ads ran without a disclaimer,≤100,1
1456612047942146,Ramzy Real Estates Turkey,These ads ran without a disclaimer,≤100,2
270463647152892,Muhammet Mustafa Kızıltaş,These ads ran without a disclaimer,≤100,1
102989935161246,viphukukdanismanlik,These ads ran without a disclaimer,≤100,1
105990158618947,Nezahat Bölge Atak,These ads ran without a disclaimer,≤100,1
137030692821876,Susan Smith,These ads ran without a disclaimer,≤100,1
111124575115246,Rafaela Santos,These ads ran without a disclaimer,≤100,15
103153238906264,أهل الراية الخضراء,These ads ran without a disclaimer,≤100,1
108444781340080,Tuğra Partisi Burdur İl Başkanlığı,These ads ran without a disclaimer,≤100,1
541349346792065,thinkndaily,These ads ran without a disclaimer,≤100,1
103462973067906,DERMAN HASTANESİ,These ads ran without a disclaimer,≤100,1
0,Instagram User 3253498773,These ads ran without a disclaimer,≤100,1
126740234126464,Acıkuyu TV,These ads ran without a disclaimer,≤100,2
104743447682280,Indigenous Peoples Rights International,These ads ran without a disclaimer,≤100,3
100643339163204,Berat POÇAN Konya Bakkallar Bayiler ve Kuruyemişçiler Odası Başkan Adayı,These ads ran without a disclaimer,≤100,1
164936053371927,WhatsApp Business 379827380,These ads ran without a disclaimer,≤100,1
104964878619618,Aydın Bülten,These ads ran without a disclaimer,≤100,1
102965112644739,Haticegurbulak,These ads ran without a disclaimer,≤100,1
100994765608411,INN WORD Revival Now,These ads ran without a disclaimer,≤100,1
102392755678934,kinamustaffa.co,These ads ran without a disclaimer,≤100,1
103705338689767,Adayprofilcom,These ads ran without a disclaimer,≤100,1
423769977748143,Semih Gürsoy Social Media,Semih Gürsoy Social Media,≤100,1
109637288789871,centilmenstagram,These ads ran without a disclaimer,≤100,1
102019301673697,isimsehirolay,These ads ran without a disclaimer,≤100,1
105501717556443,Kahramanmaraş Komple Teknik Servis,These ads ran without a disclaimer,≤100,1
198676813589711,Tamam Meyhane,These ads ran without a disclaimer,≤100,1
108014078880672,Birtıklahabercom,These ads ran without a disclaimer,≤100,1
325625080922331,فارس التمو,These ads ran without a disclaimer,≤100,1
106681729015699,Hakan Yağcıoğlu,These ads ran without a disclaimer,≤100,1
248873432277579,Özgür öztürk,These ads ran without a disclaimer,≤100,1
0,Instagram User 4009536347,These ads ran without a disclaimer,≤100,1
115183786562173,Pursaklar 7/24 HABER,These ads ran without a disclaimer,≤100,1
108778351428216,الشيخ محمد الصغير - Sheikh Mohamed Al Sagheer,These ads ran without a disclaimer,≤100,2
106243731218903,tip_burdur,These ads ran without a disclaimer,≤100,1
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100,3
241999692321531,egemenbulent.turkmen,These ads ran without a disclaimer,≤100,1
201367979737109,atila_karakulah,These ads ran without a disclaimer,≤100,1
