Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
108020140665016,Perekonomian Maju,Erma Dewi Endriasari,2896920,135
391867457575209,Info PPPK dan CPNS 2021,These ads ran without a disclaimer,2888645,38
321941644576013,PKS Pondok Aren,Muhammad Afifi,2879910,29
102637581380448,Berita Tanah Air,These ads ran without a disclaimer,2864532,184
262476484690850,TAMAN ZAKAT,Rico Volta Rionardo,2864196,3
171375612927160,Badan Amil Zakat Nasional (BAZNAS),These ads ran without a disclaimer,2861125,4
100437361824600,Sidoarjo Makmur Bersama Kelana Astutik,Ayu Mandarasari,2856540,65
101433369464014,Talang Institute,Yayasan Infobox,2852989,1
599104426883361,PDI Perjuangan Jawa Timur,PDI PERJUANGAN JAWA TIMUR,2849994,11
101045122003661,Doktor Sutarto Center,Doktor Sutarto,2842971,9
134278719946186,Bayer,These ads ran without a disclaimer,2841451,9
111810711276198,Sobat Airlangga Hartarto,Anggi Nugraha,2819642,25
108061912148,ICAEW South East Asia,These ads ran without a disclaimer,2818708,3
103455751339276,Rusdy Mastura,Machatir Mastura,2809461,25
108266491726072,Massripedia,Sriyanto,2809282,44
110771227439502,Teman Sandi,Miftakhul Ansori,2804034,87
105758354730618,RP deco ehf.,These ads ran without a disclaimer,2800815,1
103173365416277,Pupuk Organik Eco Farming,These ads ran without a disclaimer,2798330,1
300594443651586,DPC Partai Demokrat Situbondo,Janur Ananda,2785736,34
943582079138602,Onetwocode Indonesia,These ads ran without a disclaimer,2784284,17
107934438784675,Berani Bersuara,Antonius Maghu Ate,2780997,7
109588678133197,Travelling Indonesia,Jamal Mirdad,2776287,12
101866128977837,Belajar Pemilu,Muhammad Basir,2764333,13
1556371424470815,Seputar Malang,Dinni Anggraeni,2761951,70
304496983408520,Arief Adi Wibowo,Arief Adi Wibowo,2757931,28
343459706117402,Word Collect,These ads ran without a disclaimer,2757736,3
1681740012089921,Nasrul Abit Untuk Sumbar Unggul,"Drs. H. Nasrul Abit, MBA",2749315,20
105433402385519,"Dasril, SP",Darwis,2749060,29
100602354900598,"H. Agustiar Sabran, S.Kom",Sesa Mareki,2745526,5
561744350652780,Exceptional ALIEN,These ads ran without a disclaimer,2733750,2
102037134994941,Helo ID Ads,These ads ran without a disclaimer,2731261,2
220201701708697,Bar Approx 將進酒 09%,These ads ran without a disclaimer,2726618,1
111967013731903,Goldwind,These ads ran without a disclaimer,2714913,7
358266850972179,Centaline Property Agency Limited,These ads ran without a disclaimer,2713210,1
104563194242253,Enjoy Jateng,Bayu Wicaksono,2705869,170
106064921715947,Incanto restaurante,These ads ran without a disclaimer,2704983,2
113577590302274,Info LP3I Kupang,Yoseph Gonang,2699018,2
460568100664705,LPK BinaCerdas,These ads ran without a disclaimer,2686860,15
138156373243965,Nasarudin.SH.MH,"Nasarudin, SH, MH",2686398,20
20373776304,WWF,These ads ran without a disclaimer,2682609,16
103318291764460,Agniasari.Hijabs,These ads ran without a disclaimer,2677179,24
101594114697837,Sudut Energi,Sudut Energi,2674296,72
265834267641944,Fracaso con F de faso,These ads ran without a disclaimer,2672418,3
215523371842295,Xpresi BCA,These ads ran without a disclaimer,2664510,7
105818752347206,Teman Airlangga Hartarto,These ads ran without a disclaimer,2649456,23
100752995132227,Chamdi Ali Tumenggung Mayang,Elnino Mohamad Husein Mohi,2648103,33
100789505214839,Nurdiansyah Dimas,Nurdiansyah,2642839,8
101418501388558,Malang Kita,Dinni Anggraeni,2642507,67
245780358923134,Encore Films Indonesia,These ads ran without a disclaimer,2637054,1
102320015459101,Bisnis Syariah Profesional,These ads ran without a disclaimer,2635607,3
102861954885522,Tonny Junus,Renddy Rais Junus,2634207,19
101938411621191,H Rusli & KH M Fadhlan Asy'ari,H. Rusli,2632868,22
100406078670988,Bimbingan PPPK 2022,These ads ran without a disclaimer,2629247,14
465526053602470,GovInsider,These ads ran without a disclaimer,2627511,2
347197619804820,Sungrow FPV,These ads ran without a disclaimer,2626636,2
104830667806476,Melihat Indonesia,Bagas Wisnu Saputro,2622795,11
121784041222673,Greeneration Foundation,These ads ran without a disclaimer,2620217,6
1548416472122591,"Ocu Repol, S.Ag",Rudi Saputra,2617268,13
1553674421349321,Polling Nusantara,These ads ran without a disclaimer,2607522,25
110975187401914,Calon Bos,These ads ran without a disclaimer,2601126,9
333711983956998,Erwin Aksa,These ads ran without a disclaimer,2595416,1
147972081925620,IESF - International Esports Federation,These ads ran without a disclaimer,2594209,1
108585774014177,SidoarjoKita,Aria Adiputra Arifin,2592767,16
632958333803806,Laju Peduli,These ads ran without a disclaimer,2587245,2
101877275970496,Jembatan infaq santri,Yayasan Dauman Quran Indonesia,2587009,30
1176965402355042,PKS Cirebon,Syubhan Sadanur,2582391,13
113184754606136,Kinrot Profit Info,These ads ran without a disclaimer,2581700,3
558581871257535,DOA IBU,These ads ran without a disclaimer,2581343,14
761100770594565,Springhill Group,These ads ran without a disclaimer,2578266,1
202878143647360,MGallery Hotel Collection,These ads ran without a disclaimer,2575456,2
103455751339276,Rusdy Mastura,Rusdy Mastura,2574375,57
435041977026352,Licorera La Roca,These ads ran without a disclaimer,2573569,2
126721610328372,Cagan Nano - Pengobatan Penyakit Liver Nomor 1 Indonesia,These ads ran without a disclaimer,2570386,3
102702374853042,Yudha Seputar Indrapura,Pranaya Yudha Mahardhika,2568291,33
1532814013693058,Wakaf Salman ITB,These ads ran without a disclaimer,2565760,5
265345800469382,Hyundai Motor Group,These ads ran without a disclaimer,2559098,9
327907361490148,Manumpak NL T,These ads ran without a disclaimer,2559013,25
109857350898062,revenoir.id,These ads ran without a disclaimer,2556091,41
717500811744223,LQ Indonesia Law Firm,LQ Indonesia Law Firm,2555938,6
451256781884275,Klondike Adventures,These ads ran without a disclaimer,2553266,1
113784910070205,Herry properti,These ads ran without a disclaimer,2552613,4
320858334728047,Partai Solidaritas Indonesia,These ads ran without a disclaimer,2548944,3
345891679488462,Chairul Anwar,Fauzi Hermansyah,2543867,69
104453578145428,ShafeeStore,These ads ran without a disclaimer,2541882,5
112631157052216,Mahyunadi-Kinsu,Nasruddin Arsyad,2534460,22
202916430416468,Traval,These ads ran without a disclaimer,2533404,10
100879728277263,100 Juta Like Fans Berat Jokowi-Ahok,H. Dimjati,2528460,51
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Ibnu Hamzah,2528337,4
1653732648212830,One Pride MMA,These ads ran without a disclaimer,2525906,1
1419236281714929,Andrei Angouw,Andrei Angouw,2524830,8
44385742338,John Hardy,These ads ran without a disclaimer,2521806,1
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,2520441,22
105078775340816,Satuan Tugas UU Cipta Kerja,Satuan Tugas UU Cipta Kerja,2517545,53
753113741702235,Tomy Andri Zulpa,Tomy Andri Zulpa,2516811,54
1829074844007587,ATC,These ads ran without a disclaimer,2512849,1
162775218950,Indonesia Commodity & Derivatives Exchange Group - ICDX Group,Indonesia Commodity and Derivatives Exchange (ICDX),2512320,25
102459931791514,Scents Etc,These ads ran without a disclaimer,2508126,2
101679605146370,Fakta Duniaa,These ads ran without a disclaimer,2507916,48
103736474917687,Kalteng TOLAK Politik UANG,Saman,2500000,3
101285652874555,Zahni Hafizh Atsari,Partai Solidaritas Indonesia,2500000,2
1959960104257176,Ariyo Bimmo,Partai Solidaritas Indonesia,2500000,1
1100689379993087,DPD PSI Kota Makassar,Partai Solidaritas Indonesia,2499996,2
102911052676489,Muhri Fauzi Hafiz,Partai Solidaritas Indonesia,2499990,2
695424653897661,Satia Chandra Wiguna,Partai Solidaritas Indonesia,2499976,2
113307277699173,Info Kebumen Ngapak,Bayu Wicaksono,2496164,164
102380741993406,Inside Growth,These ads ran without a disclaimer,2494624,2
101414535360571,Raise Three Fingers,These ads ran without a disclaimer,2490962,16
440459709390224,Hitachi Energy,These ads ran without a disclaimer,2489820,46
632561713457871,Satria Zhang,These ads ran without a disclaimer,2488421,48
100889322590952,عطر الكلام,These ads ran without a disclaimer,2482488,2
117784406731526,Pusat Informasi Pc-Pen,Erma Dewi Endriasari,2481305,68
349920542118450,Redfish,These ads ran without a disclaimer,2470135,3
108144304016750,Mas Oji Foundation,These ads ran without a disclaimer,2467608,12
101691498138676,DPD Partai Demokrat Kalbar,Fornestor Mindaw,2454578,10
1071894852837903,Dewan Pimpinan Pusat PROJO,Roysepta Abimanyu,2454009,21
316004665155000,SAP,These ads ran without a disclaimer,2430577,2
100162086120154,Reglow dr Sindy,These ads ran without a disclaimer,2429282,16
108180331047792,DutaMpo Slot Terbagus,These ads ran without a disclaimer,2428156,1
109534037484378,Ratnawati Official,Muhamad Mubaroq,2420274,6
630609957089671,Klinikita Kalipancur Kota Semarang,These ads ran without a disclaimer,2416743,14
100886268266395,SimulaM,These ads ran without a disclaimer,2412548,1
867962259958927,Airinum,These ads ran without a disclaimer,2411869,133
100978591387900,Partai Gelora Bali,Fatkur Rohman,2409694,8
545551905862878,Citra Kualita Perdana,These ads ran without a disclaimer,2409151,1
1803753293185915,Sarana Jaya,These ads ran without a disclaimer,2408922,20
104915254662730,AronSubandrio,"Aron, SH",2407510,24
118592938221174,ZTE Corporation,These ads ran without a disclaimer,2406173,8
102498379057030,Muhammad Lokot Nasution,T Irfan Muttaqien,2389992,25
123546032572,Eppendorf Group,These ads ran without a disclaimer,2388544,7
107680961915740,Rumah Kita Sumsel,Syahrul Wijaya Kusuma,2387640,6
108325435150373,Rumah Kita Lampung,Syahrul Wijaya Kusuma,2385494,7
582552825430904,EcoNusa Foundation,EcoNusa Foundation,2382953,5
372634879599800,Olymp Trade,These ads ran without a disclaimer,2377647,8
2203077676679688,Indonesia Bersatu,Anggi Nugraha,2376018,21
1851779368173044,Ilham Azikin,Dio Safrial Truna,2374405,10
108271547968882,ACT - Solidaritas Kemanusiaan Dunia Islam,These ads ran without a disclaimer,2368131,30
723253267879172,TemuMedia.com,Rudi Candra,2367658,9
202555993805088,Caption,Septian Raharjo,2365773,24
112827763561308,Shokid Indonesia,These ads ran without a disclaimer,2365611,1
256096381430228,DreamWorks Asia Pacific,These ads ran without a disclaimer,2362505,2
105294948521894,Aplikasi teratas,These ads ran without a disclaimer,2362505,2
674727232558877,Nusa Putra University,These ads ran without a disclaimer,2359130,3
102149968254864,Sinergi KEPRI,These ads ran without a disclaimer,2348225,7
104682471330657,Moncer GO WIB,These ads ran without a disclaimer,2341693,41
112121101796090,Opini 2024,Opini 2024,2335332,68
402728146411083,KOBARKSB.com,PT Media Arus Tengah Anorawi,2334904,28
107860238046458,feliz.realty,Feliz Realty,2334205,21
103600581570232,L. M Raji'un Tumada & H.La Pili,Isan Irfandi,2332372,8
842577585871201,Yayasan Odesa Indonesia,These ads ran without a disclaimer,2330704,57
101897298219284,Kang Sanuji,Irgi Ferdiansyah,2327552,42
104059522383148,Golkar Bangka Barat,Golkar Bangka Barat,2325543,21
100246718451350,Pekalongan Raya ID,Bayu Wicaksono,2324549,128
105396477935054,KustiniDanang,Anggun Catur Sakti,2312288,216
100877568428442,Ipnu Pangesti Aji,Ipnu Pangesti Aji,2309299,43
374090222749523,Prananda Paloh,These ads ran without a disclaimer,2307318,19
109632911383035,SadulurAirlangga2024,Synthesa,2304459,27
100855181487289,EAZY Property,These ads ran without a disclaimer,2304209,15
101933228553428,ACT Jawa Tengah,These ads ran without a disclaimer,2303008,53
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",2301201,13
101053572540830,Sahabat Inspirasi,Syahrul Wijaya Kusuma,2293162,6
111335038951442,Sapawarga Kota Surabaya,Dinni Anggraeni,2292878,18
445978128763132,RS EMC,EMC Hospitals,2292069,7
217934864971247,Kementerian Keuangan Republik Indonesia,These ads ran without a disclaimer,2282553,3
107286223667,Kurt Geiger,These ads ran without a disclaimer,2281347,3
107144488113022,Study In Hong Kong,These ads ran without a disclaimer,2276210,5
101376085001061,Abi Bahrun - Herman,Arik Jatmiko,2272703,23
102236494978464,Jum Riadi,Jalkotku,2272318,26
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,2267894,3
735179230603344,Rahmat Dermawan,Rahmat Dermawan,2267280,54
100162738241949,Xu Zeyu,These ads ran without a disclaimer,2266169,14
1998901183771358,Kopi Kenangan,These ads ran without a disclaimer,2260620,1
103447364840368,SAPUAN WASRI,Rudiansyah,2258944,15
133143383376718,Kementerian Investasi/BKPM,Cindy Claudia,2257268,4
108383084827618,Sahabat Anis Matta,These ads ran without a disclaimer,2245454,2
109670673892872,Misutabin 1990,"Shelly Tyza Marsella, AM.Keb",2237731,6
229584730414018,VenSai Enterprises Inc.,These ads ran without a disclaimer,2225069,3
101090102753324,Sahabat Reglow Indonesia,These ads ran without a disclaimer,2221114,13
370740413464549,AAT,These ads ran without a disclaimer,2220408,1
148475051852754,Rockefeller Foundation,These ads ran without a disclaimer,2219992,18
428651910842012,Chandra Bagaskara,Arrazi Nugraha,2216119,5
103185495889332,galbay_pinjol_ajaib_syariah_,These ads ran without a disclaimer,2216030,6
253081841552604,Madurasa Indonesia,These ads ran without a disclaimer,2210425,4
1132036383505927,Bangga Surabaya,Dinni Anggraeni,2209723,14
126940441311348,Agung Nugroho,Agung Nugroho,2205773,98
114661177881925,360e.io,These ads ran without a disclaimer,2205464,4
925007000949719,ExxonMobil,These ads ran without a disclaimer,2197129,2
106154514316138,Cilegon Mulia,Rindu Firdaus,2196806,30
1754663564640489,Ekotech Group,These ads ran without a disclaimer,2194196,3
618378491916251,Sahabat Mataram,These ads ran without a disclaimer,2194037,42
104709238179247,Pusat Kontak Layanan Kemenkeu PRIME,These ads ran without a disclaimer,2186457,1
1576741522571366,Domino QiuQiu,These ads ran without a disclaimer,2186418,1
101614351719184,Dollah Mando,Dollah Mando,2183071,28
112417251582480,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,2170232,27
113198437002541,Jaktour Group,These ads ran without a disclaimer,2169645,5
102974568702538,TOYO4d: Slot terlengkap,Desmi Indari,2162812,1
920076614821735,Propolis Hepro Indonesia,These ads ran without a disclaimer,2162754,7
512778775529694,Foreign Policy Community of Indonesia,These ads ran without a disclaimer,2161535,3
104799384898162,Indonesia Berkabar,Bagas Wisnu Saputro,2161233,13
110952238516382,Kiki Daliyo,Kiki Daliyo,2159217,47
2737071922975168,International Conference on Cohesive Societies,These ads ran without a disclaimer,2149734,2
570245439831946,Tolak Jadi Target,These ads ran without a disclaimer,2137496,8
109310244256032,jayawibawadenpasar,I Putu Ekayana Paramardika,2136869,13
1414515485454171,"Indonesian Service, China Radio International",These ads ran without a disclaimer,2131163,23
113327874594494,Ricky Ham,Ricky Ham,2130260,4
115172986937042,NasDem Gorontalo,Alyun Hasan Hippy,2129295,22
259179238292186,Nyari Presiden 2024,Galih Kurniawan,2126094,49
1648256642057724,NU Care - LAZISNU,These ads ran without a disclaimer,2122733,5
102230528028564,Domba Aqiqah/Guling/Catering,These ads ran without a disclaimer,2112723,3
117578365203,Danang Wicaksana Sulistya - DWS,dwscenter,2109611,22
106920001531083,Filosofi Jateng,Bagas Wisnu Saputro,2109371,15
100622212610553,Bolo Ganjar Pranowo,Syahrul Wijaya Kusuma,2108602,4
102133585059378,Sleman Yang Sembada,Nur Andi Prasetia,2106599,19
1481421158829922,Barrister Selim Altaf George MP,These ads ran without a disclaimer,2100575,2
108814211436932,Mitra Usaha Gojek,These ads ran without a disclaimer,2099371,2
101800132521322,BAS 4 ILUNI FISIP UI,Teman Muni,2098018,41
107704247419682,Junaidi SP,"Junaidi, SP",2096480,26
114686881544937,Corset 𝐈𝐆,These ads ran without a disclaimer,2095042,38
215746401869285,Aktual.com,Tirta Atmadinata,2095040,106
109662690611968,Machfud Arifin,Nur Hakim,2094445,24
105511122295964,"Muhammad Syauqie., S.Hut",Iwang Mujiono,2091443,17
387407131343506,Bosch Indonesia,These ads ran without a disclaimer,2090898,1
432336723640228,BANK BRI,These ads ran without a disclaimer,2089478,4
100980024922727,Rumah Sulteng,Machatir Mastura,2088036,21
107318141100190,Semarang Raya Terkini,Garit Pamenang,2085229,124
104514501439098,Lebah TV,Sumarni,2085000,10
106796044213461,Ayu Andira,Bagas Wisnu Saputro,2082883,13
104755654775363,Alfagift,These ads ran without a disclaimer,2080022,2
102085139285400,PT. Wisata Iman Tour & Travel - Travel Exclusive 0811 532 7777,These ads ran without a disclaimer,2072438,1
111121764054637,Pantas Untuk Kotim,Muhammad Hamdi,2070228,8
300085103441545,Lensa Edwin Pratama,Edwin Pratama Putra,2069497,12
92002408346,Belajar Bahasa Arab,These ads ran without a disclaimer,2069456,5
884058315070831,Maxco,These ads ran without a disclaimer,2069254,1
105289414876985,Uang besar1,These ads ran without a disclaimer,2062716,1
109279438511538,keceproperty,These ads ran without a disclaimer,2058415,5
114613810379837,Ade Cecep,Fahmi Fauzi,2054542,27
711009978986796,广交会,These ads ran without a disclaimer,2052884,4
115120346959007,rusdy_mastura,Rusdy Mastura,2045614,33
971238006285182,Balon Angkasa,These ads ran without a disclaimer,2044139,6
216604452329165,FBS CopyTrade,These ads ran without a disclaimer,2036922,15
102194421729481,bacanghalal,These ads ran without a disclaimer,2035939,34
109474303854084,Samarinda Kota Pusat Peradaban,Tim Media,2029697,121
925472627568726,Hj Putu Selly Andayani,Selly Tgh Manan,2025217,26
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,2021563,86
105424640803008,TRT World Forum,These ads ran without a disclaimer,2018676,52
180680212466318,Ir. H. MIAN,Ir. H. MIAN,2010000,22
431869737011234,Tentang Golkar,Tentang Golkar,2008496,101
112882433783067,VPN Free,These ads ran without a disclaimer,2007412,8
106446874257621,HKTI Indonesia,Kadin Indonesia,2007226,14
111005294020646,I love Bontang,Adipt Maraja,2005552,31
543094819962918,Beritapusatcom,Aditiya Sulistiawan,2000755,11
1357693677594211,A Muhaimin Iskandar,Media Center PKB,2000000,3
116937558047898,Jateng Bersahabat,Dwi Wantoro,2000000,2
104513285970973,Jateng Berwarna,Dwi Wantoro,1999998,2
363613471142730,Ocean Plastic Prevention Accelerator,Duala Oktoriani,1999338,1
359362194852961,Ujang Giri,Ujang Giri,1995952,4
112038117937701,Ambarketawang Makmur,Penalar Arif Budiman,1995459,3
39535177758,Twilio,These ads ran without a disclaimer,1991975,4
105479874623560,Zayed Award For Human Fraternity,These ads ran without a disclaimer,1991238,14
103886725073257,Kpop4Planet,These ads ran without a disclaimer,1988906,5
116357131050852,Rumah Kita jambi,Syahrul Wijaya Kusuma,1986750,4
245590742616822,BPS Provinsi Jawa Barat,BPS Jabar,1986588,37
690544084634682,"H. Endro Dwi Cahyono, ST.",Endro Cahyono,1986091,22
108823410963200,Rejang Lebong Bergerak,Fitrah Subarkah,1985968,3
203670716374733,Mardani Ali Sera,Haldi Zusrijan Panjaitan,1983905,3
107799574074521,Rachmat Gobel Chanel,Alyun Hasan Hippy,1981263,32
111479633936192,Amanat Institute,These ads ran without a disclaimer,1978145,13
110890741495391,Indonesiamu Indonesiaku,Arrazi Nugraha,1976480,4
102039605599136,Gerakan Berkah,Erma Dewi Endriasari,1973843,99
108831140514385,Relawan Merah Putih,Machatir Mastura,1972838,29
157296161100055,PKS Sumbar,Basuki,1972210,3
193394557345243,Devex,These ads ran without a disclaimer,1970712,56
1448634078593450,Pluang,These ads ran without a disclaimer,1964470,2
104649245492872,Modoc ID,These ads ran without a disclaimer,1963836,1
454368994983849,Enterprising China,These ads ran without a disclaimer,1963002,4
454443728018581,Darmansyah Husein,Ilman Nafian,1958662,19
518967181468305,PKS Sumut,PKS Sumut,1958136,4
317039485162301,Koran Kendal,These ads ran without a disclaimer,1955948,67
109957120927850,Internal IG Analytics,These ads ran without a disclaimer,1951635,1
895727830637189,Relawan Puan 2024,Miftakhul Ansori,1949873,41
404191936279355,Andre Rosiade,Rajiva Baskoro,1948999,18
160973174506360,Baharuddin Demmu,Baharuddin Demmu,1948665,23
107203148110541,Action Speaks Louder,These ads ran without a disclaimer,1945471,6
108676115131939,Nusantara Cerdas,Syahrul Wijaya Kusuma,1945313,4
107445484072695,Indonesia Cerah,These ads ran without a disclaimer,1944588,5
604831413019573,AIONCLOUD,These ads ran without a disclaimer,1941385,2
101034382908297,Pradita.Info,These ads ran without a disclaimer,1941345,1
263756284473237,Zulfikar Arse Sadikin,Cak Zul,1939994,11
106494081255130,Rycko-Jos untuk Bandar Lampung BARU,Haldi Zusrijan Panjaitan,1937243,3
106819071134947,Lamhot Sinaga,Oki Ohara Sibarani,1931886,13
106974660663067,Zaina Store,These ads ran without a disclaimer,1930960,2
104781691335056,Mieendperwira,Romli Rukmana,1929827,36
101726745880907,Kita Satu Hati,Kita Satu Hati,1926547,7
107705162204156,Komisi Pemilihan Umum Kabupaten Kutai Kartanegara,Ria Rosianna Simbolon,1917936,9
101171689515424,Pasha Ismaya Sukardi - fanpage,Pasha Ismaya Sukardi,1916384,8
101032088630709,Info Seputar Indonesia,These ads ran without a disclaimer,1909322,18
290240518578520,PT Berkah Finteck Syariah,These ads ran without a disclaimer,1907613,1
105431761530195,Burmalis Ilyas,Burmalis Ilyas,1902957,24
50461955643,UNSW,These ads ran without a disclaimer,1901904,8
141902416250214,MOSH Recipe Indonesia,MOSH,1896666,4
111194213821104,Pecinta Negeri Syam,These ads ran without a disclaimer,1895407,1
111453084048531,Data Mandalika,Krisnata Dwi Fahmi,1889967,81
100942418504286,HKUST PPOL,These ads ran without a disclaimer,1888007,4
110418571120124,Zida Trend,These ads ran without a disclaimer,1883609,3
745461478942285,Toko Lux Audio Sound System,These ads ran without a disclaimer,1880000,2
121747729328331,Truth can save your life,These ads ran without a disclaimer,1874962,3
164882486874333,antaranews.com,These ads ran without a disclaimer,1874820,6
104305594468593,Urbantown Serpong,These ads ran without a disclaimer,1873399,4
1414391618777449,Okey Wash Laundry Bogor,These ads ran without a disclaimer,1866191,4
106920001531083,Filosofi Jateng,Bayu Wicaksono,1865986,71
1880714162259239,Pondok Tahfidz Al-Qur'an Karangmojo Ponorogo,These ads ran without a disclaimer,1863734,1
435227463728531,beijing.institute,These ads ran without a disclaimer,1862770,3
109861614228808,Media Center Tiva Kemakmuran #01,Ramlan Mursalim,1861307,32
147555216186069,Christina Aryani,Ayudina Rasmila,1859888,22
105308715676825,Filosofi Indonesia,Bayu Wicaksono,1850670,86
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,1848528,5
103204201368144,Realitas Online,Realitas Online,1848095,42
106647992173984,Andi Dian Putra,Horas Kasih Sirait,1844425,5
1579296925726224,Athea Sarastiani,M.Riadi,1842462,22
103248962702683,Kemal Prabaswara Putra,Kemal Prabaswara Putra,1842227,11
106331474473738,Esport Mobile,These ads ran without a disclaimer,1835795,2
609532989701819,Dr. H. Basuki Rahmat,These ads ran without a disclaimer,1830639,14
153913844764991,NL Alumni Network Indonesia,These ads ran without a disclaimer,1829565,1
1840354949352594,IMA Asia Pacific,These ads ran without a disclaimer,1826784,7
1639088469637283,Unitar CIFAL Jeju,These ads ran without a disclaimer,1823911,7
111851690225624,Dosmar Banjarnahor,These ads ran without a disclaimer,1821560,3
355705005044735,Seputar milenial Surabaya,Eddy Widjaja,1820064,15
100509261780505,"Hendra Budian, S.H.",Hendra Budian,1818125,12
110374910559926,Jaringan Bonus Demografi,These ads ran without a disclaimer,1816526,6
100683085133073,Erabaru Tanah Datar,Aryandie,1814929,5
112742168383756,Modalreceh2023,These ads ran without a disclaimer,1808832,1
101501441351449,"Kasmarni, S.Sos.,MMP",Devi,1804322,25
162072221160805,Panti Asuhan Al-Amanah Nusantara,Agus Priyono,1800073,3
101721718264239,Rusdy Mastura Channel,Machatir Mastura,1799067,17
581812981838021,湖南卫视 芒果TV,These ads ran without a disclaimer,1798440,31
110405548120478,Mahad Daar Asy-Syifa,These ads ran without a disclaimer,1797878,8
102503864659115,Journal Of Development,These ads ran without a disclaimer,1796575,3
105872470784088,Wastu Kencana MxNi,Agustinus Rustantio,1795797,289
121523405124949,Honkai Impact 3,These ads ran without a disclaimer,1790955,1
102623648927185,EmakPrener,These ads ran without a disclaimer,1788790,8
102326528843066,Aheruddin,"Aheruddin, SE ,, ME",1787651,19
511682722503288,KM & Partners - IT And Procurement Consultant,Khalid Mustafa,1784509,17
102479598279754,Poros Langit,Machatir Mastura,1782957,21
49097068129,GlobalXtreme,These ads ran without a disclaimer,1782510,4
114460673670696,Pati Raya ID,Bayu Wicaksono,1781371,108
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,1779337,54
231674263971141,Cynking Domino Gaple,These ads ran without a disclaimer,1775547,2
108405264410703,Tribun berita,These ads ran without a disclaimer,1775547,1
104551891580390,Fahira Idris,Ananda Wandra,1775051,3
115623183473391,Kita dan Bumi,These ads ran without a disclaimer,1774545,5
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,1767854,8
110677990767274,Aikyme.catalog,These ads ran without a disclaimer,1761835,26
100112178513271,CASsummit2021,These ads ran without a disclaimer,1760957,6
2049303772012514,DSM Personal Care & Beauty,These ads ran without a disclaimer,1760518,10
107545384330853,Sahabat Adi Sukemi,Rudi Saputra,1756841,5
116051509767396,headlinekaltim.co,headlinekaltim.co,1754079,1193
110547131467051,Ikfina Fahmawati,Dinni Anggraeni,1753945,21
110771227439502,Teman Sandi,Mohammad Izur Islami,1749029,44
101048378472504,Muhrim Malinau,Greta Pike Mohammad,1746494,19
100395999223033,RumpiinPolitik,These ads ran without a disclaimer,1739786,3
113460643813822,Untaian Nasihat Anis Matta,These ads ran without a disclaimer,1734776,2
334379983624744,Politik Today,Muhammad Reza Kurniawan,1732486,49
108731924690921,Eastern Standard Times,These ads ran without a disclaimer,1731526,2
99984862969,Maher Zain,These ads ran without a disclaimer,1716852,1
100634344801574,Gus Raharjo,Garit Pamenang,1715460,6
286082008970276,Diksar Satpam Pataka Sriwijaya,These ads ran without a disclaimer,1713962,5
489169671219479,Trimegah Sekuritas,These ads ran without a disclaimer,1713874,1
248767351880869,Sophos,These ads ran without a disclaimer,1712039,13
108806398152938,U-Tes,u-tes,1711925,17
108615321758359,Kita LaNyalla,Darwis Embong Bulan,1710602,7
102211979093712,EdHeroes,These ads ran without a disclaimer,1707563,9
109627572499922,Pegipegi,These ads ran without a disclaimer,1705699,1
1289418137887458,Andalin ID,These ads ran without a disclaimer,1705172,8
522550394872544,"M Sarmuji, SE., MSi.",These ads ran without a disclaimer,1704011,3
268269736996700,Teras Jabar,"Nanang Syaefudin, S.Sos, M.Si",1703153,23
101109681382211,Sengaja Budi Syukur,Sengaja Budi Syukur,1699999,2
1593820680884174,Ocean Generation,These ads ran without a disclaimer,1695275,8
203730096887018,Starprint,Halim Perdana,1693827,6
107704247419682,Junaidi SP,Rany Intan,1692373,25
102784362213173,Kekuatan Wong CIlik,These ads ran without a disclaimer,1692104,98
2043698559177668,Neenaabooboo,These ads ran without a disclaimer,1692043,1
141186939278716,대한민국 고용노동부,These ads ran without a disclaimer,1691467,3
225277041244612,Uniper,These ads ran without a disclaimer,1684575,2
100288525151094,Info Selatan Papua,Pujiono,1684426,4
169154048062911,Topik Indonesia,These ads ran without a disclaimer,1684006,4
168811439104,Thomson Reuters Foundation News,These ads ran without a disclaimer,1683829,7
103003054956300,Moeses,Ayi Setiawan,1682464,2
102656349157647,Tugimanisme,Bayu Wicaksono,1681880,6
435976016955754,Ben-ujang,Ben Brahim S Bahat,1680281,15
400959557186138,Sidoarjo Understand,Dihan Fitrianto,1678999,14
100382831742864,Dr. HM. Nursiah,M. Roby Satriawan,1678751,9
327254874730071,Layar.news,Layar Citra Lestari,1678127,22
109362318169174,German Information Centre Southeast Asia,These ads ran without a disclaimer,1672622,7
