Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
101206805854891,Daily Spokesman,These ads ran without a disclaimer,1372,1
105802328862185,Sfomarts,SFOMARTS,1370,2
100321135387435,Ahad Ashraf,These ads ran without a disclaimer,1365,2
111116680295990,Haji Ayaz Khan Tareen PP 105,These ads ran without a disclaimer,1359,1
95775573753,Frontiers,These ads ran without a disclaimer,1358,6
102046645153828,Umar GRD,These ads ran without a disclaimer,1357,1
1469752156670918,Youth China,These ads ran without a disclaimer,1347,1
2107858016193986,Voice of Sindh,Chamakta Sindh,1345,3
410677872312975,ICAP,These ads ran without a disclaimer,1340,3
497179674001260,Kancharla Bhupal Reddy,These ads ran without a disclaimer,1336,1
1747645498847073,Rana Ifttikhar Ul Hassan,Rana Mubashir,1336,2
200556896953333,Logical Counter,Logical Counter,1334,3
106119787773985,MEDIA TRIAL,Izhar Hameed Memon,1330,1
107703155980813,EarlyRise,These ads ran without a disclaimer,1328,6
1195191507161580,Senator Seemi Ezdi,Senator Seemi Ezdi,1328,6
9181619833,CES,These ads ran without a disclaimer,1328,2
101357795790802,oxfaminasia,These ads ran without a disclaimer,1316,1
330760764494579,Haji Shabbir Iqbal Australia International Student Educational  Migration,These ads ran without a disclaimer,1314,4
174225502778594,Paradise City Nowshera,These ads ran without a disclaimer,1310,3
106660431041533,Mental Health,These ads ran without a disclaimer,1303,2
111359301885444,Asas,These ads ran without a disclaimer,1300,2
112546234247801,Masud Alam,These ads ran without a disclaimer,1300,1
106401719488273,Ch.Muhammad Arshad Sahi offical,Ch.Muhammad Arshad Sahi offical,1300,3
168508139975104,CRI Türkçe,These ads ran without a disclaimer,1299,15
106565617470452,CSS Online with Nearpeer.org,These ads ran without a disclaimer,1287,1
789599201167162,Engr. Hamza Mahboob,These ads ran without a disclaimer,1286,1
1284542214977310,Maaz Quran Academy,These ads ran without a disclaimer,1285,2
102618379420389,I love Pakistan,These ads ran without a disclaimer,1281,2
165149914195728,Sh Usman Farooq - Official,These ads ran without a disclaimer,1276,1
122926067899614,Majeed Ghouri,These ads ran without a disclaimer,1273,5
143465663100,Pakistan Observer,These ads ran without a disclaimer,1273,1
101353555848656,Work Visa Online,These ads ran without a disclaimer,1264,1
104685942396497,The wourecht,Malik Shozab Hassan,1264,2
267240947385010,Farangis Music,These ads ran without a disclaimer,1263,6
852370551453606,GARP,These ads ran without a disclaimer,1262,2
295669264651973,Wajahat Ali Niazi,These ads ran without a disclaimer,1259,3
103119572156273,gtvmedia.pk,These ads ran without a disclaimer,1256,2
1210094289114225,Shahdara updates,These ads ran without a disclaimer,1252,2
100326426020619,ڈاکٹر قاسم محمود چوہدری,These ads ran without a disclaimer,1252,3
114099731551711,Syed Usman,These ads ran without a disclaimer,1252,1
559757160829105,ASEFEdu,These ads ran without a disclaimer,1250,1
444192109699509,JAZBA,These ads ran without a disclaimer,1249,1
233204586780178,Fact Publications,These ads ran without a disclaimer,1244,2
323105774539149,Arif Qureshi PPP,Arsalan Anwer,1241,1
110658238626339,KK-48,These ads ran without a disclaimer,1240,12
102974061428721,Apni Party Pakistan,These ads ran without a disclaimer,1231,1
109827332009768,Wise Pakistan,These ads ran without a disclaimer,1228,3
171017623454797,Erica Robin,These ads ran without a disclaimer,1227,1
782009535150578,Swabi Nama News.صوابی نامہ نيوز,These ads ran without a disclaimer,1218,1
101456576273441,PP112 Supports,These ads ran without a disclaimer,1212,1
109587351856943,"World knowledge , NTS, PPSC preparation",These ads ran without a disclaimer,1212,1
470941926440539,Iqra Driving Institute,These ads ran without a disclaimer,1206,2
105643528919703,Pakistan Shoutout,Raja Muhammad Jawad,1205,5
103100475771378,Isi,These ads ran without a disclaimer,1201,2
110078248723789,The Memon Tv HD,Muhammad Salman,1200,1
101523172675106,Rizwan Rehmani Crime Reporter,These ads ran without a disclaimer,1200,1
513942732281669,Ali Salman PTI,These ads ran without a disclaimer,1200,1
197921003552954,Azadi Digital,Azadi Digital,1200,2
113440988409395,Irfan Aziz,These ads ran without a disclaimer,1200,1
110735731944262,India time,These ads ran without a disclaimer,1199,1
536511813117246,Rizwan Ahmed Haans Adv PP 214,Rizwan Ahmed Haans Adv PP 214,1199,2
109178858589489,Pro-Photo-Editor,These ads ran without a disclaimer,1194,3
106737117452742,Khaddar Makhdoom Pur,These ads ran without a disclaimer,1194,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,1190,6
119638734428379,Mr.X 𝔒𝔣𝔣𝔦𝔠𝔦𝔞𝔩,These ads ran without a disclaimer,1183,1
131789133499489,Khubaib Foundation,These ads ran without a disclaimer,1181,1
106012121105551,Sedhi Bat - Asim K Sath,These ads ran without a disclaimer,1173,1
100181386277305,Mazha06,These ads ran without a disclaimer,1169,2
104952004624711,Genesis Sustainable Future Ltd.,These ads ran without a disclaimer,1168,1
10606591490,TIME,These ads ran without a disclaimer,1166,3
1262472193762889,JOBS Alert,These ads ran without a disclaimer,1165,2
103669542339889,Arbab Zain Omar,These ads ran without a disclaimer,1164,2
2039988892948664,Ijaz Ahmad Proya PP-52,These ads ran without a disclaimer,1160,2
101887446018660,Anwaar Ul Haq Mughal_Official,These ads ran without a disclaimer,1160,2
207268042645317,Macquarie Group,These ads ran without a disclaimer,1159,5
100362026360661,_mariab_fatimab_,These ads ran without a disclaimer,1158,1
1961702694126977,Thar Institute of Technology Islamkot,These ads ran without a disclaimer,1155,2
104775311144210,Mehmood Khan Achakzai,These ads ran without a disclaimer,1153,1
104327665755773,dailyquotes_qfy,These ads ran without a disclaimer,1152,1
106012722215909,mohsen___hassani,These ads ran without a disclaimer,1152,3
112794927146269,Anern Solar Street Light & Solar Power System,These ads ran without a disclaimer,1152,1
1009259229137506,Malik Saqib Mehmood Mahay,These ads ran without a disclaimer,1146,1
8505118170,PETRONAS,These ads ran without a disclaimer,1144,2
103943279110361,BM_1175_t1,These ads ran without a disclaimer,1140,1
143839979598209,Sheikh Ahmed Bin Maqsood,These ads ran without a disclaimer,1138,1
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,1135,2
108298551569800,Farooq Ali Khan,These ads ran without a disclaimer,1135,2
105563898822245,Javed Rajjput,These ads ran without a disclaimer,1135,1
1591433164421320,Beco,These ads ran without a disclaimer,1135,1
139336407890,"StellarNet, Inc.",These ads ran without a disclaimer,1135,1
1212803735419247,Barrister Arshad Abdullah Khan,These ads ran without a disclaimer,1135,2
104415195692100,Syed Khubaib Zia,These ads ran without a disclaimer,1135,1
789394817776187,This is Hunan,These ads ran without a disclaimer,1135,2
348959252531514,Victim Of Press,These ads ran without a disclaimer,1135,2
112668928379774,Bonjour-31,These ads ran without a disclaimer,1135,1
33575580843,Microsoft Research,These ads ran without a disclaimer,1135,1
102344099161421,Hira,These ads ran without a disclaimer,1135,1
216675911695636,CRI Filipino Service,These ads ran without a disclaimer,1135,2
104918745707319,Xinghong 08,These ads ran without a disclaimer,1135,4
116225038048095,Magic1419-02,These ads ran without a disclaimer,1135,4
105278319070638,1111_tdd,These ads ran without a disclaimer,1135,4
104692778958773,vintagespirit_,These ads ran without a disclaimer,1135,1
101985378908440,Mohsin Balouch - PTI PP273,These ads ran without a disclaimer,1135,2
1928627900488789,Dankash,These ads ran without a disclaimer,1135,1
1011330092295265,Dera Ch Naveed Farooq Gondal                          ڈیرہ گوندلاں کنجاہ,These ads ran without a disclaimer,1135,2
106312952355406,Bonjour-23,These ads ran without a disclaimer,1135,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,1135,1
1484811075123691,Asarulislam,These ads ran without a disclaimer,1130,2
937241943091043,China Focus,These ads ran without a disclaimer,1129,3
786905818013925,Zeekay Films Offical,These ads ran without a disclaimer,1129,1
109791442047539,KK-49,These ads ran without a disclaimer,1129,12
206108649992341,Sahibzada MIAN ABDUL MALIK-Majan Saien,These ads ran without a disclaimer,1125,7
102774869260649,Tanji 10,These ads ran without a disclaimer,1115,10
116304634745813,Waqas Ahmad Butt,These ads ran without a disclaimer,1111,2
106526442036000,چوہدری محمد حسین جٹ,Noman Munir Siddiqui,1109,1
110702765272482,Magic1423-03,These ads ran without a disclaimer,1106,5
101459919098997,Chaudhry Atif Hussain,These ads ran without a disclaimer,1104,1
109707508181657,PTI Lovers,These ads ran without a disclaimer,1104,3
113955774966323,Desi Mundey,These ads ran without a disclaimer,1104,1
109293151891147,Syed Asif Ali,These ads ran without a disclaimer,1103,1
234808748447516,Republic News,Republic News,1103,2
110178478559996,Muhammad Usama Hamayoun,These ads ran without a disclaimer,1102,6
109277665232711,Awami Show,These ads ran without a disclaimer,1100,1
104607522302179,Nadeem khan,These ads ran without a disclaimer,1097,1
116308369063243,Kambria,These ads ran without a disclaimer,1095,4
111589191652435,Vote Abaan,These ads ran without a disclaimer,1094,1
100710492652288,Tint Glass Permit,These ads ran without a disclaimer,1093,1
109802805017578,Naveed Hussain چوہدری نوید حسین آرایئں,These ads ran without a disclaimer,1092,2
172811916079618,NICH - National Institute Of Child Health,These ads ran without a disclaimer,1090,5
212428362170262,"NGO & Civil Society Center, Asian Development Bank ADB",These ads ran without a disclaimer,1090,3
107734554385030,Noori Sons,These ads ran without a disclaimer,1085,6
177472265643603,Centre for the Improvement of Working Conditions & Environment,These ads ran without a disclaimer,1082,2
111320974880220,The Solution,These ads ran without a disclaimer,1079,3
107856508568466,Abid Welfare,These ads ran without a disclaimer,1071,1
108521048694837,sustained.lab,These ads ran without a disclaimer,1071,1
108350544421634,How&Why,These ads ran without a disclaimer,1071,2
1244705842263957,World Highways,These ads ran without a disclaimer,1071,2
152806008763269,ICO Airdrop Free Token Official,These ads ran without a disclaimer,1071,1
103658908677505,Pakistan Tehreek e Insaf Kallar Kahar,These ads ran without a disclaimer,1069,1
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,1068,2
106038895479659,Haji taher,These ads ran without a disclaimer,1067,1
103654295727831,Nadeem Anwar Associates,These ads ran without a disclaimer,1064,2
105943778815474,Online work visa,These ads ran without a disclaimer,1064,1
471203923633819,Marie Stopes Society - Pakistan,These ads ran without a disclaimer,1062,1
1531460407130144,Team Mian Faheem Altaf Advocate,These ads ran without a disclaimer,1062,2
116771984655433,Insafian,Nazaryati Insafian,1060,4
352348868792374,PCSIR CM&FT Centre DASKA,These ads ran without a disclaimer,1059,1
1066668970075070,Chaudhary Haider,These ads ran without a disclaimer,1054,3
108409425079537,Knowledge and Entertainment,Usman Sheikh,1050,2
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,1050,4
111813701748022,Mazi Hall,These ads ran without a disclaimer,1047,4
1443067615925365,Anila Ali,These ads ran without a disclaimer,1047,6
102878304613665,Global Heroes,These ads ran without a disclaimer,1047,1
243385523091421,Competent Boards,These ads ran without a disclaimer,1047,1
108453295296984,Zeeshan Ghani Sulehria Official,These ads ran without a disclaimer,1044,1
107678738939362,ihsas imdad program,These ads ran without a disclaimer,1044,2
116417107998758,Hajji Usman,These ads ran without a disclaimer,1041,1
111747148212781,Badshah,These ads ran without a disclaimer,1041,1
106231002413436,Awe14,These ads ran without a disclaimer,1030,3
887006304688353,Musawir Shah Durrani Ex District Naib Nazim Charsadda,These ads ran without a disclaimer,1027,1
493247557843898,Sania Alam,These ads ran without a disclaimer,1027,2
117205284982975,Aaj News,These ads ran without a disclaimer,1026,1
112328164003927,Shah Faisal Afridi,Noor Rehman Afridi,1020,1
105675345610014,Dr Muhammad Irfan Ullah Malik,These ads ran without a disclaimer,1020,4
102508299154893,The Rising Republic,These ads ran without a disclaimer,1020,4
103460748871023,Makhdoom Syed Muhammad Ali Naqvi,These ads ran without a disclaimer,1018,1
103307461549143,Mian Fazal Nadeem,These ads ran without a disclaimer,1014,1
102762028619243,Ch Bilal Ashraf Basra,These ads ran without a disclaimer,1014,4
458160568040747,APR official,These ads ran without a disclaimer,1013,2
598994726920919,Panasonic KWN Global,These ads ran without a disclaimer,1005,1
102512988446390,Haji Mansoor JUIF Supporters,These ads ran without a disclaimer,1004,2
111021691724425,jan_muhammad_gabol,These ads ran without a disclaimer,1003,1
954298964703081,Abbott FreeStyle,These ads ran without a disclaimer,1001,2
495578517160889,Gun-chatter Muzaffarabad .,Gun-chatter Muzaffarabad .,1001,1
102605471203338,Ch Imran Irshad Mehrana Doiyan,These ads ran without a disclaimer,1000,1
342657259160002,Provincial Youth Assembly,These ads ran without a disclaimer,1000,1
110359661322624,Aleem Media Advertising Agency,These ads ran without a disclaimer,1000,1
109120134877733,Saif ur Rehman - PP 147,Muhammad Musa,1000,1
101299216066178,Almarai visa free,These ads ran without a disclaimer,1000,1
731698030293153,Faisal Javid,Faisal Javid,1000,2
107883631529472,Dr H.M.Bilal Shabbir,Hafiz Muhammad Bilal Shabbir,1000,1
110872244842426,OPF Valley Owners Association,These ads ran without a disclaimer,1000,1
1646367375578336,Jamaat-e-Islami Karachi East,Jamaat-e-Islami Karachi East,1000,1
1152649394874483,Abaseen Radio Network,These ads ran without a disclaimer,1000,2
121260040949957,ویزا کمپنی پاکستان,These ads ran without a disclaimer,1000,1
104342695884265,Pakistan Markazi Muslim League,These ads ran without a disclaimer,1000,1
176812349591350,Sahibzada Nadeem Sultan,These ads ran without a disclaimer,1000,1
111021638285303,Chaudhry Aurangzeb,Muhammad Abid Ayub,1000,1
103082178524156,Al-Najaat Social Care Foundation,Al Najaat Social Care Foundation,1000,2
109000345311180,WE8 Marketing,These ads ran without a disclaimer,1000,1
107078468986032,𝑨𝒂𝒎 𝑨𝒅𝒎𝒊 𝒌𝒊 𝑨𝒘𝒂𝒛,Muhammad Furqan,999,2
100936155632158,Brilliance Marketing,These ads ran without a disclaimer,998,1
103256925505941,7 Sports,These ads ran without a disclaimer,995,1
1908125556089705,Lewis Pugh Foundation,These ads ran without a disclaimer,995,1
101537902879679,Our Voice ہماری آواز,These ads ran without a disclaimer,992,3
125901610768616,Ketenci & Ketenci Int. Legal Practice,These ads ran without a disclaimer,992,1
60516116431,Člověk v tísni,These ads ran without a disclaimer,988,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,987,1
100813096323419,Justice for Shaheed Tahir Hameed Qureshi,royal solar energy,986,2
101680251801373,Ibex Media Network,These ads ran without a disclaimer,985,3
108074574926706,Dawate Islami Phalia,These ads ran without a disclaimer,985,2
101201205983426,Mian Athar Mahmood,These ads ran without a disclaimer,984,1
1614456312116998,Deputy Commissioner Narowal,These ads ran without a disclaimer,979,1
215043468835703,Islam Channel,These ads ran without a disclaimer,978,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,978,10
105631979028378,Raja Ziareb Media Cell,Subtain Ali,975,4
109519711368824,International Human right justice IHRO hole Punjab.,These ads ran without a disclaimer,972,2
102803095622529,raees.maqsood.ali.khushk,These ads ran without a disclaimer,971,1
111905482215273,Abbas Jafri,These ads ran without a disclaimer,971,1
109872218653593,American SolarX,These ads ran without a disclaimer,967,1
107618251479530,tati_milliey,These ads ran without a disclaimer,967,1
117827004587352,Adv. Aneeb Afzal Chheena,These ads ran without a disclaimer,967,1
120250834307837,Ashug,These ads ran without a disclaimer,966,1
110262768457514,Al shaheen,These ads ran without a disclaimer,964,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,964,7
101810536004283,Book Block,These ads ran without a disclaimer,963,1
115805248092534,I Love Cricket,These ads ran without a disclaimer,963,1
584462848713978,Oliveira Labs,These ads ran without a disclaimer,963,2
506220836403807,E-Skills,These ads ran without a disclaimer,963,2
108844481856970,PakistaniSiasat,Pakistani Siasat,959,3
114721067025363,CH Muhammad yousaf PP 51,These ads ran without a disclaimer,957,3
100317512639985,Adv. Johar Habab,These ads ran without a disclaimer,956,10
101954958481146,RAMarketing.pk,These ads ran without a disclaimer,956,1
1620669458166839,Aga Khan Development Network,These ads ran without a disclaimer,949,1
372634879599800,Olymp Trade,These ads ran without a disclaimer,939,2
13001924893,Fondation Prince Albert II de Monaco,These ads ran without a disclaimer,939,1
305821156493724,Lalamusa Point,These ads ran without a disclaimer,939,3
100158425992188,Updates Box,These ads ran without a disclaimer,939,2
309466402812554,Seen Stories,These ads ran without a disclaimer,938,3
102785762342399,Crazy Products Pk,Muhammad Ahsan,936,1
482423005156668,VoiceOfHazara.com,These ads ran without a disclaimer,933,2
107941298732363,Nawab Herbal Clinic &Care,Mureed Abbas Haidary,932,2
107996315091233,月旦港事,These ads ran without a disclaimer,930,7
107941298732363,Nawab Herbal Clinic &Care,These ads ran without a disclaimer,930,1
110979294923104,Secretos de la Música,These ads ran without a disclaimer,928,2
2064451320451155,GHIS,These ads ran without a disclaimer,917,3
271544803040803,Mehr Sultana Advocate,These ads ran without a disclaimer,908,1
110528320814302,TheCorrespondent.pk,TheCorrespondent.pk,902,1
107274005632072,Ulfat Mughal,Haider Munir,900,1
102937578480989,Akhtar khan,These ads ran without a disclaimer,900,1
104097525882412,AAM TV,AAM TV,900,3
106203252308383,Social Advertiser,Ashfaq Munir,900,1
112253417105932,Muhammad Usama Hamayoun,Muhammad Usama Hamayoun,900,1
104076861369391,Voice of Lora,These ads ran without a disclaimer,900,1
339514750232775,Therapy with Mahera,These ads ran without a disclaimer,900,1
342564666191273,Jalal Akbar Dar with. Al jalal foundation,These ads ran without a disclaimer,899,1
102409548088764,TECH so much,These ads ran without a disclaimer,899,3
1560821804231064,PoGo Wali Baatein,These ads ran without a disclaimer,894,1
168561047021005,18+ Wali PoGo Baatein,These ads ran without a disclaimer,892,1
101823135923757,Cecil Adventure Arena - Murree,These ads ran without a disclaimer,886,1
576690225840098,Contending Modernities,These ads ran without a disclaimer,885,2
145394629423894,K2K,These ads ran without a disclaimer,884,1
440848879265439,Vocational Training Institute for Women- Buffer Zone,These ads ran without a disclaimer,883,2
111014922285371,Transparency International,These ads ran without a disclaimer,883,1
105128231775790,Brakley Learning,These ads ran without a disclaimer,882,3
105442817739311,Butishopy-US-2,These ads ran without a disclaimer,879,1
169948489692063,UNICEF Pakistan,These ads ran without a disclaimer,877,1
165087873895803,SuperTech Institute of Computer Sciences,These ads ran without a disclaimer,875,1
100539062866304,Al Saudi Travels,These ads ran without a disclaimer,874,2
17973644177,Global Peace Foundation,These ads ran without a disclaimer,868,2
103659765532260,華夏focus,These ads ran without a disclaimer,866,8
107728058812842,Akx-113-16,These ads ran without a disclaimer,865,3
1131220200224276,Ziad Kayani PTI,These ads ran without a disclaimer,864,1
142056914131094,Bilalbadshah9999,These ads ran without a disclaimer,860,3
108671532037355,Forever Builders and Developers,These ads ran without a disclaimer,859,2
100704485764034,Online Quran Academy007,Online Quran Academy007,857,3
111749571832967,Magic1435-04,These ads ran without a disclaimer,851,1
102300279228311,MadeinChina,These ads ran without a disclaimer,851,1
101944596022831,923_at,These ads ran without a disclaimer,851,2
109926774968672,"Shenzhen Top-Peak Electronics Co.,Ltd.",These ads ran without a disclaimer,851,2
102810102487619,Sarah Jones,These ads ran without a disclaimer,851,1
102288979475940,KK-62,These ads ran without a disclaimer,851,9
103382869054473,Evan T Photography,These ads ran without a disclaimer,851,1
340294053218511,Aqib Tabeeb Abbasi,These ads ran without a disclaimer,851,2
322043124486865,Muhammad Tariq Tarar,These ads ran without a disclaimer,851,1
110674782014303,M Wali Khan,These ads ran without a disclaimer,851,1
103043374799622,itsAbby,These ads ran without a disclaimer,851,1
1971356929601670,Base School & College Hassan Abdal,These ads ran without a disclaimer,851,1
108205325327849,Social Pakistan Videos,These ads ran without a disclaimer,851,1
270082823183144,Canton Fair,These ads ran without a disclaimer,851,4
102618315784158,Sobia Ali,These ads ran without a disclaimer,851,1
111383098363725,Dame HCQC Cho Die454189,These ads ran without a disclaimer,851,2
102911095022761,Hamara ہمارا سبزہ زار,These ads ran without a disclaimer,851,1
103096928451939,Lucia studio,These ads ran without a disclaimer,851,2
104013541845788,Xinchen-Gerald Xu,These ads ran without a disclaimer,851,1
812962015704924,AYA Music UK,These ads ran without a disclaimer,851,1
110818941452003,Morehackz Stories,These ads ran without a disclaimer,851,8
1782368365353592,Syed nadeem ahmad,These ads ran without a disclaimer,851,2
103617742535756,Shaheen Butt,These ads ran without a disclaimer,851,1
110831884753242,Legal Bridge LLP,These ads ran without a disclaimer,851,1
103289539198400,T_98_04,These ads ran without a disclaimer,851,2
702031753182052,Pictoric,These ads ran without a disclaimer,851,2
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,851,1
375945699169014,Mehr Ali Abid Kathia - Advocate,These ads ran without a disclaimer,851,2
484567214958993,Minhaj University Lahore,These ads ran without a disclaimer,850,1
167790330582122,Malik Saif Ul Malook Khokhar,These ads ran without a disclaimer,849,1
114453208205346,HitPeak Updates,These ads ran without a disclaimer,848,1
110115201807370,الحق میڈیا,These ads ran without a disclaimer,845,2
111595864923192,Aasi Tahir Siddique,These ads ran without a disclaimer,843,5
102193066944813,Muhammad Tasleem Raza,These ads ran without a disclaimer,843,1
111930115037098,ITX Dawer,These ads ran without a disclaimer,842,3
106409538244845,Français au Canada,These ads ran without a disclaimer,842,1
109823628304982,NextGrade Pakistan,These ads ran without a disclaimer,842,1
104116271820542,Allama Hisham Elahi Zaheer,These ads ran without a disclaimer,842,1
113586671677860,ranaumershahzadpp157,These ads ran without a disclaimer,840,5
166451176715889,The Message Of Allah,These ads ran without a disclaimer,840,2
104510742111214,Zeeshan Mahmood,These ads ran without a disclaimer,836,1
1452843195028311,Master City Gujranwala Official,These ads ran without a disclaimer,835,2
100402966228381,SIB Marketing,Subtain Ali,835,4
103598422161238,Luqman khan Official,These ads ran without a disclaimer,833,3
109411758754292,KK-50,These ads ran without a disclaimer,831,10
108448177521486,Professor Hakeem Muyessar Hameed,Professor Hakeem Muyessar Hameed,830,1
192844937480061,The Third Pole,These ads ran without a disclaimer,828,2
101700612817114,Muhammad Ahmad Faizi,These ads ran without a disclaimer,826,1
105928095774219,online,These ads ran without a disclaimer,826,2
105358198833288,Sardar Malik Ahmad Yar Waran,These ads ran without a disclaimer,820,1
100419662767820,Atta ullah khan pti,Atta Ullah,820,1
110171351826320,Pure Herbs,Mureed Abbas Haidary,820,1
111848684746828,Neo Digital,These ads ran without a disclaimer,820,1
112257938210648,DIY Food Secrets,These ads ran without a disclaimer,819,1
106542472318389,Javed Niaz Manj,These ads ran without a disclaimer,817,2
109934070689499,CSS Brainery,These ads ran without a disclaimer,817,1
106469404721977,thenorthdrive,These ads ran without a disclaimer,816,1
101290539574664,دار النعیم Daar-ul-Naeem,These ads ran without a disclaimer,815,1
101266795952246,Meta History Museum of War,These ads ran without a disclaimer,811,1
1858344281077768,Quetta News,These ads ran without a disclaimer,810,1
102496369478555,Multi Nation Day,These ads ran without a disclaimer,809,2
141271779363886,Christian Harfouche,These ads ran without a disclaimer,806,3
105224625538730,Mujahid Hameed official,Mujahid Hameed,805,2
102214605998910,E-commerce Solution,These ads ran without a disclaimer,801,1
106209412196563,Digita Deals,These ads ran without a disclaimer,799,1
100648281950454,Malik Waqas Khan,These ads ran without a disclaimer,799,3
103553192279871,Pak UK Expo 2022,These ads ran without a disclaimer,796,1
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,794,1
11949538375,China Dialogue,These ads ran without a disclaimer,792,5
362764403834503,BOL,These ads ran without a disclaimer,790,1
107616345463967,vok,These ads ran without a disclaimer,788,1
101649459542355,ADP Women Wing Punjab,These ads ran without a disclaimer,788,2
581961658564804,Learn Chinese,These ads ran without a disclaimer,788,2
105467255798071,medicamentum.ngo,These ads ran without a disclaimer,787,2
975058372607692,Jinnah Rafi Foundation,These ads ran without a disclaimer,787,1
102532499212382,Jahanzaib Afzal Khan,Ahsan mujtaba,785,2
102736982541541,Syed Asif Ali,These ads ran without a disclaimer,783,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,780,15
1097801766952210,Crime & Court,These ads ran without a disclaimer,778,2
232871007623676,Karwan E Wali travel & tours,These ads ran without a disclaimer,776,1
106176608940219,Buraq Zameen Marketing,Buraq Zameen Marketing,773,1
102078952727709,venturewala,These ads ran without a disclaimer,772,2
992322504300558,PTI Zwanan Pakistan,These ads ran without a disclaimer,772,1
115528234497682,Books.Shop,These ads ran without a disclaimer,770,1
115229648159376,Osman Beam,These ads ran without a disclaimer,768,1
525013101167501,Kitab Dukaan,These ads ran without a disclaimer,767,3
1689379551305292,Javed iqbal,Hamza Basheer,765,3
104914325657733,PML-N   Fans Club,These ads ran without a disclaimer,765,1
109425374984422,Social Care with Aziz khan,These ads ran without a disclaimer,762,1
587818384654434,ShahRukh Media,Hamza ShahRukh,754,4
100171359362343,Pakistan Chemical Expo,These ads ran without a disclaimer,753,1
111107521738210,Entertainment,These ads ran without a disclaimer,752,5
527457547347964,Omagh e Naw Cultural-Social Association انجمن اوماغ نو,These ads ran without a disclaimer,751,1
706061016415258,Organic & Natural Expo Dubai,These ads ran without a disclaimer,751,2
113190577951161,Balochistan National Party,These ads ran without a disclaimer,750,2
110014871862485,Light03,These ads ran without a disclaimer,749,12
103093869376047,News Inview,These ads ran without a disclaimer,746,1
110506244947149,ممکنات,These ads ran without a disclaimer,742,1
226676821389498,Engr. Muhammad Atif Imran,These ads ran without a disclaimer,742,1
119672852757294,Hum or Aap,These ads ran without a disclaimer,740,1
103590738209058,Maria Clara,These ads ran without a disclaimer,737,1
13185976173,National Aquarium,These ads ran without a disclaimer,735,2
105618258917544,Military Power,These ads ran without a disclaimer,734,1
103338258876243,PTI Kalinjar Haripur,Usman Jafar,734,3
919831974741626,PEARL Satellite Educational Institute,These ads ran without a disclaimer,734,2
103593569342030,Ehsaas program,These ads ran without a disclaimer,732,1
100601472632414,Didar Endüstriyel Soğutma A.Ş.,These ads ran without a disclaimer,731,1
1492939347703469,MediaTek,These ads ran without a disclaimer,729,2
108645111787252,Discover Guilin,These ads ran without a disclaimer,729,3
110378821905547,Noman Abbas,These ads ran without a disclaimer,727,1
424700160970280,Major Tahir Sadik Group - Attock,These ads ran without a disclaimer,724,1
104819658924341,Artisty Marketing Media,These ads ran without a disclaimer,724,1
109707204136954,Santosh Karande,These ads ran without a disclaimer,723,1
101817015830069,NBS24 International । আন্তর্জাতিক,These ads ran without a disclaimer,723,3
105893808824918,Sana Amjad,These ads ran without a disclaimer,721,1
101154386016371,سیاست عین عبادت,These ads ran without a disclaimer,720,1
1695266980758326,Irfanullah Khan Niazi,These ads ran without a disclaimer,719,2
191869120824391,British Institute of International and Comparative Law,These ads ran without a disclaimer,717,3
101791555994491,Aria international آریا اینترنشنال,These ads ran without a disclaimer,717,5
100530046033548,Mian Muhammad Javaid Arain,These ads ran without a disclaimer,715,1
1951442588482863,Osama Imdad,Osama Imdad,714,5
105310767878056,We Want Baldyati Intakhabaat in Azad Kashmir Offical,These ads ran without a disclaimer,714,1
100224691344214,ZeroAvia,These ads ran without a disclaimer,714,1
110384340347874,Nibeditar nibitto prem,These ads ran without a disclaimer,714,1
167580079975960,Newnham Associates,These ads ran without a disclaimer,714,2
104792655556246,pashto.tolana,These ads ran without a disclaimer,714,2
105279404486058,Mahtab Hanna,These ads ran without a disclaimer,714,1
101568651920775,Makaan Realtors,These ads ran without a disclaimer,712,1
111108017439557,Syeda Arooj Fatima,These ads ran without a disclaimer,709,1
108288091531337,Haneef Memon,These ads ran without a disclaimer,707,1
966572233393298,National Oils Pakistan Quetta,These ads ran without a disclaimer,703,2
108187108701467,Voice,Rubeena Khan,702,2
104422132351604,Usman Ali,These ads ran without a disclaimer,701,1
167018946648283,Arab Health,These ads ran without a disclaimer,701,1
106956812202869,Adv. Moazzam Ali Dhadra,These ads ran without a disclaimer,701,1
106659892403561,Mon,These ads ran without a disclaimer,700,1
211181382806246,Abraheem Khan Bangash Official,These ads ran without a disclaimer,700,3
206823669909948,Ptilovers Youth Ajitkey,These ads ran without a disclaimer,698,2
109715888037088,Daily Minute Mirror,These ads ran without a disclaimer,691,1
