Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
105056788836269,lucho_vezzani,These ads ran without a disclaimer,≤100,1
100357651737061,Provided By People,These ads ran without a disclaimer,≤100,1
113712553750311,Ibanda Foundation vulnerable community Center,These ads ran without a disclaimer,≤100,1
447918769373957,CoC Playful Minds,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,1
156151560990,"World Creativity and Innovation Day, April 21 and Week April 15 -21 Global",These ads ran without a disclaimer,≤100,1
105279404486058,Mahtab Hanna,These ads ran without a disclaimer,≤100,1
105229127765506,Pudong China,These ads ran without a disclaimer,≤100,2
555723184909123,Магазин «Лейбштандарт»,These ads ran without a disclaimer,≤100,1
605160869529864,Fermen.to,These ads ran without a disclaimer,≤100,1
139336961299041,Janopk.com,These ads ran without a disclaimer,≤100,1
117002277093851,Celeb Insider,These ads ran without a disclaimer,≤100,1
1891933867730555,Hola Fujian,These ads ran without a disclaimer,≤100,1
213852118629788,クライス＆カンパニー,These ads ran without a disclaimer,≤100,1
1220664628029647,Vets United programme,These ads ran without a disclaimer,≤100,3
110367131856162,海南自由貿易港,These ads ran without a disclaimer,≤100,1
107287778851474,김형종,These ads ran without a disclaimer,≤100,1
726701804007128,Lamudi,These ads ran without a disclaimer,≤100,1
109909590869826,bowlcutpug,These ads ran without a disclaimer,≤100,3
196230137801050,Spectee,These ads ran without a disclaimer,≤100,1
101704281445624,Sporting Denver,These ads ran without a disclaimer,≤100,1
152879306925,Middle East Monitor,These ads ran without a disclaimer,≤100,1
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
338205530623,قناة الحوار - Alhiwar TV,These ads ran without a disclaimer,≤100,1
103313534798653,Bible Truth in Prophecy,These ads ran without a disclaimer,≤100,1
485055854923159,EnvironFocus,These ads ran without a disclaimer,≤100,1
1238808012948696,Delly dzima,These ads ran without a disclaimer,≤100,1
102518924495730,LiCAS.news,These ads ran without a disclaimer,≤100,1
515865895098736,週刊じゃらん,These ads ran without a disclaimer,≤100,1
109445374001396,Family Win,These ads ran without a disclaimer,≤100,1
43848897365,adlib,These ads ran without a disclaimer,≤100,1
1077131932479669,Hannah Love Design,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,1
127844267330383,Gastech Exhibition & Conference,These ads ran without a disclaimer,≤100,2
159395770817612,Emprendedores Online,These ads ran without a disclaimer,≤100,1
112745971311816,No Game No Future,These ads ran without a disclaimer,≤100,1
267822946949,"Mary Ann Liebert, Inc., publishers",These ads ran without a disclaimer,≤100,1
105936207857939,soleil.space,These ads ran without a disclaimer,≤100,1
103938637857372,Tangible Films Presents,These ads ran without a disclaimer,≤100,1
107141354969754,the_familytraveller,These ads ran without a disclaimer,≤100,1
2572166726130246,Miracles in America with David E. Taylor,These ads ran without a disclaimer,≤100,2
1406932762692648,"Ordos, China",These ads ran without a disclaimer,≤100,1
111671597196416,kohsangwoo,These ads ran without a disclaimer,≤100,1
1590877284560136,Patti Harris,These ads ran without a disclaimer,≤100,9
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,≤100,1
107454028364684,codrut.codreanu,These ads ran without a disclaimer,≤100,1
112320436863733,Her stories untold,These ads ran without a disclaimer,≤100,1
107084005069843,Self Improvement Academy,These ads ran without a disclaimer,≤100,1
107374158070637,Murphy's Magazine,These ads ran without a disclaimer,≤100,1
724693277719823,Drivepedia,These ads ran without a disclaimer,≤100,3
103920584679111,BEBESEA,These ads ran without a disclaimer,≤100,1
108148711054082,Tech Ideas for Good,These ads ran without a disclaimer,≤100,3
189318367917458,easy ten,These ads ran without a disclaimer,≤100,1
101577528283981,isadoragacel,These ads ran without a disclaimer,≤100,2
103331996074143,employher.jenesys,These ads ran without a disclaimer,≤100,1
102301678322746,HarlemAmerica Digital Network,These ads ran without a disclaimer,≤100,1
130082564367632,周錫瑋,These ads ran without a disclaimer,≤100,3
2779705038711496,A.G.istraveling,These ads ran without a disclaimer,≤100,1
236664827674479,thediaryofnid,These ads ran without a disclaimer,≤100,1
100442842833627,Funny Story,These ads ran without a disclaimer,≤100,1
299049617659402,Lia Sabella,These ads ran without a disclaimer,≤100,1
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,≤100,1
177278502363359,DNV - Maritime,These ads ran without a disclaimer,≤100,1
114051127080562,funny.videogaming,These ads ran without a disclaimer,≤100,1
847260315320975,"The Good Men Project Ethics, Social Justice & News",These ads ran without a disclaimer,≤100,1
184294074984733,Crazy Daisy,These ads ran without a disclaimer,≤100,1
105464854366674,Askar Brave,These ads ran without a disclaimer,≤100,1
100680499084475,GDS Youth,These ads ran without a disclaimer,≤100,1
243517280513,ASEF Culture360,These ads ran without a disclaimer,≤100,1
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,1
1780313632222596,Simplilearn,These ads ran without a disclaimer,≤100,1
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,8
1523302867982393,AdStackers,These ads ran without a disclaimer,≤100,1
221324515008367,Numismatics Forever,These ads ran without a disclaimer,≤100,1
108029991001261,20 20 Vision Earth,These ads ran without a disclaimer,≤100,1
330207313222,Karen LaMonte Artist,These ads ran without a disclaimer,≤100,3
524386044429354,The Lesson,These ads ran without a disclaimer,≤100,1
100738672408911,Magic Lock,These ads ran without a disclaimer,≤100,1
13001924893,Fondation Prince Albert II de Monaco,These ads ran without a disclaimer,≤100,1
179679922787291,Роман Василенко,These ads ran without a disclaimer,≤100,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,5
103347715795489,Democracy and Human Rights for Africa,These ads ran without a disclaimer,≤100,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,5
11949538375,China Dialogue,These ads ran without a disclaimer,≤100,4
176557555781345,Gagarin Project,These ads ran without a disclaimer,≤100,1
327620248122112,CCTV Asia Pacific,These ads ran without a disclaimer,≤100,1
101839378366345,Chilas,These ads ran without a disclaimer,≤100,1
107423807542596,evosion.productions,These ads ran without a disclaimer,≤100,1
103329418960692,Energies MDPI,These ads ran without a disclaimer,≤100,2
102945521796332,Avvikling av lageret,These ads ran without a disclaimer,≤100,1
415725088820655,Tone Junkie TV,These ads ran without a disclaimer,≤100,1
104230201296909,Stoked&Woke Clothing,These ads ran without a disclaimer,≤100,1
117777647908592,Casa de Cultura Os Capoeira - SP,These ads ran without a disclaimer,≤100,1
424474380365,NUS MBA,These ads ran without a disclaimer,≤100,1
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,20
107745051538338,A Little Laughter Everyday,These ads ran without a disclaimer,≤100,1
238220511436833,Bankalypse,These ads ran without a disclaimer,≤100,1
103237045172154,comisario.frank,These ads ran without a disclaimer,≤100,1
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,4
113873576831789,Megan,These ads ran without a disclaimer,≤100,1
100224691344214,ZeroAvia,These ads ran without a disclaimer,≤100,1
1559101887679788,replik.ru shop,These ads ran without a disclaimer,≤100,1
110250330354380,Discover Beijing,These ads ran without a disclaimer,≤100,9
101635298221,L.E.K. Consulting,These ads ran without a disclaimer,≤100,1
733936229988099,Adriana Bignagni Lesca Mezzo & contralto,These ads ran without a disclaimer,≤100,1
101095043361,Americans United for Life,These ads ran without a disclaimer,≤100,2
2552060571686733,Novakid Polska,These ads ran without a disclaimer,≤100,2
152000511496023,UBC Sauder School of Business,These ads ran without a disclaimer,≤100,1
415270942200578,Adam Smith Works,These ads ran without a disclaimer,≤100,1
102840741965167,山形県 - News Break,These ads ran without a disclaimer,≤100,2
109040614349737,Call of Duty Black Ops Cold War community,These ads ran without a disclaimer,≤100,1
109761230700358,Luckcora.,These ads ran without a disclaimer,≤100,1
110983733684983,"La Salle Australia, New Zealand, Pakistan, Papua New Guinea",These ads ran without a disclaimer,≤100,2
372108316720385,Tatsi de Vintage,These ads ran without a disclaimer,≤100,1
112240047726713,Silk Maison,These ads ran without a disclaimer,≤100,2
2174595079461610,IRONMAN 70.3 Marrakech,These ads ran without a disclaimer,≤100,1
109634724668601,juanpablocastromora,These ads ran without a disclaimer,≤100,1
110467164920845,Stop WAR,These ads ran without a disclaimer,≤100,1
107796834376202,Điện máy Việt Anh,These ads ran without a disclaimer,≤100,1
1490320941253227,"Faculty of Science, University of Sydney",These ads ran without a disclaimer,≤100,1
107002488791267,Travel Fiber,These ads ran without a disclaimer,≤100,2
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
1696281650633692,"AC/DC, GN'R, Ozzy and More.",These ads ran without a disclaimer,≤100,1
107526744289597,Henson Shaving,These ads ran without a disclaimer,≤100,1
106641891756287,Rescue The Sea,These ads ran without a disclaimer,≤100,1
107353974006370,4mycity.us,These ads ran without a disclaimer,≤100,1
1575300589358145,China Culture,These ads ran without a disclaimer,≤100,1
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,3
105648402241230,Join the dots,These ads ran without a disclaimer,≤100,3
106913951687900,Unfiltered Alerts,These ads ran without a disclaimer,≤100,2
16704468554,Metropolis Records,These ads ran without a disclaimer,≤100,1
715783425231069,イートインカフェMaiar マイアー,These ads ran without a disclaimer,≤100,1
179508358770598,Economic Prism,These ads ran without a disclaimer,≤100,1
1785368905093518,PastFactory,These ads ran without a disclaimer,≤100,1
323965995056237,OpossumSauce,These ads ran without a disclaimer,≤100,1
104179854944235,WasteRush.info,These ads ran without a disclaimer,≤100,3
142298685932735,Fans of love,These ads ran without a disclaimer,≤100,1
204418846879822,Klaudia Kudełko,These ads ran without a disclaimer,≤100,1
812962015704924,AYA Music UK,These ads ran without a disclaimer,≤100,1
105984045080542,Lumbrera Educational,These ads ran without a disclaimer,≤100,1
1029126650470417,"The Real Word Ministries Inc.,",These ads ran without a disclaimer,≤100,1
101058393370984,SLASSCOM Sri Lanka,These ads ran without a disclaimer,≤100,1
110005101142339,walkaholic_shanghai,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,1
1586411974979815,Makeup Perfect,These ads ran without a disclaimer,≤100,1
581332595287927,The Art of Ku Romillo,These ads ran without a disclaimer,≤100,1
2226402377631572,יד ושם רשות הזיכרון לשואה ולגבורה,These ads ran without a disclaimer,≤100,1
242966299799693,J Word,These ads ran without a disclaimer,≤100,1
134141375993,World Nomads,These ads ran without a disclaimer,≤100,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
111555955125120,腔调,These ads ran without a disclaimer,≤100,1
102339158800026,iviira9,These ads ran without a disclaimer,≤100,1
759660000745866,CC Studio,These ads ran without a disclaimer,≤100,2
1737007519678574,awmmee,These ads ran without a disclaimer,≤100,2
104125184729512,Istiqlal English,These ads ran without a disclaimer,≤100,1
130967783652512,MAN Energy Solutions,These ads ran without a disclaimer,≤100,1
842906519089852,IPBES,These ads ran without a disclaimer,≤100,1
363343250416029,Sain Medicaments Pvt. Ltd,These ads ran without a disclaimer,≤100,1
434240976603108,パイフォトニクス株式会社,These ads ran without a disclaimer,≤100,1
150830641743673,Tomplay,These ads ran without a disclaimer,≤100,3
11449543593,Carlos Ocariz,These ads ran without a disclaimer,≤100,1
106139274744644,MUNSCR,These ads ran without a disclaimer,≤100,1
106902951023128,maksymjashchenko,These ads ran without a disclaimer,≤100,1
110117274084931,Seydine De Phila,These ads ran without a disclaimer,≤100,1
220935294654186,DIY.org - The Social Learning App For Kids,These ads ran without a disclaimer,≤100,2
339968343569332,ADMK,These ads ran without a disclaimer,≤100,1
119586738106229,"Workers United Canada Council, an SEIU affiliate",These ads ran without a disclaimer,≤100,1
108032140896788,Funny Posts,These ads ran without a disclaimer,≤100,1
114153644937422,rayrayshonuff,These ads ran without a disclaimer,≤100,1
211964318938198,Blickers,These ads ran without a disclaimer,≤100,1
100581728519001,La Dubzz2.0,These ads ran without a disclaimer,≤100,1
1542919985972196,Feria de Cantón,These ads ran without a disclaimer,≤100,4
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
345294446518249,hardinandjames,These ads ran without a disclaimer,≤100,1
110391991093645,Tannah for Brookes Union President '21/22,These ads ran without a disclaimer,≤100,1
116907477960615,Anisur Rahman,These ads ran without a disclaimer,≤100,1
338956856688722,Thoughts.Center,These ads ran without a disclaimer,≤100,1
105488721840607,ICI Asia,These ads ran without a disclaimer,≤100,1
102045011920233,Edges and Nets,These ads ran without a disclaimer,≤100,1
8505118170,PETRONAS,These ads ran without a disclaimer,≤100,1
116311181765921,World Grain,These ads ran without a disclaimer,≤100,1
141344639275071,UNICEF Office of Research - Innocenti,These ads ran without a disclaimer,≤100,4
342228722635714,Awtad Charity Organization,These ads ran without a disclaimer,≤100,1
110250768050959,IMPT - The Impact Project,These ads ran without a disclaimer,≤100,2
107095020661793,Fiyavalhu Resort Maldives,These ads ran without a disclaimer,≤100,1
112708333794901,picklelilypup,These ads ran without a disclaimer,≤100,1
224335474975,台灣光華雜誌 Taiwan Panorama,These ads ran without a disclaimer,≤100,2
107714748645793,Big Buzz,These ads ran without a disclaimer,≤100,3
515329198868441,Zee Bee's Art and Comics,These ads ran without a disclaimer,≤100,1
112558640575603,IG Ads Identity,These ads ran without a disclaimer,≤100,1
112285320240455,Footprint,These ads ran without a disclaimer,≤100,1
570175473079180,国际特赦组织中文 Amnesty International Chinese,These ads ran without a disclaimer,≤100,1
111339584768179,FillLily,These ads ran without a disclaimer,≤100,1
110095967929912,Best Of The Best On Kickstarter,These ads ran without a disclaimer,≤100,4
102418698518121,Zhao Cong Pipa,These ads ran without a disclaimer,≤100,1
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
116262030219036,Legislatores,These ads ran without a disclaimer,≤100,1
103596184759436,还原事实真相,These ads ran without a disclaimer,≤100,1
115876737768237,Cas Stories,These ads ran without a disclaimer,≤100,1
722074487980309,Michelle Bernard,These ads ran without a disclaimer,≤100,1
104341008896937,Max Helps,These ads ran without a disclaimer,≤100,1
102244566076628,Wine & Love - 酒与爱,These ads ran without a disclaimer,≤100,1
149135438491002,International at Arts University Bournemouth,These ads ran without a disclaimer,≤100,1
1165715730222155,Consumer Choice Center,These ads ran without a disclaimer,≤100,1
108894358480436,children.protection.foundation,These ads ran without a disclaimer,≤100,1
101069982762955,Top_911_a,These ads ran without a disclaimer,≤100,2
1435797566633141,Peter Brownz Braunschmid,These ads ran without a disclaimer,≤100,1
172634221551,Phillips,These ads ran without a disclaimer,≤100,1
1582574115352081,Eki'Shola,These ads ran without a disclaimer,≤100,2
100338301547923,Instantly Modern,These ads ran without a disclaimer,≤100,8
106590451327407,The Daddest Papacito,These ads ran without a disclaimer,≤100,2
200146900023955,American Dream Network,These ads ran without a disclaimer,≤100,1
1471783819760706,TazArt,These ads ran without a disclaimer,≤100,1
334654410654955,PIQO Smart Projector,These ads ran without a disclaimer,≤100,1
1972651946285886,Craig Leshen Art,These ads ran without a disclaimer,≤100,1
255326458695563,Som Patel,These ads ran without a disclaimer,≤100,1
102873532224080,Jumping Jim,These ads ran without a disclaimer,≤100,1
107419398838282,Global Digital Inclusion Partnership,These ads ran without a disclaimer,≤100,2
384816838382934,Momentom Collective,These ads ran without a disclaimer,≤100,1
105079017612567,Avocado.team,These ads ran without a disclaimer,≤100,1
476190695732451,Irving Marathon,These ads ran without a disclaimer,≤100,1
1135857856435326,Highbury-The Home of Beer-,These ads ran without a disclaimer,≤100,1
315160671967064,Council of Europe DG Human Rights and Rule of Law,These ads ran without a disclaimer,≤100,5
137223326998592,Ashleyjtoddblog,These ads ran without a disclaimer,≤100,1
401078706648655,Dreaming of elephants,These ads ran without a disclaimer,≤100,1
261541331567,Slanted Publishers,These ads ran without a disclaimer,≤100,1
102701435808522,normah_._,These ads ran without a disclaimer,≤100,1
109809834976932,Save Ukraine,These ads ran without a disclaimer,≤100,1
105536801997290,Celia Oliveira,These ads ran without a disclaimer,≤100,6
178388485576119,180Elevate,These ads ran without a disclaimer,≤100,1
147691820754999,e_shwari,These ads ran without a disclaimer,≤100,1
163295937031815,Linh Nga,These ads ran without a disclaimer,≤100,1
274567862646829,Hand Luggage Only,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
107595748485558,youth4journalism,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,4
166112084369,Casa Dorada Los Cabos Resort & Spa,These ads ran without a disclaimer,≤100,2
101614031389697,ทวีป บุตรโพธิ์ ผู้ว่าฯ อำนาจเจริญ,These ads ran without a disclaimer,≤100,1
5800809476,Ottawa Senators,These ads ran without a disclaimer,≤100,2
108890434952827,Rocket Content,These ads ran without a disclaimer,≤100,1
109918548540213,Leading History,These ads ran without a disclaimer,≤100,1
101510665889084,Tapon-Estilo explosivo novela,These ads ran without a disclaimer,≤100,1
106279088277602,Foodies Galore,These ads ran without a disclaimer,≤100,1
107717610885744,Wolfwerk,These ads ran without a disclaimer,≤100,2
39759254594,Earth Journalism Network,These ads ran without a disclaimer,≤100,1
187954881800999,The Sweet Mama Life.,These ads ran without a disclaimer,≤100,1
101030312610774,mære,These ads ran without a disclaimer,≤100,1
112930274730549,thekingz23,These ads ran without a disclaimer,≤100,1
188885591201223,Royal College of Art,These ads ran without a disclaimer,≤100,1
105587115586186,The Real Point,These ads ran without a disclaimer,≤100,3
266326784277268,Youth4Nature,These ads ran without a disclaimer,≤100,1
100884086002279,Happy Night,These ads ran without a disclaimer,≤100,1
1791471294438285,مؤسسة مشكاة نور الثقافية الخيرية - Mishkat Nour Foundation,These ads ran without a disclaimer,≤100,2
100355692043964,xzy_alice,These ads ran without a disclaimer,≤100,1
100461996374188,top_prioritees,These ads ran without a disclaimer,≤100,2
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
172128386996970,OriginalL Muzik Studios,These ads ran without a disclaimer,≤100,2
694297910676555,Michael Corthell,These ads ran without a disclaimer,≤100,1
106852952352880,Empresarial Iberoamericano,These ads ran without a disclaimer,≤100,1
509922246089782,Andrew Pan & Tommy,These ads ran without a disclaimer,≤100,5
105179731625342,Emociones TV,These ads ran without a disclaimer,≤100,1
308758984463,Rolf Sorg PM International,These ads ran without a disclaimer,≤100,2
107789901854291,Evowaves,These ads ran without a disclaimer,≤100,1
108530227589258,Aliya Darman,These ads ran without a disclaimer,≤100,1
1579979498952205,Better Shelter,These ads ran without a disclaimer,≤100,3
118220611666850,Audioteka.lt,These ads ran without a disclaimer,≤100,3
409050356360074,Canadian Park Training,These ads ran without a disclaimer,≤100,1
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,≤100,2
101792441876886,DiscoveryTime,These ads ran without a disclaimer,≤100,1
191917300870412,Barre Center For Buddhist Studies,These ads ran without a disclaimer,≤100,1
122724759129541,Veganuary Deutschland,These ads ran without a disclaimer,≤100,4
1520817248199898,Yutong Bus & Coach,These ads ran without a disclaimer,≤100,2
507073792719273,The78Deck,These ads ran without a disclaimer,≤100,1
102502805729408,Peace To Ukraine,These ads ran without a disclaimer,≤100,1
1358076774340220,ProudToBe01,These ads ran without a disclaimer,≤100,1
1438220682910088,Pandaily,These ads ran without a disclaimer,≤100,2
112825108424548,Mc01-19,These ads ran without a disclaimer,≤100,1
145301255772,Global Alliance for Incinerator Alternatives (GAIA),These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,2
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
535267633241585,Trancentral,These ads ran without a disclaimer,≤100,2
537031526768085,Tom Sprott,These ads ran without a disclaimer,≤100,1
236368989824688,CITYNET,These ads ran without a disclaimer,≤100,2
1939526366106587,Mario renzi,These ads ran without a disclaimer,≤100,1
968618773310563,Futplacebo,These ads ran without a disclaimer,≤100,1
206982849458229,Miko cosplay,These ads ran without a disclaimer,≤100,1
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,2
118968423208960,Arnaud Joly Photographie,These ads ran without a disclaimer,≤100,1
101188461260545,Daniel Montero,These ads ran without a disclaimer,≤100,1
238023369568532,IETM International network for contemporary performing arts,These ads ran without a disclaimer,≤100,1
105816638139739,EIY Intelligence,These ads ran without a disclaimer,≤100,1
267964830374556,株式投資戦略,These ads ran without a disclaimer,≤100,5
109153820886799,zizza_barber,These ads ran without a disclaimer,≤100,1
129366111456,Jamaica Information Service,These ads ran without a disclaimer,≤100,1
114173187847219,Gems For Everybody Prime,These ads ran without a disclaimer,≤100,2
117367944668919,Foundation for Active Civic Education-FACE,These ads ran without a disclaimer,≤100,1
140908022597845,Buddhist Global Relief,These ads ran without a disclaimer,≤100,1
1007848009231106,Ghost City Collective,These ads ran without a disclaimer,≤100,2
100526265860245,Black Lives - from Generation to Generation,These ads ran without a disclaimer,≤100,1
815698968792499,Donate Attention,These ads ran without a disclaimer,≤100,1
1006829009506673,FlyOverChina,These ads ran without a disclaimer,≤100,1
114898228070062,So Savvy,These ads ran without a disclaimer,≤100,3
101375352499193,Help Ukraine,These ads ran without a disclaimer,≤100,1
1804413849888211,Makeship,These ads ran without a disclaimer,≤100,1
468560979865803,Fifteen Seconds,These ads ran without a disclaimer,≤100,1
102716658891916,_whytewater,These ads ran without a disclaimer,≤100,1
107697637631244,_yzms,These ads ran without a disclaimer,≤100,1
107496391030804,sativavuitton,These ads ran without a disclaimer,≤100,1
1639873196261458,Stanford Energy,These ads ran without a disclaimer,≤100,1
107631481395917,Online Social Chatting-Link,These ads ran without a disclaimer,≤100,2
253052458819946,Matsumoto Gun Corps,These ads ran without a disclaimer,≤100,1
1497502300316673,Jeff Mosil - Negocios De Elite,These ads ran without a disclaimer,≤100,1
106264467822860,Hongkongs,These ads ran without a disclaimer,≤100,1
106648367870484,olivierboyle,These ads ran without a disclaimer,≤100,6
111209654794431,Token Now,These ads ran without a disclaimer,≤100,1
632366503860072,Turku Business Region,These ads ran without a disclaimer,≤100,4
102121918562815,Bliss Lite-Sharing here,These ads ran without a disclaimer,≤100,1
112204705044281,United Nations Community Development Corporation,These ads ran without a disclaimer,≤100,1
107343374864361,Crypto Island,These ads ran without a disclaimer,≤100,4
111242362248639,Generation Next - Voice of Youth,These ads ran without a disclaimer,≤100,2
659777767687449,Column,These ads ran without a disclaimer,≤100,1
103190279412794,Geeky Cap,These ads ran without a disclaimer,≤100,1
399844193393475,Whisper TV,These ads ran without a disclaimer,≤100,1
107828158232221,CCCC First Highway Engineering Group,These ads ran without a disclaimer,≤100,3
200667473630895,Italian Feelings by Alifood,These ads ran without a disclaimer,≤100,2
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,3
150398642646,INFORSE,These ads ran without a disclaimer,≤100,1
100126212204265,Homebond Properties,These ads ran without a disclaimer,≤100,1
444654488901592,Quartz,These ads ran without a disclaimer,≤100,1
102470965836621,Sustainability MDPI,These ads ran without a disclaimer,≤100,2
259638300768493,Ullo Card,These ads ran without a disclaimer,≤100,1
500998506604927,Čínský rozhlas pro zahraničí,These ads ran without a disclaimer,≤100,2
111206610706091,Protect Sea Turtles,These ads ran without a disclaimer,≤100,1
247013012475597,Prophet Jerome Fernando,These ads ran without a disclaimer,≤100,2
338707340769202,Falstaff International,These ads ran without a disclaimer,≤100,3
997123347052487,China Taiping Life Insurance Hong Kong Company Limited太平人壽（香港）,These ads ran without a disclaimer,≤100,1
221674154555695,"Miracle Thomas, Vocalist/Songwriter",These ads ran without a disclaimer,≤100,1
637515686338540,Radio Neshat / رادیونشاط,These ads ran without a disclaimer,≤100,1
241352673217533,Peakz.com,These ads ran without a disclaimer,≤100,1
310626332300968,MC Bravado,These ads ran without a disclaimer,≤100,1
713276255450866,西門菲沙大學中英口譯與筆譯課程 SFU Interpretation and Translation,These ads ran without a disclaimer,≤100,3
409047069472336,Early Starters International,These ads ran without a disclaimer,≤100,2
315838175693347,ScholarshipsX,These ads ran without a disclaimer,≤100,1
110860517186353,voestalpine Tubulars,These ads ran without a disclaimer,≤100,1
110748794051,Krohme,These ads ran without a disclaimer,≤100,1
112254938460371,Juventus Nel Cuore,These ads ran without a disclaimer,≤100,2
100175708304469,Rosemary story,These ads ran without a disclaimer,≤100,1
137528501663,Domestika,These ads ran without a disclaimer,≤100,3
111191810611268,Wuhan Plus,These ads ran without a disclaimer,≤100,1
105994068254820,Menkay,These ads ran without a disclaimer,≤100,2
105419134935967,Dervis Can Vural,These ads ran without a disclaimer,≤100,1
179294253625969,Dr. Vanessa Howard,These ads ran without a disclaimer,≤100,1
174559545982571,British Council Schools,These ads ran without a disclaimer,≤100,1
428340480554355,CEU Department of Public Policy,These ads ran without a disclaimer,≤100,3
111972876803722,Terrance L Marvin/Marvin Jean's,These ads ran without a disclaimer,≤100,1
110492914152511,Витоша Студио,These ads ran without a disclaimer,≤100,1
114280230411193,影視說說,These ads ran without a disclaimer,≤100,2
350783005063231,D+C Development and Cooperation,These ads ran without a disclaimer,≤100,3
29848538170,Polartec,These ads ran without a disclaimer,≤100,1
107457511953556,Tom's Early Investment Finds,These ads ran without a disclaimer,≤100,4
100629119211106,rahimkhan77701,These ads ran without a disclaimer,≤100,1
696039257092916,ARISE Church,These ads ran without a disclaimer,≤100,5
101102146045080,Skyway News,These ads ran without a disclaimer,≤100,1
101975315178946,The 195 Project,These ads ran without a disclaimer,≤100,1
105064845275272,Share_M113_x11,These ads ran without a disclaimer,≤100,1
106632221532172,Rotary Fellowship Of Urban Gardening,These ads ran without a disclaimer,≤100,1
107022615181794,des_marka,These ads ran without a disclaimer,≤100,1
1111804405537951,Hyundai Artlab,These ads ran without a disclaimer,≤100,1
1982043025377459,Darren_for_drawing,These ads ran without a disclaimer,≤100,1
100997395395778,CoinsPaid Media,These ads ran without a disclaimer,≤100,3
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,4
111514973889459,2uglyboogie,These ads ran without a disclaimer,≤100,1
110953440768491,Inside Heritage,These ads ran without a disclaimer,≤100,2
1522398018077226,Biodiversity and Ecosystem Services Network - BES-Net,These ads ran without a disclaimer,≤100,2
100705069262599,Krov Stories,These ads ran without a disclaimer,≤100,1
109026697443665,El Joeker,These ads ran without a disclaimer,≤100,3
110825427340096,LeBlanq,These ads ran without a disclaimer,≤100,1
101801737891564,CSCEC Singapore,These ads ran without a disclaimer,≤100,1
107223064901249,မြောင်မြို့နယ် ပြည်သူ့ကာကွယ်ရေးနှင့်လုံခြုံရေးအဖွဲ့,These ads ran without a disclaimer,≤100,1
109046604279768,Jon Borg,These ads ran without a disclaimer,≤100,1
146077545551792,Clariant,These ads ran without a disclaimer,≤100,1
101497838610576,General immigration,These ads ran without a disclaimer,≤100,1
106969974951745,kt_beyou,These ads ran without a disclaimer,≤100,1
107493228732988,クレディクショナリー,These ads ran without a disclaimer,≤100,1
132653604152976,Amuna Misso,These ads ran without a disclaimer,≤100,1
100736082417959,Julian Marshall Composer,These ads ran without a disclaimer,≤100,1
107312914469852,Sueñovela leer,These ads ran without a disclaimer,≤100,2
885810821774525,stephane_richard_,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
2221386338099123,WhatDa?,These ads ran without a disclaimer,≤100,1
110917371847867,Marisol Ortiz,These ads ran without a disclaimer,≤100,1
1177000815657627,Sci Ani,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,1
328048988598124,sofiaspinnin,These ads ran without a disclaimer,≤100,1
105078391598594,To Be Or,These ads ran without a disclaimer,≤100,1
155449571161734,Cities Alliance,These ads ran without a disclaimer,≤100,2
395997657147730,صحيفة الشعب اليومية أونلاين بالعربية,These ads ran without a disclaimer,≤100,2
77403447721,rcrwireless,These ads ran without a disclaimer,≤100,4
101711534595478,hunterhooligan,These ads ran without a disclaimer,≤100,2
