Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
112520338245323,戰國策,These ads ran without a disclaimer,34401,1
2142419205975578,Chengdu 2021 FISU World University Games,These ads ran without a disclaimer,34401,1
0,Instagram User 3671982431,These ads ran without a disclaimer,34051,1
9234895982,Adventist World Radio,These ads ran without a disclaimer,33096,1
104458994617452,Claypots we are,These ads ran without a disclaimer,32710,1
104602802209128,Tita Calabaza,These ads ran without a disclaimer,32500,1
437815573055883,Evangelical Mission of Los Angeles,These ads ran without a disclaimer,32500,1
106212182508242,Éstee Lauder Viet Nam 1,These ads ran without a disclaimer,32486,3
228205083927220,Copenhagen Business School MBA,These ads ran without a disclaimer,32473,2
654329104958100,China International Import Expo,These ads ran without a disclaimer,32181,1
105885535599394,Coach Cecil,These ads ran without a disclaimer,32129,1
212732770186,Tom MacDonald,These ads ran without a disclaimer,30905,2
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,30823,2
100884516087084,Neuro-inglés,These ads ran without a disclaimer,30781,1
226495524759910,Quimicando Com o Prof. Rudimar,These ads ran without a disclaimer,30575,2
112534007346151,mujerimagen,These ads ran without a disclaimer,30000,1
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,30000,8
101082842736363,The world of reader,These ads ran without a disclaimer,30000,4
102089678252706,Rotary Club for Global Action,These ads ran without a disclaimer,30000,1
273749059149549,agustin_vfx,These ads ran without a disclaimer,30000,1
153763928331325,IPSIS,These ads ran without a disclaimer,30000,8
457161944345756,Sawa Organization مؤسسة سوا,These ads ran without a disclaimer,30000,2
101194878372767,carrocerias.michelena,These ads ran without a disclaimer,30000,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,29989,2
100044596562197,Pastor Tinu George,These ads ran without a disclaimer,29795,1
106037038742792,7LuX NFT,These ads ran without a disclaimer,29780,1
178581175345112,Elzira Buarque,These ads ran without a disclaimer,29673,18
109844910514118,China Hongqiao,These ads ran without a disclaimer,29645,2
388654644900925,ISC3 - International Sustainable Chemistry Collaborative Centre,These ads ran without a disclaimer,29456,4
102918102466462,El Capitán de Daarleh,These ads ran without a disclaimer,29452,1
100341782709319,Global Economy 2022,These ads ran without a disclaimer,29452,1
101988111654328,psi.fernandafaour,These ads ran without a disclaimer,29226,2
184661098229492,Global Development Network,These ads ran without a disclaimer,29225,1
100378731839692,Run Run Ice Cube,These ads ran without a disclaimer,29186,3
1956674744342952,Diversxs Regional,These ads ran without a disclaimer,29114,1
108967178378915,italianoexpressconfilomena,These ads ran without a disclaimer,28803,1
113884784953956,valentinonarraciones,These ads ran without a disclaimer,28490,1
99971718192,Aidsmap - the HIV information charity,These ads ran without a disclaimer,28483,3
100872028348846,jalilfraxe__,These ads ran without a disclaimer,28327,1
1493274090957630,ICEJ en Español,These ads ran without a disclaimer,27888,1
106374985846234,sirleeva,These ads ran without a disclaimer,27876,1
130776843450297,WEVJ MDPI,These ads ran without a disclaimer,27776,2
105352008995490,alejandrogonzalezsaul,These ads ran without a disclaimer,27509,1
101535892581753,Codey Lee James,These ads ran without a disclaimer,27500,4
102618175380907,Global Citizen,These ads ran without a disclaimer,27500,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,27500,5
151225514988828,Lcda. Melanie Rivera Ruiz,These ads ran without a disclaimer,27500,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,27498,2
210006359331764,Peking University,These ads ran without a disclaimer,27488,1
102581028206,CNNArabic,These ads ran without a disclaimer,27477,6
107132888440282,Investing Artículos de Galería,These ads ran without a disclaimer,27476,10
103389318864681,Mamãe da Ayla,These ads ran without a disclaimer,27428,1
102944568266680,Layin Silvet,These ads ran without a disclaimer,27373,1
190127967512195,rodrigogamboamx,These ads ran without a disclaimer,27373,1
103547645831137,itsrubystarlight,These ads ran without a disclaimer,27269,1
101138836304674,Dave Sharpe,These ads ran without a disclaimer,27199,1
107151211758954,Investing Revista,These ads ran without a disclaimer,27181,15
1453119521578301,Pedacitos De Mi Alma,These ads ran without a disclaimer,27096,1
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,26982,2
638298683189782,Topclass Academy,These ads ran without a disclaimer,26798,1
107467725067773,bibi__dolls,These ads ran without a disclaimer,26774,1
102420429294614,Luque Academy,These ads ran without a disclaimer,26714,3
104606311810920,Viviendo sin tapujos,These ads ran without a disclaimer,26551,1
104868521318772,God of World,These ads ran without a disclaimer,26243,1
100400689338435,Texas barbecue,These ads ran without a disclaimer,26125,1
250528638150308,Maria Oliveira,These ads ran without a disclaimer,26079,7
323975486181,PokerStars,These ads ran without a disclaimer,25302,1
112468200193220,Karina Villasmil,These ads ran without a disclaimer,25200,1
509582802546016,Dra. Cynthia Castro,These ads ran without a disclaimer,25143,1
307721630041550,Página: Campanario Urbano,These ads ran without a disclaimer,25025,1
110367131856162,海南自由貿易港,These ads ran without a disclaimer,25021,1
127466803773823,TarasovAnalytics,These ads ran without a disclaimer,25003,1
104942321495828,Tian Wei at work,These ads ran without a disclaimer,25000,3
103604512579702,Desde La Guaira,These ads ran without a disclaimer,25000,1
1075597585830642,Virgilio Giunta Vera,These ads ran without a disclaimer,25000,1
110822558440660,Brackish Babe,These ads ran without a disclaimer,25000,1
100146858886646,Sol Reyna Girouard,These ads ran without a disclaimer,25000,1
106991422220338,Alexander Jesús Figueredo Izaguirre,These ads ran without a disclaimer,25000,1
1584694275128924,Issues - Pane Nyaya,These ads ran without a disclaimer,25000,2
118659501186637,felipe.vera.benitez,These ads ran without a disclaimer,25000,2
104383672506649,Fact 101,These ads ran without a disclaimer,25000,5
103232882101790,Luxury Vibes,These ads ran without a disclaimer,25000,10
275758569814605,Cooking 4 All,These ads ran without a disclaimer,24996,2
589913688039969,Michigan Online,These ads ran without a disclaimer,24979,3
101436239632787,AB.F.Z,These ads ran without a disclaimer,24963,1
273364180037605,Avenue Électrique,These ads ran without a disclaimer,24097,1
143409415702161,Revista homohominisacrares.net,These ads ran without a disclaimer,24097,1
101436044789330,pato.cine,These ads ran without a disclaimer,23922,1
117593677945560,Jovenes Por juliaca,These ads ran without a disclaimer,23464,1
100409275308764,jessi.massuco,These ads ran without a disclaimer,23295,1
109570912175181,carlosagudelomontoya,These ads ran without a disclaimer,23216,1
123572367496203,Mɪᴄʜᴇʟʟᴇ Rᴏᴅʀɪɢᴜᴇᴢ Fans,These ads ran without a disclaimer,23214,1
134315463294256,Planet Technology,These ads ran without a disclaimer,23121,2
114180160488293,therdem.exe,These ads ran without a disclaimer,22879,1
593483960666081,Fundación WWB Colombia,These ads ran without a disclaimer,22794,1
241409920140717,Lexfender,These ads ran without a disclaimer,22674,1
112372973710121,Attenti,These ads ran without a disclaimer,22576,1
110273638831026,Brain Boost,These ads ran without a disclaimer,22500,2
443464592695498,Owl Pro Drones,These ads ran without a disclaimer,22500,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,22500,1
261491680372675,LIU Promo,These ads ran without a disclaimer,22500,1
109417718569522,Plat Service,These ads ran without a disclaimer,22500,1
101769325674257,naseartsconsortium,These ads ran without a disclaimer,22500,1
181885865012201,avanzavzla,These ads ran without a disclaimer,22500,1
202228306454759,Thought For Food,These ads ran without a disclaimer,22500,1
101034006287116,MDPI Books,These ads ran without a disclaimer,22250,2
105405892275345,Sandra Costa,These ads ran without a disclaimer,22032,1
161967887004611,freepalestinetogether,These ads ran without a disclaimer,21374,3
816582735098905,CMG Media - 씨엠지미디어,These ads ran without a disclaimer,21250,2
108168278262981,Energy Connects,These ads ran without a disclaimer,21130,2
118452317893114,indopacificfairs,These ads ran without a disclaimer,20695,1
168969019964653,Area de Estudios Latinoamericanos - Flacso,These ads ran without a disclaimer,20625,1
326937770773228,Government Press Office,These ads ran without a disclaimer,20584,1
100136869328198,Hyosung Worldwide,These ads ran without a disclaimer,20524,4
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,20146,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,20000,2
147818018417320,Nicolasantoniop,These ads ran without a disclaimer,20000,1
1493551577321676,Chery International,These ads ran without a disclaimer,19994,6
208338536239798,This Is Beijing,These ads ran without a disclaimer,19993,7
103655209133919,M Reader_pa,These ads ran without a disclaimer,19921,2
274747559049795,Landfill Justice,These ads ran without a disclaimer,19915,2
111237125287210,We Ballin',These ads ran without a disclaimer,19823,2
337743806080547,Bhumi,These ads ran without a disclaimer,18976,1
138702552827157,Business Traveller UK,These ads ran without a disclaimer,18976,5
100519821859175,dart.danu,These ads ran without a disclaimer,18976,1
345390190120001,Giovannagilalves,These ads ran without a disclaimer,18900,1
107469295464682,Сrypto-analyst,These ads ran without a disclaimer,18742,2
378875359494716,NutriNews España,These ads ran without a disclaimer,18742,4
102272782980480,Shopee Cart PH,These ads ran without a disclaimer,18736,1
172523236104176,Panasonic,These ads ran without a disclaimer,18647,2
134615236406063,democracia_rio_news,These ads ran without a disclaimer,18435,3
319739671441859,Floripa Mil Grau,These ads ran without a disclaimer,18435,1
103122639107936,Sabai-Boutique,These ads ran without a disclaimer,18178,2
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,18150,1
443816543096091,Ivelisse Gómez TV,These ads ran without a disclaimer,17500,1
109228408557935,Scotland illuminati brotherhood,These ads ran without a disclaimer,17500,1
107369071528054,YallaPress,These ads ran without a disclaimer,17500,1
118271861357765,Story time,These ads ran without a disclaimer,17484,5
144465468752403,Collectibles House,These ads ran without a disclaimer,17409,1
105209379005200,Psicoterapia Online,These ads ran without a disclaimer,17325,1
103970775116973,Six98Studio,These ads ran without a disclaimer,16824,1
103532304394599,Junín24 Fútbol Femenino,These ads ran without a disclaimer,16775,1
0,Instagram User 3591305001,These ads ran without a disclaimer,16480,1
111226201784446,Global Jobs Alert,These ads ran without a disclaimer,16372,1
717418845035378,Fernando Arrieta,These ads ran without a disclaimer,16208,3
0,Instagram User 3887968024,These ads ran without a disclaimer,16187,1
107194965812327,Climate Change,These ads ran without a disclaimer,16064,1
100768199351046,julios.werkraum,These ads ran without a disclaimer,16064,1
111703251656850,un_visible_world,These ads ran without a disclaimer,16064,2
210033025759161,CEUPE - European Business School,These ads ran without a disclaimer,16064,1
101056148233140,SIGUARD,These ads ran without a disclaimer,15920,1
110281044899408,Xtinct,These ads ran without a disclaimer,15739,2
102394388859794,Elcholu tv,These ads ran without a disclaimer,15618,1
1825519887697856,走讀臺灣,These ads ran without a disclaimer,15414,1
110297528288519,ANGÉLICA SHEKINAH,These ads ran without a disclaimer,15389,1
473477439675375,THE WAY Back To Eden,These ads ran without a disclaimer,15183,1
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,15167,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,15043,1
101260812642176,Zy_12,These ads ran without a disclaimer,15000,1
106999647925066,Phenomenal Woman,These ads ran without a disclaimer,15000,2
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,15000,4
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,15000,10
117879722193956,The Man United Fans,These ads ran without a disclaimer,15000,1
110068431682623,TrendExposed,These ads ran without a disclaimer,15000,2
104376759188069,Agsky-scrape,These ads ran without a disclaimer,15000,6
106386888743470,Ordinarilyla.com,These ads ran without a disclaimer,15000,2
152956984574,International Human Rights Art Movement,These ads ran without a disclaimer,15000,2
292680044078672,SVOCHUM,These ads ran without a disclaimer,15000,1
111995915155282,New_Arena,These ads ran without a disclaimer,15000,1
110314248386310,Hadaya.Spot,These ads ran without a disclaimer,15000,1
105887538253711,차이나 스토리 China Story,These ads ran without a disclaimer,15000,4
367649046908008,Growatt New Energy,These ads ran without a disclaimer,15000,1
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,15000,1
234092443339889,Sandra Saenz,These ads ran without a disclaimer,15000,2
106170661628518,香港V,These ads ran without a disclaimer,15000,2
182727265435083,Mauritius Telecom,These ads ran without a disclaimer,15000,1
148548965168926,NSF,These ads ran without a disclaimer,15000,1
447178272144612,Udit Goenka,These ads ran without a disclaimer,15000,3
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,14997,5
182658451852085,Eliane Ribeiro & Team,These ads ran without a disclaimer,14838,1
2072693036133553,Tonal,These ads ran without a disclaimer,14613,2
111124575115246,Rafaela Santos,These ads ran without a disclaimer,14382,25
185547034921407,Portaluz.org,These ads ran without a disclaimer,14328,1
282553308522016,Zibilia,These ads ran without a disclaimer,14300,1
177854402389449,Imdosoc,These ads ran without a disclaimer,14097,1
102182361753225,Remotely Developers,These ads ran without a disclaimer,13750,1
109122195058824,Revolución Ascendente,These ads ran without a disclaimer,13750,1
105389808442387,empresshouse_,These ads ran without a disclaimer,13710,1
134430013293100,Cátedra Ingmar Bergman,These ads ran without a disclaimer,13686,1
176270938900222,Boletín cerebral,These ads ran without a disclaimer,13686,1
107317462328556,Súper Papá,These ads ran without a disclaimer,13686,1
212128569360891,Juan Manuel Navarro,These ads ran without a disclaimer,13686,4
109411350474516,plai.mx,These ads ran without a disclaimer,13686,1
100357488976867,Dra. Maira Rubi Segura Campos,These ads ran without a disclaimer,13686,1
164457816916439,NoVerbal Consulting Group,These ads ran without a disclaimer,13686,1
107781244893086,EWBS Business Dubai,These ads ran without a disclaimer,13634,1
102668079245182,Aircraft Helicopter,These ads ran without a disclaimer,13610,1
104235449092488,Aircraft Secrets,These ads ran without a disclaimer,13610,1
112266598269311,Fighter Jets,These ads ran without a disclaimer,13610,1
103061592394639,Flor Liz,These ads ran without a disclaimer,13489,1
106444438811502,transitandoemjulgado,These ads ran without a disclaimer,13489,1
187507461122650,Tramaefimera,These ads ran without a disclaimer,13475,1
106155822122127,Bindi.World,These ads ran without a disclaimer,13475,1
110444908674335,The American News,These ads ran without a disclaimer,13121,2
581961658564804,Learn Chinese,These ads ran without a disclaimer,13043,2
114006632574197,Gabriel Merlin Assessoria Esportiva,These ads ran without a disclaimer,13039,1
330436690157901,rockgeracaoy,These ads ran without a disclaimer,13039,1
102158046158942,Kennedyenlacalle,These ads ran without a disclaimer,13001,1
103501611166874,Saurio,These ads ran without a disclaimer,12925,1
104940038559106,Asociación Nacional de Promotores y Educadores para la Salud A. C.,These ads ran without a disclaimer,12728,1
276490482462006,Northern Miner,These ads ran without a disclaimer,12715,1
105994068254820,Menkay,These ads ran without a disclaimer,12671,2
105794328926903,Hypersonic Aircraft,These ads ran without a disclaimer,12646,1
151929731346964,Persuasión Política,These ads ran without a disclaimer,12590,4
324253041382779,Xavier Cormier,These ads ran without a disclaimer,12503,3
106111170729078,Digiens Academy,These ads ran without a disclaimer,12499,13
634185290326367,Atlantic Fellows for Social and Economic Equity,These ads ran without a disclaimer,12491,1
423609701387941,Peachbruh,These ads ran without a disclaimer,12410,3
479727768712799,Automás,These ads ran without a disclaimer,12384,1
110597585356128,livingbyclau,These ads ran without a disclaimer,12375,1
202225953152762,Yomeanimo,These ads ran without a disclaimer,12144,4
254697727731989,Juliana Nascimento,These ads ran without a disclaimer,12130,1
108334928351432,dieguez_,These ads ran without a disclaimer,12100,1
108313351880822,lucky_084_,These ads ran without a disclaimer,11992,1
469806750443012,AgroGlobal,These ads ran without a disclaimer,11861,1
115547754831342,Zettyyziro,These ads ran without a disclaimer,11816,1
2610140028997323,Uniathena,These ads ran without a disclaimer,11578,4
105212325622169,"Citas para pasaportes Colombia y Visa americana, Canadiense y Australiana",These ads ran without a disclaimer,11457,1
104784711492573,Vegin: Veganismo más cerca,These ads ran without a disclaimer,11409,1
279345532129864,ההסתדרות הציונית העולמית,These ads ran without a disclaimer,11285,1
100130132039878,greenlynatalia,These ads ran without a disclaimer,11216,1
103954999479142,Bruno Donat,These ads ran without a disclaimer,11104,3
108142008555145,UAID foundation,These ads ran without a disclaimer,11034,1
1614361828801182,Dre Pao,These ads ran without a disclaimer,10908,1
201594923210735,Muniba Mazari,These ads ran without a disclaimer,10908,4
451591788375786,El Colegio de Morelos,These ads ran without a disclaimer,10538,1
102326065956085,Pop Aircraft,These ads ran without a disclaimer,10199,1
1242221412532377,Preaching the CROSS/Higgs Ministry,These ads ran without a disclaimer,9997,1
109110081983035,Gan Jing World,These ads ran without a disclaimer,9996,1
109534787605542,Mohammed Al-Issa محمد العيسى,These ads ran without a disclaimer,9989,2
101203429485426,Panstar Cruise,These ads ran without a disclaimer,9989,1
105541462169892,InkTale App,These ads ran without a disclaimer,9982,1
106881108735476,Britanni Abrego Avila,These ads ran without a disclaimer,9975,3
222821697571902,HealthStrong Global,These ads ran without a disclaimer,9973,1
104387498728560,Hype Hub,These ads ran without a disclaimer,9965,1
105448452269780,Lifestylecog,These ads ran without a disclaimer,9950,4
103072574822598,FamilyFeed,These ads ran without a disclaimer,9938,5
101459974844546,Jump_conf,These ads ran without a disclaimer,9900,1
100388258930612,Alver Metalli Blog,These ads ran without a disclaimer,9900,1
2635695993126737,Isaac Rubio Aguilar - Isaac Happy,These ads ran without a disclaimer,9829,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,9810,12
104660691770604,mariano.ivan14,These ads ran without a disclaimer,9666,1
106615745485833,Crime News Online,These ads ran without a disclaimer,9655,2
100636919496521,Ser.EcoCiente,These ads ran without a disclaimer,9350,2
133025563392728,Centro Urbano,These ads ran without a disclaimer,9170,1
106452411656233,Dupoin Indonesia,These ads ran without a disclaimer,9008,2
192393390618198,Cristiane Oliveira,These ads ran without a disclaimer,8993,11
106117468903008,Aircraft Hyper,These ads ran without a disclaimer,8907,1
100110599507064,Secret Top Aircraft,These ads ran without a disclaimer,8771,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,8618,5
632166130744961,Elecson,These ads ran without a disclaimer,8372,1
102570475972839,Sport Judge,These ads ran without a disclaimer,8349,1
105569248837784,fotografia.todoterreno,These ads ran without a disclaimer,8250,1
160372837337718,Palestina Libre,These ads ran without a disclaimer,8225,1
134821969948251,Η ΚΑΘΗΜΕΡΙΝΗ - Επίσημη σελίδα,These ads ran without a disclaimer,8029,1
173130474741,Yahia Gouasmi,These ads ran without a disclaimer,8009,1
561183654317172,Jose Manuel Armas,These ads ran without a disclaimer,7821,1
233964870507,"Instituto Zacatecano de Estudios Universitarios, IZEU",These ads ran without a disclaimer,7801,1
206197753093706,AmazingTalker,These ads ran without a disclaimer,7707,2
109245524036950,Wisła i Jangcy,These ads ran without a disclaimer,7631,1
101485486059705,Fusion Shearing Crusher,These ads ran without a disclaimer,7584,1
1478930005708038,TomorroWoman,These ads ran without a disclaimer,7500,5
229087490286658,USA Today 2X,These ads ran without a disclaimer,7500,2
251360678068375,Newblacks,These ads ran without a disclaimer,7499,8
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,7496,10
51300016841,Integral Life,These ads ran without a disclaimer,7488,1
109058985571302,Fang Xinyan,These ads ran without a disclaimer,7484,1
111422938295509,فطرة Fetra,These ads ran without a disclaimer,7483,1
101306862837286,Chemtrails Off,These ads ran without a disclaimer,7429,1
114247604036354,Инфограф,These ads ran without a disclaimer,7380,1
200870323112319,Esther Fontes,These ads ran without a disclaimer,7194,1
109627618546880,Millions Aircraft,These ads ran without a disclaimer,7071,1
110888421752564,SP Aircraft,These ads ran without a disclaimer,7070,1
365038286972781,Jubileosuramericas,These ads ran without a disclaimer,6788,1
328032180384215,IIPC New York,These ads ran without a disclaimer,6779,1
112902048316129,African Leaders' Tête À Tête,These ads ran without a disclaimer,6743,1
1876712492558260,A Girl Who Prays/Women on Watch-WOW-,These ads ran without a disclaimer,6705,1
436791896382535,Red Eco Alternativo,These ads ran without a disclaimer,6460,2
121892191231546,Eurasian Development Bank,These ads ran without a disclaimer,6458,3
105217589304567,lasbrujasrevista,These ads ran without a disclaimer,6325,1
102034382841874,lorena.kukurian,These ads ran without a disclaimer,6300,2
107939782015892,Sobre crianza,These ads ran without a disclaimer,6300,1
105953807950158,Tiệm Nail Z,These ads ran without a disclaimer,6256,1
546776285840560,Feng Shui Rafaela,These ads ran without a disclaimer,6086,6
101363632600073,Trashy Sisters,These ads ran without a disclaimer,5996,1
100119972767683,Aircraft Lover,These ads ran without a disclaimer,5915,2
104509404478801,Sincelejo Cup,These ads ran without a disclaimer,5789,1
123384620847879,escuchando_mentes,These ads ran without a disclaimer,5748,1
72149536933,SKF,These ads ran without a disclaimer,5691,14
104502135673665,New Earn USDT Platform,These ads ran without a disclaimer,5602,1
101265346105679,ISPRS International Journal of Geo-Information,These ads ran without a disclaimer,5554,1
161312190403495,Brendon Roberts,These ads ran without a disclaimer,5542,3
192122590856392,Singapore Aviation Academy,These ads ran without a disclaimer,5539,1
725255337654867,Leo Piccioli,These ads ran without a disclaimer,5500,1
103713451654772,juan.mereb,These ads ran without a disclaimer,5500,1
177442232115668,VC Global Network Inc.,These ads ran without a disclaimer,5447,1
220247148525333,Rabindranath Tagore Literary Prize,These ads ran without a disclaimer,5412,1
155438574470276,DW українською,These ads ran without a disclaimer,5346,12
181832185182705,Revista Gatopardo,These ads ran without a disclaimer,5338,1
107973187548321,Pak China,These ads ran without a disclaimer,5330,1
252749124591010,Mohamed Elmay - Free Palestine,These ads ran without a disclaimer,5310,1
101466184613456,Fuzzy Times,These ads ran without a disclaimer,5309,5
138457552871898,Live Aqua Beach Resort Cancun,These ads ran without a disclaimer,5295,1
309597192497421,Nehemiah Network International,These ads ran without a disclaimer,5284,1
20800882791,Break,These ads ran without a disclaimer,5225,1
105649928852054,Augustus Charles ៚,These ads ran without a disclaimer,5146,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,5114,4
341991373636195,DatanaLab,These ads ran without a disclaimer,5065,1
107898798686030,Postcards from Ukraine,These ads ran without a disclaimer,4998,2
107726931747049,Dino read,These ads ran without a disclaimer,4998,4
175158559025224,Chatbot App,These ads ran without a disclaimer,4998,1
101103628988991,China Says,These ads ran without a disclaimer,4998,2
110500442046823,Karter Craig,These ads ran without a disclaimer,4996,1
270512389472104,The Dancing Cucumber,These ads ran without a disclaimer,4996,2
100697685391654,CGTV LIVE_English,These ads ran without a disclaimer,4994,2
100742894733993,Quest for Eternal Sunshine,These ads ran without a disclaimer,4992,1
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,4989,2
436282466503366,Diario del Pueblo en línea,These ads ran without a disclaimer,4973,2
108045525173798,Kol Stories,These ads ran without a disclaimer,4973,1
107319548965041,Hazrat Beck Khudoyberdi,These ads ran without a disclaimer,4966,3
105477872473617,HSPX Magazine,These ads ran without a disclaimer,4946,1
102269075953907,Camille Sand,These ads ran without a disclaimer,4946,15
293405307878436,FODEN - Capacitación en Salud,These ads ran without a disclaimer,4675,1
399123090502456,情報経営イノベーション専門職大学,These ads ran without a disclaimer,4662,1
1182128755219778,Japan Forward,These ads ran without a disclaimer,4662,1
149263658966249,Driéli do Espanhol de Verdade,These ads ran without a disclaimer,4496,1
101690555263014,Thoughts Crystal,These ads ran without a disclaimer,4490,1
102862682558865,Force Aircraft,These ads ran without a disclaimer,4283,1
151047515056054,Goodtrae-굿뜨래,These ads ran without a disclaimer,4177,1
100473292799458,Karerina.K Nature Photographer,These ads ran without a disclaimer,4125,1
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,4012,1
112210295510027,World Zionist Organization - ההסתדרות הציונית העולמית,These ads ran without a disclaimer,3984,1
108637620485364,Brain Nuggets,These ads ran without a disclaimer,3984,10
430339687135332,Sadi Melo,These ads ran without a disclaimer,3980,1
817642064973014,El Show del Patrón,These ads ran without a disclaimer,3969,1
555385191479913,Alan Reyes,These ads ran without a disclaimer,3956,1
108579632162744,CRAZY Machines,These ads ran without a disclaimer,3948,1
107339455413597,The Crime Story,These ads ran without a disclaimer,3874,2
100104028388916,Descubriendo China,These ads ran without a disclaimer,3715,1
325210599200,Seoul Mediacity Biennale,These ads ran without a disclaimer,3634,1
247111886152003,Alfonso Borjas,These ads ran without a disclaimer,3449,1
1725396047747514,Financiera Comultrasan,These ads ran without a disclaimer,3437,1
1685842244965331,Marek Kuchciński,These ads ran without a disclaimer,3264,10
104372528749645,magocorocomete,These ads ran without a disclaimer,3108,1
138145003721610,Cesu Gómez - Escritora,These ads ran without a disclaimer,3061,1
102519461477326,Viện Thẩm Mỹ Mega Gangnam Việt Nam,These ads ran without a disclaimer,3045,1
115128084986084,flordesalamina,These ads ran without a disclaimer,3025,1
104220389333061,Infinity Path,These ads ran without a disclaimer,2998,1
107629248989449,Laugh Lounge,These ads ran without a disclaimer,2998,2
888507404545826,Chanderpur Group,These ads ran without a disclaimer,2998,1
596858787607676,Ciudades Verdes,These ads ran without a disclaimer,2919,1
173091762749108,월드프렌즈코리아,These ads ran without a disclaimer,2906,1
109462710764873,政制及內地事務局,These ads ran without a disclaimer,2881,2
109228518806718,Juan Antonio Diaz Galindo,These ads ran without a disclaimer,2834,1
1051097574989846,डाउन टू अर्थ,These ads ran without a disclaimer,2818,1
102244566076628,Łetters From Me to You,These ads ran without a disclaimer,2710,1
357444017777047,Bronson.men,These ads ran without a disclaimer,2710,6
110398968367258,Novidades,These ads ran without a disclaimer,2698,5
1019461331409408,Alexandre Paiva,These ads ran without a disclaimer,2698,1
102434796097067,Flow Feed,These ads ran without a disclaimer,2697,1
100642155476334,Cumbre Líderes Cristianos,These ads ran without a disclaimer,2593,2
111544614532431,ifla2022,These ads ran without a disclaimer,2543,3
107419398838282,Global Digital Inclusion Partnership,These ads ran without a disclaimer,2474,4
145614398637693,Global Pres,These ads ran without a disclaimer,2472,1
111535028099492,New Reality,These ads ran without a disclaimer,2441,1
100451442088817,BERNA Media Production,These ads ran without a disclaimer,2287,3
105618258917544,Military Power,These ads ran without a disclaimer,2244,1
101352349135054,Vernon Bateman,These ads ran without a disclaimer,2175,1
100951662795304,Goodness Creates,These ads ran without a disclaimer,2145,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,2134,1
103774815963316,WhatsApp Business 4583022782,These ads ran without a disclaimer,2050,1
114413588200270,Selous Advisory,These ads ran without a disclaimer,2033,1
112901465061603,Policy violation notification,These ads ran without a disclaimer,2004,1
1269471203159557,JISS - Jerusalem Institute for Strategy and Security,These ads ran without a disclaimer,1989,1
513609275343306,Thamizh Padam,These ads ran without a disclaimer,1948,1
104735534383163,junges.netzwerk,These ads ran without a disclaimer,1925,1
102988469479783,Piensa Diferente.ok,These ads ran without a disclaimer,1925,1
178194518893277,اقرأ لي,These ads ran without a disclaimer,1871,1
173540813447439,ART FIRE MUSIC,These ads ran without a disclaimer,1869,1
2022555928002209,Tienda Simonna,These ads ran without a disclaimer,1869,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,1846,1
101958599473285,Or HaOlam - אור העולם - Luz del Mundo,These ads ran without a disclaimer,1832,2
103648398093208,EduTourism for Unity,These ads ran without a disclaimer,1818,5
104092552477632,Love Care Share,These ads ran without a disclaimer,1798,1
163185606883486,semayildirimozkaya,These ads ran without a disclaimer,1754,2
101759044820561,TCM Originals,These ads ran without a disclaimer,1742,1
311105516082116,Todos Somos Empresa,These ads ran without a disclaimer,1568,3
108022421964034,Attack Aircraft,These ads ran without a disclaimer,1564,1
104343225451560,Du hành tuổi thơ,These ads ran without a disclaimer,1473,1
104614299337071,Earth Savers,These ads ran without a disclaimer,1439,1
112001677152704,Dominio_intelectual,These ads ran without a disclaimer,1375,1
1526002304307359,صفوة الأحاديث القدسيه والنبويه,These ads ran without a disclaimer,1360,2
110522835200642,Rock Legends,These ads ran without a disclaimer,1336,1
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,1324,2
241608615697571,Housing And Life,These ads ran without a disclaimer,1295,2
284898618904093,블레스문,These ads ran without a disclaimer,1271,1
104445971773668,TAIHEN Việc Làm,These ads ran without a disclaimer,1247,3
