Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
111174130620652,Cristianismo em Epígrafe,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
279945578545141,AI Ask - App Powered by Chatgpt-4,These ads ran without a disclaimer,≤100,1
231994373490800,Student Energy,These ads ran without a disclaimer,≤100,1
1198980256911158,Deputada do POVO,These ads ran without a disclaimer,≤100,1
136848826340367,Blikk,These ads ran without a disclaimer,≤100,1
108182517415789,Clever Classic,These ads ran without a disclaimer,≤100,2
112107421825902,suadyouthcop,These ads ran without a disclaimer,≤100,2
104035815666546,Европейское Гражданство,These ads ran without a disclaimer,≤100,1
131007093419454,Advance & Star Track-0904-2,These ads ran without a disclaimer,≤100,1
103717582010621,The Christian Psychologist,These ads ran without a disclaimer,≤100,1
103128059291677,Saaraba,These ads ran without a disclaimer,≤100,2
103598375739717,Qiantang Vision,These ads ran without a disclaimer,≤100,2
105920735675544,Li From CGN,These ads ran without a disclaimer,≤100,1
109533817308782,Going Green Media,These ads ran without a disclaimer,≤100,1
167129826480954,Laiane Albuquerque,These ads ran without a disclaimer,≤100,2
114086597027388,Center for Language Education and Cooperation,These ads ran without a disclaimer,≤100,5
107169341928789,Gog Reading,These ads ran without a disclaimer,≤100,1
1896993947201599,Basso.official,These ads ran without a disclaimer,≤100,1
222801630909735,Echoes Of Palestine,These ads ran without a disclaimer,≤100,24
893704437379805,Power Africa,These ads ran without a disclaimer,≤100,1
101801737891564,CSCEC Singapore,These ads ran without a disclaimer,≤100,1
100485379158726,africaniconicwomenrecognition,These ads ran without a disclaimer,≤100,1
1888596997878932,Yoga-Go: Yoga For Weight Loss,These ads ran without a disclaimer,≤100,1
300307229830341,Burger Nieuws,These ads ran without a disclaimer,≤100,3
725845994246131,Puppeteeress,These ads ran without a disclaimer,≤100,1
111119161769928,Prémios Dipanda,These ads ran without a disclaimer,≤100,1
102043099316412,Pas les Zouorganes,These ads ran without a disclaimer,≤100,1
310120523512,Africa.com,These ads ran without a disclaimer,≤100,3
102800215034719,Lux & Lush - Culture,These ads ran without a disclaimer,≤100,3
106538358654384,dimzi.co,These ads ran without a disclaimer,≤100,1
109637041782315,Saudi Arabia Ministry of Hajj & Umrah,These ads ran without a disclaimer,≤100,1
110314248386310,Hadaya.Spot,These ads ran without a disclaimer,≤100,1
102198132820604,Chris Clark,These ads ran without a disclaimer,≤100,1
113940237050170,CCECC Nigeria,These ads ran without a disclaimer,≤100,4
102915915537661,5irechain,These ads ran without a disclaimer,≤100,4
178385610955292,Jerusalem Online -  Sea of Galilee,These ads ran without a disclaimer,≤100,2
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,3
103929791073860,Inside Telecom,These ads ran without a disclaimer,≤100,2
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,2
198764893496594,Taylor & Francis,These ads ran without a disclaimer,≤100,2
110453981957668,Tratamiento del autismo,These ads ran without a disclaimer,≤100,2
112419988437789,Suda-016,These ads ran without a disclaimer,≤100,1
103496435538391,"Finding Peace-A Spiritual, Physical, Mental and Emotional interconnectivity",These ads ran without a disclaimer,≤100,1
110492914152511,Витоша Студио,These ads ran without a disclaimer,≤100,3
105120655562483,Camila Garcia,These ads ran without a disclaimer,≤100,2
1877361012493253,China Mosaic,These ads ran without a disclaimer,≤100,5
101149662460553,Avo Magazine,These ads ran without a disclaimer,≤100,2
101674009233956,"Earthacre, Inc.",These ads ran without a disclaimer,≤100,1
305116906990763,Sahelia Solar Officiel,These ads ran without a disclaimer,≤100,1
102859229188181,KanChina,These ads ran without a disclaimer,≤100,1
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,13
104404948072,Ema Arius,These ads ran without a disclaimer,≤100,4
114886828148570,cootiffany,These ads ran without a disclaimer,≤100,2
334543369959166,Jornal Independente,These ads ran without a disclaimer,≤100,1
303624683019094,HACEY's Health Initiative,These ads ran without a disclaimer,≤100,1
163724483013,Hepatitis B Foundation,These ads ran without a disclaimer,≤100,1
1198498803640966,The East Gate,These ads ran without a disclaimer,≤100,2
911589982259614,Виктория Круть Трансформационный тренер,These ads ran without a disclaimer,≤100,1
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,2
101901072636846,Sunny Or Stormy Days,These ads ran without a disclaimer,≤100,1
193473867369335,MEDAL Ministries,These ads ran without a disclaimer,≤100,1
108637620485364,Brain Nuggets,These ads ran without a disclaimer,≤100,3
104442131947319,ParentzTalk - Teenagers,These ads ran without a disclaimer,≤100,1
109054555069662,Investing Digest,These ads ran without a disclaimer,≤100,1
100777196213401,Online video 16,These ads ran without a disclaimer,≤100,1
100732131517309,Female in Africa - Women Of African Nations and Beyond,These ads ran without a disclaimer,≤100,1
184894128031626,Exocore Tool,These ads ran without a disclaimer,≤100,1
100730135713515,Theownersjob,These ads ran without a disclaimer,≤100,1
104022512482518,"Cangzhou,China",These ads ran without a disclaimer,≤100,5
106593889203874,Knowledge Nuggets,These ads ran without a disclaimer,≤100,1
107011388510535,Sunday Stories,These ads ran without a disclaimer,≤100,1
102698589075063,MFIX UAE,These ads ran without a disclaimer,≤100,2
104044266054498,Edustore Africa,These ads ran without a disclaimer,≤100,1
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,3
105023382339855,sarah.bethx,These ads ran without a disclaimer,≤100,1
144072035778,Четири лапи,These ads ran without a disclaimer,≤100,1
0,Instagram User 2151720204,These ads ran without a disclaimer,≤100,2
444318282320653,British Council Vietnam,These ads ran without a disclaimer,≤100,1
117508935587197,Prophet Merveille Ephraim K,These ads ran without a disclaimer,≤100,1
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,1
109234018766722,Arkad-03,These ads ran without a disclaimer,≤100,2
101028016417965,Assist Guru: AI Mobile App,These ads ran without a disclaimer,≤100,1
108659475384219,IKUn02,These ads ran without a disclaimer,≤100,2
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,5
817471741724983,Johanniter International Assistance,These ads ran without a disclaimer,≤100,1
109834054543701,SolarButterfly,These ads ran without a disclaimer,≤100,12
2122792311315898,Best Believe,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,1
272892784576943,Dubai Police Games,These ads ran without a disclaimer,≤100,1
2036198076593503,Glarie Elevator Escalator,These ads ran without a disclaimer,≤100,1
107090068642820,Book Lovers Hub,These ads ran without a disclaimer,≤100,1
229506630828988,Globe Échos,These ads ran without a disclaimer,≤100,2
523743974671830,Proutist Universal,These ads ran without a disclaimer,≤100,2
122466425961,Toward Freedom,These ads ran without a disclaimer,≤100,4
101536455882637,Black: The Unfiltered,These ads ran without a disclaimer,≤100,1
105469612376717,Akx-114-12,These ads ran without a disclaimer,≤100,1
109084044253164,Moms Only,These ads ran without a disclaimer,≤100,1
279395135421721,Share Change,These ads ran without a disclaimer,≤100,1
114061111633501,Mc01-36,These ads ran without a disclaimer,≤100,1
161665000537800,Global Water Partnership,These ads ran without a disclaimer,≤100,1
112280165067517,Naturefoodnerd,These ads ran without a disclaimer,≤100,1
108168278262981,Energy Connects,These ads ran without a disclaimer,≤100,2
104368422598347,Translate Space,These ads ran without a disclaimer,≤100,2
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,3
276018999075754,FH Suisse / FH Schweiz,These ads ran without a disclaimer,≤100,1
121116260977905,Day Magazine Inside,These ads ran without a disclaimer,≤100,1
110638201799464,Dr. Alberto Bartz,These ads ran without a disclaimer,≤100,1
108810171707313,Word Worth,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,5
106556627772814,Yan Wei,These ads ran without a disclaimer,≤100,1
402034096316852,WhatsApp Business 2930960620,These ads ran without a disclaimer,≤100,4
110514591077921,jucianasc,These ads ran without a disclaimer,≤100,1
103976175674043,Friendlyshandongjp,These ads ran without a disclaimer,≤100,1
730238507162118,Cryptonary,These ads ran without a disclaimer,≤100,4
101056649075799,丁丁的lens,These ads ran without a disclaimer,≤100,1
7163962142,theory11,These ads ran without a disclaimer,≤100,5
56777943052,One Young World,These ads ran without a disclaimer,≤100,15
100373869514328,Gov.br,These ads ran without a disclaimer,≤100,1
101701752379868,Bunny Reading,These ads ran without a disclaimer,≤100,1
1164694603562682,FastTony,These ads ran without a disclaimer,≤100,2
141289332596921,PECB,These ads ran without a disclaimer,≤100,3
107169648214472,Every Day Koala Living,These ads ran without a disclaimer,≤100,1
115916901000107,Wildography,These ads ran without a disclaimer,≤100,1
100339112933404,Baga1402_04,These ads ran without a disclaimer,≤100,1
102322948903045,Bettermanly,These ads ran without a disclaimer,≤100,1
226389253889091,Socrates,These ads ran without a disclaimer,≤100,1
101760076102045,California002,These ads ran without a disclaimer,≤100,1
387020211352295,America First Patriots,These ads ran without a disclaimer,≤100,1
988383667884304,Co z tą Sztuką?,These ads ran without a disclaimer,≤100,1
107022615181794,des_marka,These ads ran without a disclaimer,≤100,1
0,Instagram User 3591305001,These ads ran without a disclaimer,≤100,1
101511602558937,Eduardo Fernandez,These ads ran without a disclaimer,≤100,1
105955335714645,Exsprout-store,These ads ran without a disclaimer,≤100,1
100181386277305,Mazha06,These ads ran without a disclaimer,≤100,2
101463372331961,Julianny Priscyla Cursos,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,2
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,2
1458095067822845,China Matters,These ads ran without a disclaimer,≤100,1
2572166726130246,Miracles in America with David E. Taylor,These ads ran without a disclaimer,≤100,2
108482371656615,Celebratized,These ads ran without a disclaimer,≤100,1
170951426275318,CBM Christian Blind Mission,These ads ran without a disclaimer,≤100,1
110096461834624,Nichols Gregory,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
479056685476395,T1International,These ads ran without a disclaimer,≤100,2
80100802880,MaleSurvivor,These ads ran without a disclaimer,≤100,1
101953989622578,Money Wise Today En,These ads ran without a disclaimer,≤100,2
105580925630596,General Checkup Turkey,These ads ran without a disclaimer,≤100,1
986930541352325,Pas 2 Quartier,These ads ran without a disclaimer,≤100,2
800018250057491,Direct Expose,These ads ran without a disclaimer,≤100,1
100384745426780,Our Funny Little Site Newest,These ads ran without a disclaimer,≤100,1
112618128081720,climate.marxist.clown.world,These ads ran without a disclaimer,≤100,1
101931716084815,Drake002,These ads ran without a disclaimer,≤100,1
112338611784279,Private Tool,These ads ran without a disclaimer,≤100,1
102049477791,Freerice,These ads ran without a disclaimer,≤100,1
108251185499447,Explore Xinjiang,These ads ran without a disclaimer,≤100,1
104998648962128,MAWJ موج,These ads ran without a disclaimer,≤100,1
102711074608090,franco.africano,These ads ran without a disclaimer,≤100,3
132737856598686,Free Palestine Together,These ads ran without a disclaimer,≤100,2
105841425476519,Daily Family Life,These ads ran without a disclaimer,≤100,1
374873087405,PEN - Peer Educators Network,These ads ran without a disclaimer,≤100,1
587293251646250,Jackson Dirceu Laurindo - JD,These ads ran without a disclaimer,≤100,2
123869460821028,Tiandy West Africa,These ads ran without a disclaimer,≤100,1
133057489882918,Nadia Silva,These ads ran without a disclaimer,≤100,3
105538155505026,Smart doc,These ads ran without a disclaimer,≤100,1
286459901994714,Apóstolo Hugo Zé da Costa,These ads ran without a disclaimer,≤100,1
100752769743051,Jornal do Namibe,These ads ran without a disclaimer,≤100,1
7297163299,Greenpeace International,These ads ran without a disclaimer,≤100,1
104918367555965,The Fun Post,These ads ran without a disclaimer,≤100,1
154404617756575,Lorrayne Matias,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,2
1643183949252413,VC Zitha Ministries,These ads ran without a disclaimer,≤100,1
112150985125551,Magic1423-04,These ads ran without a disclaimer,≤100,1
431841887327995,廣告達人,These ads ran without a disclaimer,≤100,5
102046556174849,C301-44,These ads ran without a disclaimer,≤100,1
107194965812327,Climate Change,These ads ran without a disclaimer,≤100,1
107757968583490,MVP Mode,These ads ran without a disclaimer,≤100,1
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
174806462881204,Medical News,These ads ran without a disclaimer,≤100,1
101103628988991,China Says,These ads ran without a disclaimer,≤100,2
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,3
109363168231503,Broadway Flower,These ads ran without a disclaimer,≤100,1
255440781160360,Mazda Braga,These ads ran without a disclaimer,≤100,1
1066260193413505,CENT Tambours MILLE Trompettes TV,These ads ran without a disclaimer,≤100,1
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,5
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,7
0,Instagram User 6341124092,These ads ran without a disclaimer,≤100,1
134821969948251,Η ΚΑΘΗΜΕΡΙΝΗ - Επίσημη σελίδα,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,3
102896729338425,Baga1402_03,These ads ran without a disclaimer,≤100,4
109872218653593,American SolarX,These ads ran without a disclaimer,≤100,1
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,≤100,1
772854679419443,Karl Roussel,These ads ran without a disclaimer,≤100,1
108895332108613,k_a_y_a_f_a,These ads ran without a disclaimer,≤100,1
1668495093431601,Kronospan,These ads ran without a disclaimer,≤100,1
160284210649529,Bow Seat Ocean Awareness Programs,These ads ran without a disclaimer,≤100,1
122104434872007001,EU-Relocate,These ads ran without a disclaimer,≤100,1
103997142547258,和合文化全球论坛 Hehe Culture Global Forum,These ads ran without a disclaimer,≤100,1
102101789444159,Frank Ocean03,These ads ran without a disclaimer,≤100,1
1862804073990223,Blog personal,These ads ran without a disclaimer,≤100,1
267822946949,"Mary Ann Liebert, Inc., publishers",These ads ran without a disclaimer,≤100,2
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,5
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100,5
1406932762692648,"Ordos, China",These ads ran without a disclaimer,≤100,1
100769392869544,Clearlove001,These ads ran without a disclaimer,≤100,2
104025197797640,Matthew John - Short Story Teller,These ads ran without a disclaimer,≤100,1
100710368803816,Modern Express 现代快报,These ads ran without a disclaimer,≤100,4
353841741323576,قناة طيبة الفضائية,These ads ran without a disclaimer,≤100,1
187000618322282,This Is Why I'm Single,These ads ran without a disclaimer,≤100,1
100247219402175,The Clever Protagonist,These ads ran without a disclaimer,≤100,2
102477742553018,Aurorannie,These ads ran without a disclaimer,≤100,1
107959791111891,Mviobuy 12.2,These ads ran without a disclaimer,≤100,1
102023169453425,Lhz-06,These ads ran without a disclaimer,≤100,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
100503532852190,中国国际人才交流大会,These ads ran without a disclaimer,≤100,1
116904541494559,Brainy Bites,These ads ran without a disclaimer,≤100,1
100183535934573,Desiree Crawford,These ads ran without a disclaimer,≤100,1
105954855202943,Matt27,These ads ran without a disclaimer,≤100,1
1905458059469882,Patrick  NZAU L'imprévisible,These ads ran without a disclaimer,≤100,2
620466278035819,DroneLife,These ads ran without a disclaimer,≤100,1
140081909339594,Topcon Positioning Systems,These ads ran without a disclaimer,≤100,1
103870515726436,Hypatia Gender justice هيباتيا للعدالة الجندرية,These ads ran without a disclaimer,≤100,1
826813347379455,Guizhou,These ads ran without a disclaimer,≤100,1
1787885808135649,The Human Aspect,These ads ran without a disclaimer,≤100,1
110807921950094,Awe01,These ads ran without a disclaimer,≤100,2
102593859287655,Light1297_05,These ads ran without a disclaimer,≤100,1
105972509425490,KADIST,These ads ran without a disclaimer,≤100,1
1307651385928934,CRRC  Corporation Ltd.,These ads ran without a disclaimer,≤100,2
116845691339120,Awe21,These ads ran without a disclaimer,≤100,2
108527654799263,Discovery & Lifestyle,These ads ran without a disclaimer,≤100,1
101584952237158,Fer Barcelar,These ads ran without a disclaimer,≤100,1
101055602163554,Too Cool - Stories,These ads ran without a disclaimer,≤100,3
135293089841051,Alune Wade,These ads ran without a disclaimer,≤100,1
243455272380136,Everlayn Borges,These ads ran without a disclaimer,≤100,1
105751625745445,Quatre-04,These ads ran without a disclaimer,≤100,1
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,1
635280273327399,Africa SANTE  EXPO ex: Pharmafrica Expo,These ads ran without a disclaimer,≤100,1
105342444872676,D'Matos Capital,These ads ran without a disclaimer,≤100,2
103013301743771,Global Environmental and Climate Conservation Initiative,These ads ran without a disclaimer,≤100,1
149572951788851,Quotidien du Peuple,These ads ran without a disclaimer,≤100,3
442714592765048,Mayra Berenice En Vivo,These ads ran without a disclaimer,≤100,2
108301621007688,Girl Now Woman Later Inc,These ads ran without a disclaimer,≤100,1
235123059866368,"Hitachi, Ltd. -Global",These ads ran without a disclaimer,≤100,7
1182128755219778,Japan Forward,These ads ran without a disclaimer,≤100,1
122529704481115,"Sucatas Pinto, S.A",These ads ran without a disclaimer,≤100,3
274122625973157,World Federation of Neurology - WFN,These ads ran without a disclaimer,≤100,2
187404661112050,Dongying Updates,These ads ran without a disclaimer,≤100,1
168379289686072,Nathan Sowah,These ads ran without a disclaimer,≤100,1
1876706275875274,News Moves Markets Forex,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
440448765993569,Green Hope Foundation,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
112257905059345,Big Globe Travel,These ads ran without a disclaimer,≤100,1
105444715633748,Ministère saoudien du Hadj et de la Omrah,These ads ran without a disclaimer,≤100,1
138899861659012,Academia Elivulu,These ads ran without a disclaimer,≤100,2
111407198527759,Narratif,These ads ran without a disclaimer,≤100,2
100912922866603,Lin1129-8,These ads ran without a disclaimer,≤100,1
645819615542768,فَكّر تاني,These ads ran without a disclaimer,≤100,1
823788047675556,Call of War,These ads ran without a disclaimer,≤100,1
105616008791978,S-Cleaner,These ads ran without a disclaimer,≤100,1
1840427712720136,Bruno Acosta,These ads ran without a disclaimer,≤100,1
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,1
111269601874307,Comunidade da criança,These ads ran without a disclaimer,≤100,4
114927444840026,C301-19,These ads ran without a disclaimer,≤100,1
107632382163291,Water MDPI,These ads ran without a disclaimer,≤100,1
106881482297981,Six-04,These ads ran without a disclaimer,≤100,1
110462654471581,Zinho Dos Santos,These ads ran without a disclaimer,≤100,1
100921339273653,Bradley Ryan Marsoobian,These ads ran without a disclaimer,≤100,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,9
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
289934516904,Millions Against Monsanto by OrganicConsumers.org,These ads ran without a disclaimer,≤100,1
337743806080547,Bhumi,These ads ran without a disclaimer,≤100,1
1476109372630355,Orkidez Blueez Officiel,These ads ran without a disclaimer,≤100,1
100275978117579,CSCEC Malaysia,These ads ran without a disclaimer,≤100,1
1053979038068008,Merck Foundation,These ads ran without a disclaimer,≤100,1
108576277410743,The Next Hour,These ads ran without a disclaimer,≤100,7
138702552827157,Business Traveller UK,These ads ran without a disclaimer,≤100,5
40755480179,Students For Liberty,These ads ran without a disclaimer,≤100,4
102412572855200,Widget Master-0505,These ads ran without a disclaimer,≤100,1
107218378402619,Dy Miryan,These ads ran without a disclaimer,≤100,1
706061016415258,Organic & Natural Expo Dubai,These ads ran without a disclaimer,≤100,2
131928446574,HelpAge International,These ads ran without a disclaimer,≤100,2
240114143346984,Movimento Cívico em Defesa da Saúde,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,4
105101614820276,Rencontre Jésus,These ads ran without a disclaimer,≤100,1
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,4
101445788855650,Silverbird,These ads ran without a disclaimer,≤100,1
111383123722151,Bravo Ginásio,These ads ran without a disclaimer,≤100,1
100864946370935,Rádio Kilamba Online,These ads ran without a disclaimer,≤100,1
105730065774523,Magic1435-05,These ads ran without a disclaimer,≤100,1
103064732371232,Future for Ukraine,These ads ran without a disclaimer,≤100,1
110427138781843,31n1-0711,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
601931163181798,African Forum for Primary Health Care,These ads ran without a disclaimer,≤100,2
398610380712044,River Cleanup,These ads ran without a disclaimer,≤100,3
109986625274577,Kaspersky: App Lock Security,These ads ran without a disclaimer,≤100,1
33949959457,Passport Magazine,These ads ran without a disclaimer,≤100,1
104614176049646,UniversoSaudavel,These ads ran without a disclaimer,≤100,2
113432057147548,Woman Boss,These ads ran without a disclaimer,≤100,1
188890236551284,Solange Fatima MABRI,These ads ran without a disclaimer,≤100,1
107367052294027,Yu-58,These ads ran without a disclaimer,≤100,1
109699841876854,BadPage01,These ads ran without a disclaimer,≤100,1
105467285294764,Discover Tianjin,These ads ran without a disclaimer,≤100,1
102973742572204,All Info Portal,These ads ran without a disclaimer,≤100,1
1984620174988993,1945 Air Force,These ads ran without a disclaimer,≤100,1
108576485619199,cih.sports,These ads ran without a disclaimer,≤100,1
108806571865651,Know The Drill,These ads ran without a disclaimer,≤100,1
108678538731433,Stanford002,These ads ran without a disclaimer,≤100,1
107641855255868,Shovesolida,These ads ran without a disclaimer,≤100,3
117172484667876,African Diamond Incorporated - ADI,These ads ran without a disclaimer,≤100,1
842108685901659,Xi's Moments,These ads ran without a disclaimer,≤100,2
110496334007723,Art for Introvert,These ads ran without a disclaimer,≤100,1
100579239792248,De Menswear,These ads ran without a disclaimer,≤100,1
1482324468662542,Carine Lauber-artiste peintre,These ads ran without a disclaimer,≤100,1
109752198208404,Ecoturismo,These ads ran without a disclaimer,≤100,1
36511036382,Central European University,These ads ran without a disclaimer,≤100,1
74796954245,SF,These ads ran without a disclaimer,≤100,1
110125708171279,Tactical Cowboy Training Solutions,These ads ran without a disclaimer,≤100,1
102093452719474,Tes005,These ads ran without a disclaimer,≤100,2
115450026486959,Laetitia N'kunga,These ads ran without a disclaimer,≤100,1
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
108057500661092,brunairineu,These ads ran without a disclaimer,≤100,1
113205835040643,Wsp35,These ads ran without a disclaimer,≤100,1
108305098858671,Shengx-028,These ads ran without a disclaimer,≤100,1
1065252286883009,Makur Majeng,These ads ran without a disclaimer,≤100,1
332743056792820,Haniel Travel Solutions (Pty) Ltd,These ads ran without a disclaimer,≤100,1
100363736296175,T110-31,These ads ran without a disclaimer,≤100,1
104349132342915,Y-Easy-006,These ads ran without a disclaimer,≤100,1
198147707062670,WDN Brazil Chapter,These ads ran without a disclaimer,≤100,2
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,5
127021116985044,Ayus Wellness,These ads ran without a disclaimer,≤100,1
298815040222716,Instituto Superior Politécnico Sol Nascente,These ads ran without a disclaimer,≤100,1
146064458754045,Anesthesia Patient Safety Foundation (APSF),These ads ran without a disclaimer,≤100,1
81348477963,Archbishop Nicholas Duncan-Williams,These ads ran without a disclaimer,≤100,1
105887538253711,차이나 스토리 China Story,These ads ran without a disclaimer,≤100,4
102556542701875,Rush04,These ads ran without a disclaimer,≤100,1
110211891821782,Jimmerson Melvin,These ads ran without a disclaimer,≤100,1
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100,1
101057519499786,Liaocheng of China,These ads ran without a disclaimer,≤100,1
101851559510036,Suda-009,These ads ran without a disclaimer,≤100,1
115302289090539,Kubaza Market,These ads ran without a disclaimer,≤100,1
161305010403306,GTACartel,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,17
121027706313,GlobalSpec,These ads ran without a disclaimer,≤100,1
113414578320023,People For Wildlife,These ads ran without a disclaimer,≤100,1
105682309044648,Livemarkets,These ads ran without a disclaimer,≤100,1
100246844791145,Whats Hot In Africa,These ads ran without a disclaimer,≤100,2
145345819464433,Plantamillion,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
109163513882999,Nicola Carè,These ads ran without a disclaimer,≤100,1
111237125287210,We Ballin',These ads ran without a disclaimer,≤100,2
107143005565062,Stip_04,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
2146503158790969,Let's Help International,These ads ran without a disclaimer,≤100,1
300655054218961,Eriq Tshhims,These ads ran without a disclaimer,≤100,1
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,≤100,9
110901495091012,Crtve Development,These ads ran without a disclaimer,≤100,1
104852508869618,Our World,These ads ran without a disclaimer,≤100,1
106607685607820,California003,These ads ran without a disclaimer,≤100,1
107987261593328,ParentzTalk - Community,These ads ran without a disclaimer,≤100,1
110784141934878,Mc01-31,These ads ran without a disclaimer,≤100,1
140968269286088,Cinesa Venezuela,These ads ran without a disclaimer,≤100,1
249961538398878,The European Society of Cataract and Refractive Surgeons (ESCRS),These ads ran without a disclaimer,≤100,2
700747879974390,Prometheus,These ads ran without a disclaimer,≤100,1
1641438182768629,Ministério  Ramá,These ads ran without a disclaimer,≤100,1
344474072073148,Angola Viva,These ads ran without a disclaimer,≤100,1
109916775214130,JY Vacation 926,These ads ran without a disclaimer,≤100,1
0,Instagram User 638245501,These ads ran without a disclaimer,≤100,1
110681252057603,DLBX,These ads ran without a disclaimer,≤100,1
102185129160464,Teamsters Local 313,These ads ran without a disclaimer,≤100,2
111110408733321,孔學堂,These ads ran without a disclaimer,≤100,1
110822558440660,Brackish Babe,These ads ran without a disclaimer,≤100,1
120624344309437,JAECOO Global,These ads ran without a disclaimer,≤100,2
488965394532508,CRI日本語,These ads ran without a disclaimer,≤100,1
113433318023737,Trânsito Livre da Rádio S.A 95.0 FM,These ads ran without a disclaimer,≤100,1
243385523091421,Competent Boards,These ads ran without a disclaimer,≤100,1
559466837567851,Fatinha Ramos,These ads ran without a disclaimer,≤100,1
1585295568380378,Michael Laitman,These ads ran without a disclaimer,≤100,2
107201505980039,The Phillystreetpoet,These ads ran without a disclaimer,≤100,1
1983068941913518,Instytut Chemii Bioorganicznej PAN,These ads ran without a disclaimer,≤100,2
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,2
106803408804138,House Of Fun,These ads ran without a disclaimer,≤100,2
100617599250020,XuQinduo,These ads ran without a disclaimer,≤100,2
111112345239007,Mc01-23,These ads ran without a disclaimer,≤100,1
7975984239,Desiring God,These ads ran without a disclaimer,≤100,1
260401648038890,Science101,These ads ran without a disclaimer,≤100,1
110014871862485,Light03,These ads ran without a disclaimer,≤100,4
108123472210927,Diaspora MN,These ads ran without a disclaimer,≤100,1
175158559025224,Chatbot App,These ads ran without a disclaimer,≤100,1
102879926024071,Bruno Claver,These ads ran without a disclaimer,≤100,1
106330295250190,Adjuwa,These ads ran without a disclaimer,≤100,1
319739671441859,Floripa Mil Grau,These ads ran without a disclaimer,≤100,1
104620294840607,Global Orthodox,These ads ran without a disclaimer,≤100,3
106097385150744,Money Wiz,These ads ran without a disclaimer,≤100,1
101552003045777,Excitees.US,These ads ran without a disclaimer,≤100,2
348144422301613,Africafootunited.com,These ads ran without a disclaimer,≤100,1
214325065430084,ADATA,These ads ran without a disclaimer,≤100,1
104677255982163,Burkina Merite Mieux,These ads ran without a disclaimer,≤100,1
