Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
1755523581407418,Vilo Wooden Eyewear,These ads ran without a disclaimer,≤100,1
2080256475322790,Coolmic,These ads ran without a disclaimer,≤100,13
95775573753,Frontiers,These ads ran without a disclaimer,≤100,18
215608135134665,Southern Young Labour,Southern Young Labour,≤100,1
112328903796446,Umbrellar Connect,These ads ran without a disclaimer,≤100,2
107733347635444,Manu Parmar,These ads ran without a disclaimer,≤100,1
1526469364334033,"Justin Brown, Ideapod",These ads ran without a disclaimer,≤100,3
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,39
895988910470212,MATW Project,These ads ran without a disclaimer,≤100,33
1503540446556978,Nic Blackie Real Estate,These ads ran without a disclaimer,≤100,1
377359416068776,Addington Farm,These ads ran without a disclaimer,≤100,2
231422123885100,Ocean Reeve Publishing,These ads ran without a disclaimer,≤100,1
121630630308,Invitrogen,These ads ran without a disclaimer,≤100,6
105784235765523,Mister luck,These ads ran without a disclaimer,≤100,2
413704868723246,Polson Higgs,These ads ran without a disclaimer,≤100,1
108554184913258,Accredited Responsible Camping NZ,These ads ran without a disclaimer,≤100,1
1244770205593069,Matt King Northland,Ronald Matthew King,≤100,1
107646997534115,Yelsa Connect,These ads ran without a disclaimer,≤100,1
107321914005871,Kevin West,These ads ran without a disclaimer,≤100,1
418421735035132,Wellington Today,These ads ran without a disclaimer,≤100,1
400646766650321,Blinkist,These ads ran without a disclaimer,≤100,4
638023219635025,TIPA,These ads ran without a disclaimer,≤100,3
107491254908807,Kurorten Kompleks Tiliya,These ads ran without a disclaimer,≤100,1
103512808271012,Conservative Voices NZ,These ads ran without a disclaimer,≤100,1
104666684678836,Creative Contour,These ads ran without a disclaimer,≤100,3
107392108770132,Daily Countdown,These ads ran without a disclaimer,≤100,3
116467505053958,Borneo Orangutan Survival (BOS) Australia,These ads ran without a disclaimer,≤100,2
129557783750558,A-Speakers,These ads ran without a disclaimer,≤100,5
8885560813,Elsevier for Medical Students,These ads ran without a disclaimer,≤100,1
100577491716847,IndigiShare,These ads ran without a disclaimer,≤100,2
103978568639935,Investing For Your Future,These ads ran without a disclaimer,≤100,1
933406430074467,Ministry for Primary Industries,These ads ran without a disclaimer,≤100,2
221548495818164,Kerry Campbell New Conservative Whangarei,Daniel Peter Tither,≤100,2
108637620485364,Brain Nuggets,These ads ran without a disclaimer,≤100,34
179481949337086,State Of The Secretary,These ads ran without a disclaimer,≤100,1
399693047142683,MathewsWalker,These ads ran without a disclaimer,≤100,3
101167831846498,Dailyphant,These ads ran without a disclaimer,≤100,7
104933318726067,Inspiring Pets Christchurch,Inspiring Pets Christchurch,≤100,1
106242052175616,RAJ MODI,These ads ran without a disclaimer,≤100,1
146579792170296,Democracy Action,These ads ran without a disclaimer,≤100,2
299206425403,Dress for Success Auckland,These ads ran without a disclaimer,≤100,1
110367464529584,Hippo Report,These ads ran without a disclaimer,≤100,10
101898508624916,Wealth Creation Partners,These ads ran without a disclaimer,≤100,1
64162630683,I Love Carbon Dioxide,These ads ran without a disclaimer,≤100,2
109816610604103,Ty Cohen - Kindle Cash Flow,These ads ran without a disclaimer,≤100,2
107370885189581,Believe you can,These ads ran without a disclaimer,≤100,1
106732808310891,WinStar,These ads ran without a disclaimer,≤100,1
617933785327928,Rainbow Parade NZ,These ads ran without a disclaimer,≤100,2
303194236401001,Toitū Envirocare,These ads ran without a disclaimer,≤100,2
106679541664758,freedomwirenz,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,35
107424301569871,Three Waters Reform Programme NZ,These ads ran without a disclaimer,≤100,1
109592468432552,Women in Business Otago,Women in Business Otago,≤100,1
105089571928650,Banking Class Action NZ,These ads ran without a disclaimer,≤100,1
112648747171238,Animals Rescuers Collective NZ,These ads ran without a disclaimer,≤100,1
144038213006911,Paper Plus Eastridge,These ads ran without a disclaimer,≤100,1
109631777540667,Nelson2020,Tony James Flewellen,≤100,2
143678692449219,Kickin' Rad,These ads ran without a disclaimer,≤100,1
698566580327074,27seconds,These ads ran without a disclaimer,≤100,2
128872083791896,Greater Wellington,These ads ran without a disclaimer,≤100,7
101368738938397,Redefined Kindness,These ads ran without a disclaimer,≤100,15
100656184959793,Roger Earp New Conservative Hutt South,Denise Ruth Anglesey,≤100,5
104094564778724,Wz2-d r e ame novel,These ads ran without a disclaimer,≤100,19
106479017486767,Mercy to Humanity - جَمْعِيَة رَحْمَةً لِلْعَالَمِين,These ads ran without a disclaimer,≤100,6
100254098424285,Waka Kotahi NZ Transport Agency - Hawke’s Bay and Gisborne,These ads ran without a disclaimer,≤100,2
1075945279149887,The Dog Safe Workplace,These ads ran without a disclaimer,≤100,2
339858259543754,Renters United,These ads ran without a disclaimer,≤100,2
248376448644882,The Traveling Clatt,These ads ran without a disclaimer,≤100,32
120590381314249,Hapai Te Hauora - Maori Public Health,These ads ran without a disclaimer,≤100,1
104671365348538,brownscouse,These ads ran without a disclaimer,≤100,1
106476177895349,theloadeddockcreativehabitats,These ads ran without a disclaimer,≤100,2
111470298334009,Rach Bailey for Bluff Community Board,Rachael Louise Bailey,≤100,2
107716119354665,Mana Greens,Mana Greens,≤100,1
105949701379638,The Late Comedy,These ads ran without a disclaimer,≤100,1
101274691241905,Te Tai Tokerau Education,These ads ran without a disclaimer,≤100,2
269451326462006,Zonta District 16,These ads ran without a disclaimer,≤100,6
104676048292407,Lucky's Sneaker Shop - Test,These ads ran without a disclaimer,≤100,1
104340949061076,Hellen Swales for Mayor,Hellen Swales for Mayor,≤100,2
136261723054057,Denny Brown,These ads ran without a disclaimer,≤100,2
101802144923015,Social Licence Consulting,These ads ran without a disclaimer,≤100,1
417079235334465,Runescape Memers,These ads ran without a disclaimer,≤100,1
112621677205587,ethan_hawk_d,These ads ran without a disclaimer,≤100,1
1732269353485406,Aronui Tomua o Mataatua,These ads ran without a disclaimer,≤100,1
248019905213396,Olaf's Artisan Bakery Café,These ads ran without a disclaimer,≤100,1
1289129381221829,Bookmad Bookshelf,These ads ran without a disclaimer,≤100,4
291777381701428,The Clean Carwash Queens Wharf,These ads ran without a disclaimer,≤100,1
100765051589931,volleyball,These ads ran without a disclaimer,≤100,1
101549761345079,The Clean Carwash Queensgate,These ads ran without a disclaimer,≤100,1
104252249150266,Happy day,These ads ran without a disclaimer,≤100,1
709104039910021,Defective minister,These ads ran without a disclaimer,≤100,1
412234145651176,HRPP Ltd,These ads ran without a disclaimer,≤100,1
101257215011232,Tuariki Delamere - Candidate for Auckland Central,These ads ran without a disclaimer,≤100,1
314724081981315,Jenny Mitchell,These ads ran without a disclaimer,≤100,1
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,13
56777943052,One Young World,These ads ran without a disclaimer,≤100,8
191879657970363,Marja Lubeck MP,These ads ran without a disclaimer,≤100,3
316119405127962,Alien Weaponry,These ads ran without a disclaimer,≤100,1
365329970560639,Pitch,These ads ran without a disclaimer,≤100,1
179081802144875,Whanganui District Council Youth Council,These ads ran without a disclaimer,≤100,1
401198130258265,Simeon Brown MP,Simeon Peter Brown,≤100,1
104103917623959,David Bublitz for Council,David James Bublitz,≤100,1
444620049018192,Politicallycorrectednz,Viona Louise Crowley,≤100,1
194480190563142,Te Pāti Māori,These ads ran without a disclaimer,≤100,1
1364267993689783,Best Tabletop Gaming Crowdfunding Projects,These ads ran without a disclaimer,≤100,33
109552144208645,Commercial Ready,These ads ran without a disclaimer,≤100,3
111557443915214,Mike Butterick,These ads ran without a disclaimer,≤100,1
164524410285253,GSMA,These ads ran without a disclaimer,≤100,4
101586388758694,Animal Land,These ads ran without a disclaimer,≤100,1
1415250702021871,Empowered Learning,These ads ran without a disclaimer,≤100,1
112871030577748,Inspire Inventions,These ads ran without a disclaimer,≤100,10
371004143263745,Rata Midwives,These ads ran without a disclaimer,≤100,2
105935847824510,Clear the mind,These ads ran without a disclaimer,≤100,1
112664553594424,Leighton Associates,These ads ran without a disclaimer,≤100,6
2288842984729572,Impact Hub Waikato,These ads ran without a disclaimer,≤100,6
100149618099332,Teach not Preach NZ,These ads ran without a disclaimer,≤100,2
104479231484975,Retalk - the Non-Woke Social Network,These ads ran without a disclaimer,≤100,8
1540232876241171,Wavin Asia Pacific,These ads ran without a disclaimer,≤100,11
289934516904,Millions Against Monsanto by OrganicConsumers.org,These ads ran without a disclaimer,≤100,1
1459044004350649,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",These ads ran without a disclaimer,≤100,3
112088717206699,her__nutrition,These ads ran without a disclaimer,≤100,2
387200711351591,MFM Te Reo o Te Iwi,Māori Media Network Ltd,≤100,2
721483154611737,BMC Lawyers,These ads ran without a disclaimer,≤100,1
100560308764016,Me-Read,These ads ran without a disclaimer,≤100,1
100996198906962,Belunbest,These ads ran without a disclaimer,≤100,1
111897958297665,Troy O’Carroll For The Horowhenua Maori Wards:,These ads ran without a disclaimer,≤100,3
146278432100884,Usedfully World,These ads ran without a disclaimer,≤100,2
2311174199108808,Rural Exchange,These ads ran without a disclaimer,≤100,1
338720512832252,Cupid bar,These ads ran without a disclaimer,≤100,1
321263111402666,Immigration Advisers New Zealand Ltd,These ads ran without a disclaimer,≤100,3
190458384337103,SunRice,These ads ran without a disclaimer,≤100,1
100749742418986,Equal Rights HB,These ads ran without a disclaimer,≤100,3
2035837056531565,Sense Offence,Samuel David Tucker,≤100,3
108691184179470,Pulse Television,These ads ran without a disclaimer,≤100,2
100851005361914,Populiist Online,These ads ran without a disclaimer,≤100,76
939423109451015,Care Alliance,These ads ran without a disclaimer,≤100,1
108580275872395,Stuart Nash MP,NZ Parliamentary Service on behalf of Stuart Nash MP,≤100,1
276432155799136,Upper Hutt City Council,These ads ran without a disclaimer,≤100,2
440036852749478,Howick Youth Council,Justin Zhouyan Hu,≤100,5
111449824668539,Humans of Family Court Aotearoa,These ads ran without a disclaimer,≤100,1
110075880359215,Joe Hesmondhalgh,These ads ran without a disclaimer,≤100,1
104172681844940,Exsurgo,These ads ran without a disclaimer,≤100,1
226117010788780,Riparide,These ads ran without a disclaimer,≤100,6
1409711605974702,The Instillery,The Instillery Group Limited,≤100,1
666096106755488,Banks Peninsula Greens,Rosemary Anne Neave,≤100,1
100450598743432,Baychange,These ads ran without a disclaimer,≤100,1
104645878089436,Election 2020 Facemasks,These ads ran without a disclaimer,≤100,1
106244011301727,Whiffies,These ads ran without a disclaimer,≤100,3
210360613174244,Belinda's / Penny’s Voice,These ads ran without a disclaimer,≤100,1
520559884698676,The Queen of Confidence,These ads ran without a disclaimer,≤100,1
156861696120,AUTSA - AUT Student Association,AUTSA - AUT Student Association,≤100,1
102244988139382,Jack Brazil,Jack Mackie Brazil,≤100,3
103163858700513,New Zealand Justice Party,Aaron James Frank Goodwin,≤100,3
342227106171471,Well by MK,These ads ran without a disclaimer,≤100,1
247659136153900,Inner Rising,These ads ran without a disclaimer,≤100,1
109353310552949,Universal Soup,These ads ran without a disclaimer,≤100,3
186073388074337,Radio Hauraki,These ads ran without a disclaimer,≤100,1
474673532571909,Jacqui Dean MP,These ads ran without a disclaimer,≤100,20
104176298952619,Relatively Interesting,These ads ran without a disclaimer,≤100,8
103936981215561,GetSetUp,These ads ran without a disclaimer,≤100,2
554345457932036,Fightback - Aotearoa/Australia,These ads ran without a disclaimer,≤100,1
169049686471020,Epidemic Sound,These ads ran without a disclaimer,≤100,7
258240738305241,The ReCreators,These ads ran without a disclaimer,≤100,1
110838854993297,Ocean Lodge,These ads ran without a disclaimer,≤100,1
825876154094020,Xtremetuning - New Zealand,These ads ran without a disclaimer,≤100,1
587414848070934,Autex Acoustics,These ads ran without a disclaimer,≤100,2
100100573403295,Road Traffic Accident Trauma Charitable Trust,Sarah Jane Dean,≤100,2
235127055164,enable.me - Financial Strategy and Coaching,These ads ran without a disclaimer,≤100,2
2053052128261940,Buko by Will Mordido,William Mordido,≤100,1
552285528628129,Rental News,These ads ran without a disclaimer,≤100,1
290622765026505,Migrants Aotearoa,These ads ran without a disclaimer,≤100,1
162315830478396,Humble Bundle,These ads ran without a disclaimer,≤100,5
178957282147733,HarperCollins Publishers New Zealand,These ads ran without a disclaimer,≤100,2
107555694411597,小 说 阅 读 吧,These ads ran without a disclaimer,≤100,6
116450041373720,Siva Kilari for Manurewa,These ads ran without a disclaimer,≤100,1
130291281110782,Wendover Productions,These ads ran without a disclaimer,≤100,4
111783969059,Tony Robbins,These ads ran without a disclaimer,≤100,2
735357479848625,Dr Shane Reti MP,These ads ran without a disclaimer,≤100,2
433000263403526,New Zealand Business Association,These ads ran without a disclaimer,≤100,1
1667591763484595,Vamp,These ads ran without a disclaimer,≤100,2
108899329260077,Business Central,These ads ran without a disclaimer,≤100,1
345091315545011,Timpany Walton,These ads ran without a disclaimer,≤100,2
615498648933891,Not Just a Patch,These ads ran without a disclaimer,≤100,4
152680961430357,Kenneth Copeland Ministries Australasia Pacific,These ads ran without a disclaimer,≤100,2
108933941278129,Aspire Zones,These ads ran without a disclaimer,≤100,1
111277347260112,Read Best Romance-Dreame,These ads ran without a disclaimer,≤100,4
1380704902172767,Dementia Auckland,These ads ran without a disclaimer,≤100,2
100385336833459,Voice for Life Canterbury Branch,Voice for Life Canterbury Branch,≤100,1
216135638510823,ConversionWise,These ads ran without a disclaimer,≤100,4
380217265858895,SodaGift,These ads ran without a disclaimer,≤100,3
108671730551254,"Debbie Ngarewa-Packer, MP","Debbie Ngarewa-Packer, MP",≤100,1
102459068680411,Art by Rashi Shandiliya,Rashi Shandiliya,≤100,1
102261041641612,Dr. Sidi S. Koné,These ads ran without a disclaimer,≤100,5
902478309793721,Amanda C. Watts,These ads ran without a disclaimer,≤100,1
291458324301037,Aoraki Greens,These ads ran without a disclaimer,≤100,2
1510237439297033,Xpand Lacing System,These ads ran without a disclaimer,≤100,1
141034581426998,Shopa Docket NZ,These ads ran without a disclaimer,≤100,1
123470887663777,NFSA - National Film and Sound Archive of Australia,These ads ran without a disclaimer,≤100,1
248215765192491,JobAdder.com,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,19
263171957076247,Vanyakus,These ads ran without a disclaimer,≤100,4
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,6
103255302395037,Quentin Duthie for Greater Wellington,Quentin Duthie,≤100,2
159186121161774,Casa Naruto Uzumaki HD,These ads ran without a disclaimer,≤100,1
2197813720436370,Vogue Business,These ads ran without a disclaimer,≤100,1
208084069365980,Lifetime Retirement Income,These ads ran without a disclaimer,≤100,2
106027004239678,Ailey Jolie,These ads ran without a disclaimer,≤100,2
101313138768307,All Brit,These ads ran without a disclaimer,≤100,1
100168988572267,Tokyo Forum,These ads ran without a disclaimer,≤100,4
402545676469243,Coast Whangaparāoa,These ads ran without a disclaimer,≤100,1
590778028016537,Palmy's Plastic Pollution Challenge,These ads ran without a disclaimer,≤100,1
142298685932735,Fans of love,These ads ran without a disclaimer,≤100,1
110590134460004,Pull&Bear,These ads ran without a disclaimer,≤100,6
243362776583569,Air Mail,These ads ran without a disclaimer,≤100,4
104024131821467,Boris_Azihuwa,These ads ran without a disclaimer,≤100,13
452025935579071,GetPublished,These ads ran without a disclaimer,≤100,15
178167012580097,Psychedelics Today,These ads ran without a disclaimer,≤100,3
104605871221960,Daily khabar,These ads ran without a disclaimer,≤100,4
579218015834979,Trauma Research Foundation,These ads ran without a disclaimer,≤100,1
160854593930053,Heriot-Watt University,These ads ran without a disclaimer,≤100,2
102371144884962,TVBee World,These ads ran without a disclaimer,≤100,26
434533173323485,Synergy Advisory,These ads ran without a disclaimer,≤100,1
112738081425927,Adele Geradts for Halswell Ward,These ads ran without a disclaimer,≤100,1
1713084495605430,New Zealand Sea Lion Trust,These ads ran without a disclaimer,≤100,1
123259362601990,Lightning Stickers,These ads ran without a disclaimer,≤100,1
117638664960637,TetraMap,These ads ran without a disclaimer,≤100,1
354421241240411,Hallie Bulkin,These ads ran without a disclaimer,≤100,19
271767016177930,Aotearoa NZ Festival of the Arts,These ads ran without a disclaimer,≤100,1
156709261092239,Simon O'Connor,These ads ran without a disclaimer,≤100,1
106290262389236,Picturesque ka5,These ads ran without a disclaimer,≤100,1
1450124851874528,Airportag,These ads ran without a disclaimer,≤100,1
100530558902553,Cool Gram,These ads ran without a disclaimer,≤100,2
102189334992464,Dangerous Law,These ads ran without a disclaimer,≤100,1
111045028402469,Monarque,These ads ran without a disclaimer,≤100,1
110126371328747,Eclipse Family Violence Services,These ads ran without a disclaimer,≤100,3
105433772468304,Resplendent ek2,These ads ran without a disclaimer,≤100,1
102858032727157,Exquisite wb4,These ads ran without a disclaimer,≤100,1
100656184959793,Roger Earp New Conservative Hutt South,Daniel Peter Tither,≤100,1
508861559518685,Cindy Robertson - Ray White Property Management,These ads ran without a disclaimer,≤100,1
106778094522491,Nga Iwi FM - The Voice of Hauraki,Māori Media Network Ltd,≤100,2
9491927334,Club Physical,These ads ran without a disclaimer,≤100,3
235945666565031,Food for Life Global,These ads ran without a disclaimer,≤100,16
109764421844589,Andrew Simms. Chairperson - Mosgiel Taieri Community Board,These ads ran without a disclaimer,≤100,1
101054275057430,volobos,These ads ran without a disclaimer,≤100,2
1731818153713688,Tautoko FM,Māori Media Network Ltd,≤100,2
111906467642337,Libri,These ads ran without a disclaimer,≤100,1
114340554894943,Rеcommendеd,These ads ran without a disclaimer,≤100,1
107745208894667,B1G W1N,These ads ran without a disclaimer,≤100,1
112769495052429,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
103073976033891,Winners сlub,These ads ran without a disclaimer,≤100,1
104847512520223,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
103933359292007,Tоp win,These ads ran without a disclaimer,≤100,1
102962009387298,B1G W1N,These ads ran without a disclaimer,≤100,1
102978576043707,Rеcommendеd,These ads ran without a disclaimer,≤100,1
101836342825566,Big winner,These ads ran without a disclaimer,≤100,1
111423801861926,Winners сlub,These ads ran without a disclaimer,≤100,1
101275896216698,Вig Win,These ads ran without a disclaimer,≤100,1
116413264683642,Winners сlub,These ads ran without a disclaimer,≤100,1
117020991296833,Вig Win,These ads ran without a disclaimer,≤100,1
108923758773854,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
105430322460571,B1G W1N,These ads ran without a disclaimer,≤100,1
104957339176473,Sponsorеd,These ads ran without a disclaimer,≤100,1
103387182675365,Big winner,These ads ran without a disclaimer,≤100,1
109040218762887,Big winner,These ads ran without a disclaimer,≤100,1
101695962839188,Big winner,These ads ran without a disclaimer,≤100,1
111815068492596,Tоp win,These ads ran without a disclaimer,≤100,1
109164332095239,Winners сlub,These ads ran without a disclaimer,≤100,1
106771488996818,Rеcommendеd,These ads ran without a disclaimer,≤100,1
111235605217691,Rеcommendеd,These ads ran without a disclaimer,≤100,1
102764789399001,Mister luck,These ads ran without a disclaimer,≤100,1
101430376200094,Winners сlub,These ads ran without a disclaimer,≤100,1
102723532743109,Sponsorеd,These ads ran without a disclaimer,≤100,1
109710792027852,Big winner,These ads ran without a disclaimer,≤100,1
117203251282986,Big winner,These ads ran without a disclaimer,≤100,1
106778835658788,Tоp win,These ads ran without a disclaimer,≤100,1
100241719665309,Big winner,These ads ran without a disclaimer,≤100,1
106448149025535,B1G W1N,These ads ran without a disclaimer,≤100,1
108247525510501,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
100322192987357,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
116514778007355,Mister luck,These ads ran without a disclaimer,≤100,1
109330435409939,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
101154996238512,Sponsorеd,These ads ran without a disclaimer,≤100,1
100505576306622,B1G W1N,These ads ran without a disclaimer,≤100,1
112014408470654,Winners сlub,These ads ran without a disclaimer,≤100,1
101625794824211,FBS Trader,These ads ran without a disclaimer,≤100,25
102674628464801,We Need to Talk About West Papua,These ads ran without a disclaimer,≤100,10
100501111381265,Helen Houghton Co-Leader New Conservative Party,These ads ran without a disclaimer,≤100,3
119344539932039,OptaPower,These ads ran without a disclaimer,≤100,9
103484295992250,Tоp win,These ads ran without a disclaimer,≤100,1
104116389262796,Вig Win,These ads ran without a disclaimer,≤100,1
110370425294365,Вig Win,These ads ran without a disclaimer,≤100,1
110172638646633,B1G W1N,These ads ran without a disclaimer,≤100,1
100780666265979,B1G W1N,These ads ran without a disclaimer,≤100,1
111084591890607,Rеcommendеd,These ads ran without a disclaimer,≤100,1
115176401477968,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
115210368137878,Winners сlub,These ads ran without a disclaimer,≤100,1
115966061394630,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
105520399118694,Big winner,These ads ran without a disclaimer,≤100,1
108639922138168,Mister luck,These ads ran without a disclaimer,≤100,1
106361082368888,Happy Winnеrs,These ads ran without a disclaimer,≤100,1
118001021188609,Mister luck,These ads ran without a disclaimer,≤100,1
104217088529187,Raukawa Vibes,Māori Media Network Ltd,≤100,2
111828825155108,Big winner,These ads ran without a disclaimer,≤100,1
306086779486596,The Dream Collective,These ads ran without a disclaimer,≤100,1
101506215443859,DailyStuff US,These ads ran without a disclaimer,≤100,2
449282445418073,Irish Foreign Ministry,These ads ran without a disclaimer,≤100,1
101877965692862,CG Mackintosh,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,9
102471152141834,Doctor NOS,These ads ran without a disclaimer,≤100,1
1713319572050117,Toi Foundation,These ads ran without a disclaimer,≤100,2
414473722281040,Lean In NZ,These ads ran without a disclaimer,≤100,2
100683602943508,Big winner,These ads ran without a disclaimer,≤100,1
156886177817130,Coastguard New Zealand,These ads ran without a disclaimer,≤100,1
108172504791641,Winton,These ads ran without a disclaimer,≤100,2
112300207242277,High Quality Pepper Grinder Finds,These ads ran without a disclaimer,≤100,4
560317897743451,Happy Planet Toys,These ads ran without a disclaimer,≤100,1
100529638799950,Super games,These ads ran without a disclaimer,≤100,1
16367900236,Ari Herstand,These ads ran without a disclaimer,≤100,1
110089007337672,POSE Fitness Wear,These ads ran without a disclaimer,≤100,2
424758624768375,Satan Lovers,These ads ran without a disclaimer,≤100,33
107495281473872,Male Survivors Otago,These ads ran without a disclaimer,≤100,1
106252251105923,Camilla Belich MP,NZ Parliamentary Service on behalf of Camilla Belich MP,≤100,2
114596516940901,Bayleys Diamond Harbour,These ads ran without a disclaimer,≤100,1
294404457319683,Ellis Label,These ads ran without a disclaimer,≤100,3
102593081650718,Teeol,These ads ran without a disclaimer,≤100,7
107372177863996,futureco.lab,These ads ran without a disclaimer,≤100,1
425189657923179,NZ Lifestyle Camping,These ads ran without a disclaimer,≤100,1
532849200253596,TVP Support - Australia-New Zealand,These ads ran without a disclaimer,≤100,1
726892050709582,Skull Bliss,These ads ran without a disclaimer,≤100,1
102732772736322,Sponsorеd,These ads ran without a disclaimer,≤100,1
242696609485079,War and Magic,These ads ran without a disclaimer,≤100,1
750047871752419,Damien O'Connor MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",≤100,1
593371571021420,"Findo: Find my Friends, Phone",These ads ran without a disclaimer,≤100,1
105087952165310,Orlapmalone,These ads ran without a disclaimer,≤100,1
127809507915880,Lihuhu Games,These ads ran without a disclaimer,≤100,1
100876695648522,Project DO LESS,These ads ran without a disclaimer,≤100,2
440036852749478,Howick Youth Council,the Howick Youth Council,≤100,3
2847932505247470,Breteau Foundation,These ads ran without a disclaimer,≤100,4
100452531647793,deVere Europe,These ads ran without a disclaimer,≤100,2
360620507314828,Challenges Abroad AU NZ,These ads ran without a disclaimer,≤100,2
558635534500700,Festival of Dangerous Ideas,These ads ran without a disclaimer,≤100,3
105399772236981,Have Your Say On Alcohol NZ,These ads ran without a disclaimer,≤100,2
179838952098668,Waipā District Council,These ads ran without a disclaimer,≤100,3
158659384195209,This is Stephanie Moram,These ads ran without a disclaimer,≤100,1
1714374105314925,Healthy Staffing Healthy Stores By FIRST Union,These ads ran without a disclaimer,≤100,1
1952960604735663,Worlds Within Worlds,These ads ran without a disclaimer,≤100,5
101944302617182,Shona Powell for Council - standing in Kaiapoi Woodend,Shona Ann Powell,≤100,1
1805559853008369,Helen Worboys,Sheran Pauline Hancock,≤100,1
1168100603247597,Perff Studio,These ads ran without a disclaimer,≤100,3
228601245773378,Owen Clough Books,These ads ran without a disclaimer,≤100,1
101780889322957,Josh Martyn,Josh Martyn,≤100,1
668119349975144,"Division of Humanities, University of Otago",These ads ran without a disclaimer,≤100,1
195506637274996,Mayor View Volunteer Fire Brigade,These ads ran without a disclaimer,≤100,1
1784728534980298,Tamatha Paul - Vote 1 Pukehīnau Lambton Ward,These ads ran without a disclaimer,≤100,1
215608135134665,Southern Young Labour,These ads ran without a disclaimer,≤100,1
108631708805649,Cheval Graham for Hawera Council,Cheval Graham,≤100,1
210092845667667,Hangar 247: Global Aircraft Market & Valuation,These ads ran without a disclaimer,≤100,1
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,6
110993788151750,Save Our Trains NZ,These ads ran without a disclaimer,≤100,6
107858591221432,Pearson Online Academy UK Global,These ads ran without a disclaimer,≤100,5
102576445409238,Tahiti Beach Bar & Dinner,These ads ran without a disclaimer,≤100,2
128608220529389,New Zealand at the Venice Biennale,These ads ran without a disclaimer,≤100,1
949508028459574,Christ is the Answer Ministries,These ads ran without a disclaimer,≤100,1
108056218208070,ekaterina_dimieva,These ads ran without a disclaimer,≤100,2
115573996757772,VICE World News,These ads ran without a disclaimer,≤100,4
100870587966075,Make it 16 NZ,These ads ran without a disclaimer,≤100,1
102137198897320,Sun and Moon Tarot and Astrology,These ads ran without a disclaimer,≤100,9
421428902009293,Fruit World,These ads ran without a disclaimer,≤100,2
107144952106696,Emma Holderness for Council - Upper Hutt 2022,Emma Holderness,≤100,2
112653973692243,Korean Studies at the University of Auckland,These ads ran without a disclaimer,≤100,1
255374108221629,Leighton Baker,These ads ran without a disclaimer,≤100,1
561744350652780,Exceptional ALIEN,These ads ran without a disclaimer,≤100,3
107533367962153,rewild.agency,These ads ran without a disclaimer,≤100,2
180201785529,The Couples Institute,These ads ran without a disclaimer,≤100,1
106088389071534,Tоp win,These ads ran without a disclaimer,≤100,1
107440948813760,Amanda Riddell,These ads ran without a disclaimer,≤100,1
107990355542476,Mister luck,These ads ran without a disclaimer,≤100,1
100592038492236,MC,These ads ran without a disclaimer,≤100,1
1542450769317920,Halloween Is Coming,These ads ran without a disclaimer,≤100,8
106528855197213,Yes Please,These ads ran without a disclaimer,≤100,5
221282824600911,Balance Whanganui,These ads ran without a disclaimer,≤100,3
132920066778257,Sustainable Taranaki,These ads ran without a disclaimer,≤100,1
282020008634648,Bayer Australia & New Zealand,These ads ran without a disclaimer,≤100,4
110246961342305,Le Serre by Vivi,These ads ran without a disclaimer,≤100,1
108684037691093,EcoCentral,These ads ran without a disclaimer,≤100,1
1581332181943165,Lava Tribe Girls Sports Essentials,These ads ran without a disclaimer,≤100,3
1431340540459208,Prof Frank Fu (富鏹教授）,These ads ran without a disclaimer,≤100,3
137973986840264,BASMAH,These ads ran without a disclaimer,≤100,1
105750545018529,Handing the Shame Back,These ads ran without a disclaimer,≤100,1
106951247678102,Imogen Mickleson Art,These ads ran without a disclaimer,≤100,5
102459931791514,Scents Etc,These ads ran without a disclaimer,≤100,2
101758238582109,Sofa novel,These ads ran without a disclaimer,≤100,3
508237825981519,SkyCiv,These ads ran without a disclaimer,≤100,1
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,≤100,2
857654644369234,Ros Connelly for Upper Hutt,These ads ran without a disclaimer,≤100,1
103805462025861,Tat for OUSA Residential Rep 2022,These ads ran without a disclaimer,≤100,1
