Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
394904357993926,L&I Legal,Kancelaria L&I Legal,3681,26
101103105206730,Stowarzyszenie Wielkopolska - kierunek Europa,Wielkopolska Kierunek Europa,3680,13
535262179919835,Tomasz Grodzki,KKW Koalicja Obywatelska PO .N IPL ZIELONI,3678,50
110468394058926,Polska Spółka Gazownictwa,Polska Spółka Gazownictwa sp. z o.o.,3676,445
107084778436539,Dobrynów,TDJ Estate,3673,92
212838411913331,Sławomir Madej - kandydat na Burmistrza Miasta Kraśnik,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI POLSKIE STRONNICTWO LUDOWE,3671,18
134909373729723,Tetra Pak Polska,Tetra Pak Polska,3670,30
294329921292844,Adam Ciok - Kandydat na Prezydenta Skarżyska-Kamiennej,Komitet Wyborczy Wyborców Samorząd 24,3668,13
1585366038374404,Nowa Lewica Słubice,KOALICYJNY KOMITET WYBORCZY LEWICA,3665,16
154091841435391,Fundacja im. Zygmunta Starego - Klub Zygmuntowski,Krzysztof Marek Budziakowski,3664,32
104777568997124,Alicja Musiał,Koalicyjny Komitet Wyborczy Lewica,3661,30
1512498402340514,Joanna Śliwińska-Łokaj,KW Prawo i Sprawiedliwość,3659,23
962336330622994,Michał Gzowski,Michał Zbigniew Gzowski,3656,33
224723024066171,Wojciech Ugarenko,KWW Czesława Jerzego Małkowskiego,3655,25
277402999334669,Home Story l atelier pięknych wnętrz,Justyna Katarzyna Choli,3654,29
258314870690601,Adrian Legęncki - Kandydat na Prezydenta Miasta Tomaszowa Mazowieckiego,KOMITET WYBORCZY WYBORCÓW WSZYSCY RAZEM,3653,28
1643686859194259,Sebastian Kaleta,Komitet Wyborczy Prawo i Sprawiedliwość,3650,7
533251443444200,Maciej Małecki,Maciej Małecki,3650,43
588013277972455,Mieczysław Kazimierz Baszko - Poseł na Sejm RP,Komitet Wyborczy Prawo i Sprawiedliwość,3650,4
246905358495662,Komitet Wyborczy Wyborców Zbigniewa Burzyńskiego i Mariusza Sikory,Komitet Wyborczy Wyborców Zbigniewa Burzyńskiego i Mariusza Sikory,3649,17
176444385892923,Łukasz Komoniewski,KWW Łukasza Komoniewskiego,3648,14
254834855469973,Marek Belka,KKW LEWICA,3648,2
1454333274894957,Małgorzata Tracz,Biuro Poselskie Posłanki na Sejm RP Małgorzaty Tracz,3647,43
197976517202228,Jarosław Porwich,Komitet Wyborczy Prawo i Sprawiedliwość,3646,24
607693929384621,Magdalena Spólnicka,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3646,8
105224125776444,Karol Szymura - wiceprzewodniczący Rady Miasta Rybnika,Karol Szymura - Radny Miasta Rybnika,3645,20
101294811221398,Gedeon Richter Polska,Anita Stani,3643,13
1249992775165697,Konfederacja Zach-Pom,Andrzej Ostrowski,3641,23
321941367661522,Małgorzata Wilk-Grzywna kandydatka do Parlamentu Europejskiego,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3640,11
249404695146268,Beata Szydło,KW Prawo i Sprawiedliwość,3640,29
131253023589528,Zachęta Narodowa Galeria Sztuki / Zachęta National Gallery of Art,Zachęta — Narodowa Galeria Sztuki,3638,60
765775746847652,Damian Sławski - Wójt Gminy Miedziana Góra,Damian Sławski - Wójt Gminy Miedziana Góra,3637,72
132607953271482,Dawid Korbut - do Sejmu,Bezpartyjni Samorządowcy – Łączy nas Polska,3633,3
701415810226671,Sławomir Sosnowski,Komitet Wyborczy Polskie Stronnictwo Ludowe,3631,14
252362297957807,Agata Gwadera-Urlep Radna Wrocławia,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,3630,15
954692934606047,Krzysztof Śmiszek,Koalicyjny Komitet Wyborczy Lewica,3629,16
110700138220305,Grzegorz Orzełowski,Grzegorz Orzełowski,3623,7
367878306555797,Fundacja Pomorski Dom Nadziei,Fundacja Pomorski Dom Nadziei,3621,84
111762720487338,Laboratorium Wolności Religijnej,Fundacja Pro Futuro,3617,25
117281708462093,Enterprise Europe Network Polska,Enterprise Europe Network,3613,7
107758219306090,OLX Polska,These ads ran without a disclaimer,3607,4
375393409660805,Agnieszka Wyrwał Radna m.st. Warszawy,KKW Koalicja Obywatelska PO .N iPL Zieloni,3606,23
107520570884853,Władysław Dajczak Poseł RP,Komitet Wyborczy Prawo i Sprawiedliwość,3604,10
2209739952648600,Maciej Urbańczyk,Komitet Wyborczy Bezpartyjni Samorządowcy,3604,15
226782860853179,eprosument,Assis Media Patryk Felmet High5studio,3603,30
38339083373,Lambda Warszawa,These ads ran without a disclaimer,3601,8
106741552528608,Marcin Karpiński - Kandydat Paktu Senackiego,Komitet Wyborczy Nowa Lewica,3600,17
199079819961556,Andrzej Boczek jr,KKW Koalicja Obywatelska,3598,18
102570981927805,Robert Kufel - Radny Miasta Bydgoszczy,Robert Kufel - Radny Miasta Bydgoszczy,3598,34
813080362108073,Maciej Konieczny,KW Sojusz Lewicy Demokratycznej,3598,5
253522198074527,Kongres Obywatelski,Instytut Badań nad Gospodarką Rynkową,3597,144
114736753588704,Też mamy we frankach,Fundacja Patronus,3595,22
239073579293841,Zachodniopomorskie2050,KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI,3593,29
107469459370232,Podatnik.info,These ads ran without a disclaimer,3590,2
122312057630610,Krzysztof Kuboń,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,3587,16
3116013818724635,Koalicja Europejska,KKW Koalicja Europejska PO PSL SLD .N Zieloni,3587,33
434225653303734,Fundusze Europejskie dla Mazowsza,Maria Wyszyńska,3583,26
2186447128346980,Komitet Wyborczy Wyborców Jacka Lipińskiego,Komitet Wyborczy Wyborców Jacka Lipińskiego,3582,9
554806704556877,Dzielnica Wisła,CreativeHarder,3581,14
896493477157264,Piotr Kusznieruk,KW Sojusz Lewicy Demokratycznej,3581,23
215184211685755,Leszek Tarasiewicz - kandydat do Sejmiku,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3580,49
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,These ads ran without a disclaimer,3579,5
170359939648880,Adam Nieroda,Adam Nieroda,3578,59
383296170843,Puls Biznesu,These ads ran without a disclaimer,3576,20
112517763707836,Polskie Regiony,Jakub Mielczarek,3576,28
1319236851430224,Arte,These ads ran without a disclaimer,3576,28
773564312790301,Hydropolis,Hydropolis,3575,40
1069582526398860,Adam Kurpas,Adam Kurpas,3574,70
329939128372608,Maja Nowak,KKW Trzecia Droga PSL - PL2050 Szymona Hołowni,3572,12
157416141112329,"FlexiPower Group - instalacje fotowoltaiczne, pompy ciepła",These ads ran without a disclaimer,3567,6
102320971179320,Radosław Macoń,Radosław Michał Macoń,3566,20
1395318310690646,Marcin Ruta,KKW Koalicja Obywatelska,3563,23
399527046922445,Przemysław Słowik,Przemysław Szczepan Słowik,3562,117
346011616128468,Towarzystwo Opieki nad Zwierzętami w Radzionkowie,Towarzystwo Opieki nad Zwierzętami w Radzionkowie,3561,147
283947499106438,Karol Pilecki,KKW Koalicja Obywatelska,3558,10
255591154284748,Tadeusz Kacprzak i jego Drużyna - Wybory 2024,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,3557,24
358712600898007,Ogólnopolska Federacja na rzecz Rozwiązywania Problemu Bezdomności,Jakub Stanisław Wilczek,3554,57
119638956091071,Zdzisław Smoliński,Koalicyjny Komitet Wyborczy Lewica,3553,7
114248191948499,Gazeta Krakowska,Gazeta Krakowska,3549,49
1492414497737470,Szczęsny Filipiak,KKW Koalicja Obywatelska,3549,9
109700147032711,Zielona Góra - wlubuskie.pl,SmartPress,3548,51
238235903209121,Grzegorz Knychała - odszkodowania,These ads ran without a disclaimer,3547,3
242532599998275,Zielona Dolina,TDJ Estate,3546,69
400069423367364,Kontynenty,Kontynenty,3545,41
383869808714011,"Івент-агенція ""Арт-Хвиля""",These ads ran without a disclaimer,3544,58
1149313711799815,Fundacja Frank Bold,Fundacja Frank Bold,3541,26
794135353975890,Łukasz Filipowicz - Burmistrz Miasta Zakopane,KWW Przyjazne Zakopane,3541,29
618179678235315,wschód,These ads ran without a disclaimer,3539,2
57544755889,Amnesty International Polska,These ads ran without a disclaimer,3538,17
366282453578336,Szymon Redlin NR1 Trzecia Droga woj. Pomorskie,KKW Trzecia Droga PSL - PL2050 Szymona Hołowni,3535,24
1768033263440583,Wydawnictwo Vesper,These ads ran without a disclaimer,3532,4
335544527021929,Dariusz Olech,Komitet Wyborczy Konfederacja Wolność i Niepodległość,3530,16
484856584931855,"GoStudy - образование в Чехии, языковые курсы.",These ads ran without a disclaimer,3527,3
121677374580121,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,Stowarzyszenie Rozwoju Wsi Świętokrzyskiej,3527,29
103902291094744,Dzień dobry Dolny Śląsk,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,3527,10
109632291673260,Ukrainian Legion,These ads ran without a disclaimer,3519,17
498165240284656,Piotr Cezary Lisiecki,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,3519,12
1562050650677819,Urszula Nowogórska,Komitet Wyborczy Polskie Stronnictwo Ludowe - Urszula Nowogórska,3510,62
100270259022054,Niebieskie Trampki - kroki ku życiu,Niebieskie Trampki - kroki ku życiu,3509,8
720378731388775,Stanisław Pasoń - Chłop,Stanisław Wojciech Pasoń,3506,288
930978763646427,Stanisław Tyszka,Komitet Wyborczy Wyborców KUKIZ15,3505,60
109235867641866,Alicja Łepkowska-Gołaś - Posłanka na Sejm RP,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,3500,2
106714977368983,Jerzy Hardie-Douglas,KKW Koalicja Obywatelska PO .N iPL Zieloni,3500,20
101065731421,Krzysztof Lisek,KKW Koalicja Obywatelska PO .N iPL Zieloni,3500,13
1853636734700644,KWW Tomasza Hapunowicza Zgoda i Rozwój.,Zgoda i Rozwój dla Siedlec. Stowarzyszenie mieszkańców.,3500,4
398575110474591,Krzysztof Gadowski - Poseł na Sejm RP,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,3500,2
271664979535448,Wanda Nowicka,KOALICYJNY KOMITET WYBORCZY LEWICA,3500,6
376632529209654,Ostrzeszów dla Was,Komitet Wyborczy Prawo i Sprawiedliwość,3500,3
532312860282696,Kalisz dla Was,Komitet Wyborczy Prawo i Sprawiedliwość,3500,4
908646482522927,Elżbieta Kruk,Grzegorz Mieczysław Kulczyński,3500,2
254847017708697,Kamil Kalita,KKW Trzecia Droga PSL- PL 2050 Szymona Hołowni,3500,5
239864506198836,Wielospecjalistyczny Szpital Wojewódzki w Gorzowie Wlkp.,Wielospecjalistyczny Szpital Wojewódzki w Gorzowie Wlkp.,3499,44
238938665969777,Sylwia Krzyżanowska-Grabiec,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,3499,7
2290687661152407,KWW Janusza Rosłana,KWW Janusza Rosłana,3496,37
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,These ads ran without a disclaimer,3496,12
111767788654426,Klaudia Klimczewska Lewica,Komitet Wyborczy Nowa Lewica,3494,17
204871719370466,Rafał Ślęczka,Komitet Wyborczy Wyborców Rafała Ślęczki,3491,18
602763919761868,Marek Gróbarczyk,Komitet Wyborczy Prawo i Sprawiedliwość,3490,14
280696342731,Ministerstwo Klimatu i Środowiska,These ads ran without a disclaimer,3490,25
102971197812223,Wersja Robocza,Krystian Tomasz Jachacy,3489,29
218282874707115,KWW Jacka Ziembińskiego,KWW Jacka Ziembińskiego,3484,23
400811976749372,Melissa Wolden,These ads ran without a disclaimer,3481,5
264532536741391,Konrad Rytel,KWW Konfederacja i Bezpartyjni Samorządowcy,3480,8
274360915749599,Małgorzata Drewniak,KWW Nowy Burmistrz Nowe Możliwości,3479,37
102026194522860,MyFrankowicze,Paulina Ewa Łohunko,3476,75
1022607354485625,LIQUI MOLY,These ads ran without a disclaimer,3473,3
118060488050444,Dominika Witkowska - Polska 2050 - Z sercem dla Śląska,KKW Trzecia Droga PSL - PL2050 Szymona Hołowni,3472,6
2654259001258572,Szybki Angielski Radom,These ads ran without a disclaimer,3466,9
103238265299084,Jan Kuriata,KWW Tak Dla Senatu RP Jan Kuriata,3462,26
512439245793683,GSK careers,These ads ran without a disclaimer,3461,14
255667407620325,Komitet Wyborczy Stowarzyszenie Mieszkańców dla Trzebnicy,Komitet Wyborczy Stowarzyszenie Mieszkańców dla Trzebnicy,3460,34
100618788485365,Wojownicy Klawiatury,Front Europejski,3458,19
108169108825835,Adam Horbacz - kandydat na Burmistrza Oleśnicy,Adam Horbacz,3458,28
912666098801838,Katarzyna Ueberhan,KW Sojusz Lewicy Demokratycznej,3458,20
107013249383407,Portal Informacyjny Grybow24.pl,Portal Informacyjny Grybow24.pl,3457,29
124438397409929,Krzysztof Szperkowski,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL Zieloni,3456,30
112644965182190,PL24,These ads ran without a disclaimer,3454,1
543549142748221,Magdalena Sroka,Ada Blejer,3450,51
1010947672386089,Pakiet Dla Ołbina,Fundacja Ładne Historie,3450,19
822019814519049,Akademia Nauk Stosowanych w Nowym Targu,These ads ran without a disclaimer,3450,1
1490783897816281,Redaktor Marek Łagocki w Twojej sprawie,KWW PAKT Senat Dla Obywateli,3447,64
519227661574598,Tomasz Tamborski,KWW Twój Powiat,3444,7
103069762435062,Razem Ponad Podziałami - Łuków,KWW Razem Ponad Podziałami,3443,20
340063453455898,Wiktor Idzikowski,Wiktor Idzikowski,3443,40
244884038711406,KWW Grażyna Legeżyńska,KWW Grażyna Legeżyńska,3440,30
142408220894383,Hubert Oskar Kasprzak,Komitet Wyborczy Nowa Lewica,3439,23
893685610645878,Tomasz Olichwer poseł na Sejm RP,KKW Koalicja Obywatelska PO .N iPL Zieloni,3433,20
436513873457037,Adam Musiuk,Adam Musiuk,3430,25
630438534142266,UNAWEZA Foundation,Fundacja Unaweza,3430,10
110072602341730,Stowarzyszenie Kongres Kobiet,Hanna Baka,3428,24
262030323661308,Bernard Karasiewicz,KKW Koalicja Obywatelska,3428,3
100626195871591,Mateusz Wagemann,Mateusz Wagemann,3426,9
717993981872872,Iwona Wiśniewska-Kocjan KKW Lewica,KOALICYJNY KOMITET WYBORCZY LEWICA,3426,11
111310837084470,KL instalacje,Kamil Lange,3425,14
198707160186977,Marek Łapiński - Radny Koalicji Obywatelskiej w Sejmiku,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA,3424,12
156745028300456,Patryk Jaskulski - Poseł na Sejm RP,Patryk Jaskulski - Radny Miasta Szczecin,3424,36
302248823162311,LG Global,These ads ran without a disclaimer,3423,5
209774108889510,Magdalena Werstak- Wiceprzewodnicząca Sejmiku Województwa Łódzkiego,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3420,56
113123360397548,Akademia Księgowej,More Bananas,3419,41
111344660657379,Andrzej Nawrocki-Kandydat na Wójta Gminy Czernichów,Andrzej Nawrocki,3418,115
105061487842011,Techurity Systems & Solutions,These ads ran without a disclaimer,3418,1
313706022043344,FREENOW,These ads ran without a disclaimer,3415,7
116303748239648,Dorota Strug - kandydatka do Sejmu z Nowej Lewicy,Komitet Wyborczy Nowa Lewica,3412,14
111205500796714,Nadia Oleszczuk,Konfederacja Pracy Młodych,3412,24
107005487901002,Michał Kirker prezydentem Jaworzna,Koalicyjny Komitet Wyborczy Koalicja Wyborcza,3404,66
107553079931346,Miłosz Motyka,Miłosz Maksymilian Motyka,3403,50
966671346710115,Agnieszka Soin - Poseł na Sejm RP,Komitet Wyborczy Prawo i Sprawiedliwość,3400,8
974879836009505,Marek Grochowicz,Komitet Wyborczy Wyborców Stanisław Mazura,3392,11
851165271665300,Stanisław Tołwiński - Niezależny kandydat do Senatu RP,"Komitet Wyborczy Wyborców ""Porozumienie Dla Mazur""",3390,48
109921858251782,CBPE - Centrum Badań Polityki Europejskiej,CBPE - Centrum Badań Polityki Europejskiej,3388,23
160978464020426,Sławomir Nitras,KKW Koalicja Obywatelska PO .N IPL Zieloni,3384,56
387784604954507,Norbert Zieliński - Radny Dzielnicy Targówek m.st. Warszawy,Norbert Zielinski,3380,26
414288609174427,Szukamy kredytu,These ads ran without a disclaimer,3377,24
734318440409934,Maximilian Kieturakis - Radny Miasta Gdańska,Maximilian Zdzisław Kieturakis,3377,32
1716935421867788,Michał Górski - Radny Rady Miejskiej Wrocławia,These ads ran without a disclaimer,3376,3
135244313285511,Lewica Dolnośląskie,KOALICYJNY KOMITET WYBORCZY LEWICA,3374,6
2586274371413500,Tomasz Kajzer,Opłacone przez : KKW Trzecia Droga PSL-PL2050 Szymona Hołowni,3371,9
168961663291174,Microsoft Polska,These ads ran without a disclaimer,3369,4
118482651214684,Konrad Kucharzak,Komitet Wyborczy Konfederacja Wolność i Niepodległość,3368,2
557096197716476,Lucjan Pietrzczyk,KWW Koalicja Obywatelska PO .N iPL Zieloni,3368,13
120751477970543,LIQUI MOLY,These ads ran without a disclaimer,3365,3
1480028655630767,Sławomir Skwarek - Poseł na Sejm RP,Komitet Wyborczy Prawo i Sprawiedliwość,3364,41
105470187498041,Cezary Paweł Kasprzak,"KWW Ruchu ""Obywatele RP""",3360,135
2152832788271473,Agnieszka Kurzawa - Radna Sejmiku Zachodniopomorskiego,Agnieszka Kurzawa - Radna Miasta Szczecin,3360,100
103999272351590,Adam Kościelak,KOALICYJNY KOMITET WYBORCZY LEWICA,3359,47
290545717759107,Barbara Nowacka,KKW Koalicja Obywatelska PO .N iPL Zieloni,3355,42
946704618680358,Marcin Sypniewski,Marcin Sypniewski,3355,32
119638956091071,Zdzisław Smoliński,Zdzisław Smoliński,3354,85
191689307521911,Miasto Białogard,Miasto Białogard,3353,37
107835320600434,Paweł Jezierski,KOALICYJNY KOMITET WYBORCZY LEWICA,3352,18
105224125776444,Karol Szymura - wiceprzewodniczący Rady Miasta Rybnika,Komitet Wyborczy Prawo i Sprawiedliwość,3352,20
171278439588762,AMI - Fundacja Pomocy Zwierzętom,AMI - FUNDACJA POMOCY ZWIERZĘTOM,3350,16
344601569562994,Przemysław Gierada - Kandydat Niezależny,Paula Kopciak w imieniu KWW A. P. Gierady,3350,9
314921722469725,Zbigniew Żyła,KW Bezpartyjni Samorządowcy,3348,10
228489923679639,Łukasz Lach,KW Prawo i Sprawiedliwość,3348,30
114405515094531,Kandydat na Posła na Sejm RP - Jacek Wiśniewski,KKW Koalicja Obywatelska PO .N iPL Zieloni,3347,20
102440065924109,Radny SZOPA,Radny SZOPA,3344,9
118164226251917,Lekcje z Temidą,Lekcje z Temidą,3342,5
104180510955807,Magdalena Biejat,Komitet Wyborczy Nowa Lewica,3341,14
135258073001826,MobiDeal,Fonia Telecom Sp. z o.o.,3340,5
149388985089327,L'Oréal Paris,These ads ran without a disclaimer,3338,3
266571170442528,iDream Centrum Biznesowe,These ads ran without a disclaimer,3337,20
107553079931346,Miłosz Motyka,Miłosz Motyka Polskie Stronnictwo Ludowe,3337,34
538515796192849,Ryszard Terlecki,These ads ran without a disclaimer,3336,6
398212710221888,"Stowarzyszenie ""Z Siedzibą w Warszawie""",Edyta Katarzyna Ołdak,3334,19
102640212250024,Dzieci Rwandy,Dzieci Rwandy,3334,2
214628051909386,Krzysztof Kwiatkowski,Biuro Senatorskie Senatora Krzysztofa Kwiatkowskiego,3328,11
105151195855201,Piotr Tuczyński,Komitet Wyborczy Konfederacja Wolność i Niepodległość,3326,5
140229586049381,Adam Jarubas,Grupa Europejskiej Partii Ludowej EPL,3324,55
940749819301819,Kancelaria Radcy Prawnego Wojciech J. Chmurak,Wojciech Chmurak,3323,29
106799012139970,Bezpieczny i Zielony Ursus,KW Bezpieczny i Zielony Ursus,3321,23
190935997703774,Nowiny Zabrzańskie,Nowiny Zabrzańskie,3320,12
110283078842523,Dawid Sadowski - Kandydat Nr 1 do Powiatu Ostródzkiego,Komitet Wyborczy Nowa Lewica,3317,34
111788837263533,Plac Grunwaldzki OD NOWA,Fundacja Ładne Historie,3317,20
272300782626306,Komitet Wyborczy Wyborców Wspólny Powiat,Komitet Wyborczy Wyborców Wspólny Powiat,3316,25
2187031718035138,Radosław PREIS - kandydat do Rady Powiatu Brzeskiego,Radosław Stanisław Preis,3316,119
106225614419515,Финансовая грамотность,These ads ran without a disclaimer,3315,3
103268241129869,Fundacja Veritas,FUNDACJA VERITAS,3314,11
104852457684249,Iwona Budych,KW KOALICJA SAMORZĄDOWA OK SAMORZĄD,3309,35
1001380009897646,Miasto Jest Nasze - Mokotów,Koalicyjny Komitet Wyborczy Lewica,3307,8
1008272836015784,Piotr Szymanek,Komitet Wyborczy Polskie Stronnictwo Ludowe,3306,5
291839444209363,Polski Klub Ekologiczny Koło Miejskie w Gliwicach,Maria Wanda Staniszewska,3305,10
170090736374301,Tomasz Głogowski Poseł na Sejm RP,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL Zieloni,3304,24
240856892434688,Piotr Michalak -  Burmistrz Miasta i Gminy Szamotuły,BlueElephant.pl,3302,29
706471042857007,Heat Decor - Ogrzewanie Podczerwienią,Heat Decor sp. z o.o.,3302,32
1416992221918025,Wizerunek w social media,Anna Maria Wiśniewska Wizerunek w social media,3302,39
559447160904764,LAPP PRESS FOTO,Piotr Michał Łapiński,3302,42
1583040588577817,Skladnicaksiegarska.pl Outlet,Krystian Kowalski,3301,20
1469910760001090,Paweł Szramka,KWW Kukiz'15,3300,7
103416135680494,Joanna Kotkowska - Pyzel,Koalicyjny Komitet Wyborczy Lewica,3299,25
105326755716006,TWOJE TAK MA MOC,TWOJE TAK MA MOC,3298,11
101403785853154,Rafał Foryś,Komitet Wyborczy Konfederacja Wolność i Niepodległość,3297,8
105573710832960,Edyta Płaneta-Siewierska,Komitet Wyborczy Nowa Lewica,3292,12
230533350138947,Milanówek Odnowa,Komitet Wyborczy Wyborców Artura Niedzińskiego Milanówek Odnowa,3290,85
265135633610304,Tomasz Strząbała,Tomasz Strząbała,3290,149
2152238558396822,Mariusz Kałużny,KW Prawo i Sprawiedliwość,3289,7
1715700672019998,LoveAir.pl,LoveAir,3288,11
358733307479097,Mateusz Skarbek - Wiceprzewodniczący Rady Miasta Gdańska,Mateusz Skarbek - Wiceprzewodniczący Rady Miasta Gdańska,3288,35
101159212865055,Tomasz Sobieraj,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3287,15
113968230157403,Referendum Milanówek  2021,Mateusz Pitas,3287,27
1686067908348756,Osiedle Wieszowa,TDJ Estate,3286,67
276860619087002,Sylwester Tułajew,These ads ran without a disclaimer,3285,11
1305039576244526,OtwartyKraków,Barbara Wolna,3282,5
1016275225230751,Energia Miast,Energia Miast,3282,27
120775591438200,Civitas Christiana,Marcin Morga,3280,2
219264217934388,Pytamy o zielone,Fundacja FRSI,3277,20
124294654097124,Krystyna Łuczycka - kandydatka do sejmu,KKW Koalicja Obywatelska PO .N iPL Zieloni,3276,52
2388263488162155,Twój Szwab,These ads ran without a disclaimer,3275,24
868165920029978,Anna Auksel-Sekutowicz Radna m. st. Warszawy,Anna Auksel-Sekutowicz Radna m. st. Warszawy,3273,30
6013004059,The Economist,These ads ran without a disclaimer,3268,91
108228794910894,OdNowa,Stowarzyszenie OdNowa RP,3261,9
251365318058741,Piotr Wszółkowski - Twój kandydat na Burmistrza Miasta Ustka,Piotr Wszółkowski,3259,15
132307803297672,Marek Niedbał,Koalicyjny Komitet Wyborczy Lewica,3258,7
370443426386433,Agencja Rozwoju Regionalnego S.A. w Bielsku-Białej,Agencja Rozwoju Regionalnego S.A.,3257,78
213006871900145,Marcin Pabierowski - kandydat na prezydenta Zielonej Góry,Koalicyjny Komitet Wyborczy,3255,15
572352689575048,Grupa Stonewall,Grupa Stonewall,3251,8
343794492463752,Tomasz Kostuś,KKW Koalicja Obywatelska PO .N iPL Zieloni,3250,10
215320715262774,Halina Bieda - Senator RP,KWW Koalicja Obywatelska PO .N iPL Zieloni,3250,8
199446073725474,BohaterON,Fundacja Pokolenia Kolumbów,3250,8
110297173883420,Stanisław Mazur na prezydenta Krakowa,Stanisław Mazur na prezydenta Krakowa,3248,6
111865400187433,Agata Gutorska,KKW Koalicja Obywatelska PO .N IPL Zieloni,3247,12
285512891655753,Artur Szałabawka,Komitet Wyborczy Prawo i Sprawiedliwość,3244,65
129562460234325,Magdalena Grażyna Rogozińska Kandydatka do Sejmiku Mazowieckiego,Koalicyjny Komitet Wyborczy Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,3243,12
102005685718166,Artur Kozioł - Wieliczka,Artur Kozioł Burmistrz Miasta i Gminy Wieliczka,3243,22
124158667615790,BBC News Ukrainian,These ads ran without a disclaimer,3243,7
416203085182275,Antoni Hodak,Antoni Henryk Hodak,3242,24
346027522166890,Krzysztof Piątkowski - Poseł na Sejm RP,Krzysztof Piątkowski  Poseł na Sejm RP - PO/KO,3241,7
110843317109328,Edumeo - Szkolenia dla przedsiębiorców,Szymon Matysek,3241,4
102957875576815,Krzysztof MAJ,Krzysztof MAJ,3241,5
1181684038602267,Niepodległa,These ads ran without a disclaimer,3239,7
241034489085803,Dobbre Miasto,KOMITET WYBORCZY WYBORCÓW DOBBRE MIASTO,3238,62
449078521776479,Fundusze Europejskie dla Warmii i Mazur,Euvic Media,3238,6
116454338222003,Iwona Wilczyńska-Bączyk - Profil Polityczny,Komitet Wyborczy Prawa i Sprawiedliwości,3236,3
241915913113550,Ruch Berezowskiego,Agencja Temat,3234,6
1062761290566622,Mateusz Wojciechowski - Bezpartyjni Samorządowcy,Komitet Wyborczy Bezpartyjni Samorządowcy,3233,3
292082311313705,Pirmahal Electric Bikes,These ads ran without a disclaimer,3231,5
279684645237683,Konrad Krupiński Kandydat do Europarlamentu,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,3231,4
825183084354122,Konrad Wiślicz-Węgorowski,KOALICYJNY KOMITET WYBORCZY LEWICA,3231,26
1546454742302867,Krzysztof Paszyk,Krzysztof Paszyk Polskie Stronnictwo Ludowe,3230,18
110239025687291,Credit Agricole Bank Polska,These ads ran without a disclaimer,3229,34
280084585536217,Adam Bondarenko - kandydat do Sejmiku Województwa Pomorskiego,Koalicyjny Komitet Wyborczy Koalicja Obywatelska,3229,50
169780786403229,Lady Comp Polska,Lady Comp Polska,3226,8
360948848111566,Dorota Konieczny-Simela kandydatka na prezydenta Mysłowic,KKW Koalicja Obywatelska PO .N IPL Zieloni,3226,12
124840717572849,Grzegorz Lipiec - kandydat do Sejmiku,KKW Koalicja Obywatelska PO .N IPL Zieloni,3226,30
182242798314921,Michał Urgoł - Kandydat na Prezydenta Miasta Jastrzębie-Zdrój,Komitet Wyborczy Prawo i Sprawiedliwość,3221,15
1436010186518712,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,3220,7
1438743356432124,Jan Krzysztof Ardanowski Poseł na Sejm RP,Komitet Wyborczy Prawo i Sprawiedliwość,3217,21
272314852812121,Szybki Angielski Metoda Colina Rose Engram,These ads ran without a disclaimer,3216,65
98673036962,ROLDA,These ads ran without a disclaimer,3213,65
100184799476697,Kurier Krakowski,Kurier Krakowski,3207,41
76134197129,Radio TOK FM,Kinga Warwas,3206,19
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,KW Prawo i Sprawiedliwość,3205,37
